participant,task,feature_dimension,feature_relevance,correlation,irrelevant_dim,abs_correlation
"('accommodate', np.int64(99))",accommodate,tail,relevant,0.35921060405354976,color,0.35921060405354976
"('accommodate', np.int64(99))",accommodate,color,irrelevant,0.5388159060803247,color,0.5388159060803247
"('accommodate', np.int64(99))",accommodate,shape,relevant,0.7184212081070995,color,0.7184212081070995
"('accommodate', np.int64(100))",accommodate,tail,relevant,0.48038446141526137,shape,0.48038446141526137
"('accommodate', np.int64(100))",accommodate,color,relevant,0.8006407690254356,shape,0.8006407690254356
"('accommodate', np.int64(100))",accommodate,shape,irrelevant,-0.16012815380508713,shape,0.16012815380508713
"('accommodate', np.int64(101))",accommodate,tail,relevant,0.7745966692414833,shape,0.7745966692414833
"('accommodate', np.int64(101))",accommodate,color,relevant,0.2581988897471611,shape,0.2581988897471611
"('accommodate', np.int64(101))",accommodate,shape,irrelevant,-0.2581988897471611,shape,0.2581988897471611
"('accommodate', np.int64(102))",accommodate,tail,relevant,0.2267786838055363,shape,0.2267786838055363
"('accommodate', np.int64(102))",accommodate,color,relevant,0.8315218406202998,shape,0.8315218406202998
"('accommodate', np.int64(102))",accommodate,shape,irrelevant,-0.37796447300922714,shape,0.37796447300922714
"('accommodate', np.int64(103))",accommodate,tail,relevant,-0.7371623702608655,color,0.7371623702608655
"('accommodate', np.int64(103))",accommodate,color,irrelevant,-0.28352398856187133,color,0.28352398856187133
"('accommodate', np.int64(103))",accommodate,shape,relevant,-0.05670479771237427,color,0.05670479771237427
"('accommodate', np.int64(104))",accommodate,tail,irrelevant,-0.16012815380508713,tail,0.16012815380508713
"('accommodate', np.int64(104))",accommodate,color,relevant,0.16012815380508713,tail,0.16012815380508713
"('accommodate', np.int64(104))",accommodate,shape,relevant,0.26688025634181184,tail,0.26688025634181184
"('accommodate', np.int64(105))",accommodate,tail,relevant,-0.2041241452319315,color,0.2041241452319315
"('accommodate', np.int64(105))",accommodate,color,irrelevant,0.408248290463863,color,0.408248290463863
"('accommodate', np.int64(105))",accommodate,shape,relevant,0.816496580927726,color,0.816496580927726
"('accommodate', np.int64(106))",accommodate,tail,relevant,0.8751899489873673,shape,0.8751899489873673
"('accommodate', np.int64(106))",accommodate,color,relevant,0.4375949744936837,shape,0.4375949744936837
"('accommodate', np.int64(106))",accommodate,shape,irrelevant,-0.14586499149789456,shape,0.14586499149789456
"('accommodate', np.int64(107))",accommodate,tail,relevant,0.7745966692414833,shape,0.7745966692414833
"('accommodate', np.int64(107))",accommodate,color,relevant,0.4303314829119351,shape,0.4303314829119351
"('accommodate', np.int64(107))",accommodate,shape,irrelevant,-0.08606629658238704,shape,0.08606629658238704
"('accommodate', np.int64(108))",accommodate,tail,irrelevant,0.4436782547080568,tail,0.4436782547080568
"('accommodate', np.int64(108))",accommodate,color,relevant,0.6211495565912796,tail,0.6211495565912796
"('accommodate', np.int64(108))",accommodate,shape,relevant,0.6211495565912796,tail,0.6211495565912796
"('accommodate', np.int64(109))",accommodate,tail,relevant,0.8307471607356973,shape,0.8307471607356973
"('accommodate', np.int64(109))",accommodate,color,relevant,-0.356034497458156,shape,0.356034497458156
"('accommodate', np.int64(109))",accommodate,shape,irrelevant,-0.11867816581938533,shape,0.11867816581938533
"('accommodate', np.int64(110))",accommodate,tail,relevant,0.27500954910846337,color,0.27500954910846337
"('accommodate', np.int64(110))",accommodate,color,irrelevant,-0.09166984970282112,color,0.09166984970282112
"('accommodate', np.int64(110))",accommodate,shape,relevant,-0.09166984970282112,color,0.09166984970282112
"('accommodate', np.int64(111))",accommodate,tail,irrelevant,0.24999999999999994,tail,0.24999999999999994
"('accommodate', np.int64(111))",accommodate,color,relevant,0.7499999999999999,tail,0.7499999999999999
"('accommodate', np.int64(111))",accommodate,shape,relevant,0.24999999999999994,tail,0.24999999999999994
"('accommodate', np.int64(112))",accommodate,tail,relevant,0.7811334658849433,color,0.7811334658849433
"('accommodate', np.int64(112))",accommodate,color,irrelevant,0.39056673294247163,color,0.39056673294247163
"('accommodate', np.int64(112))",accommodate,shape,relevant,0.2603778219616477,color,0.2603778219616477
"('accommodate', np.int64(113))",accommodate,tail,relevant,0.5416762627738958,color,0.5416762627738958
"('accommodate', np.int64(113))",accommodate,color,irrelevant,-0.0773823232534137,color,0.0773823232534137
"('accommodate', np.int64(113))",accommodate,shape,relevant,0.6964409092807232,color,0.6964409092807232
"('accommodate', np.int64(114))",accommodate,tail,irrelevant,0.24999999999999994,tail,0.24999999999999994
"('accommodate', np.int64(114))",accommodate,color,relevant,-0.24999999999999994,tail,0.24999999999999994
"('accommodate', np.int64(114))",accommodate,shape,relevant,0.24999999999999994,tail,0.24999999999999994
"('accommodate', np.int64(115))",accommodate,tail,relevant,0.5207556439232954,color,0.5207556439232954
"('accommodate', np.int64(115))",accommodate,color,irrelevant,0.13018891098082386,color,0.13018891098082386
"('accommodate', np.int64(115))",accommodate,shape,relevant,0.7811334658849433,color,0.7811334658849433
"('accommodate', np.int64(116))",accommodate,tail,irrelevant,0.2731791823540765,tail,0.2731791823540765
"('accommodate', np.int64(116))",accommodate,color,relevant,0.8195375470622295,tail,0.8195375470622295
"('accommodate', np.int64(116))",accommodate,shape,relevant,0.3824508552957071,tail,0.3824508552957071
"('accommodate', np.int64(117))",accommodate,tail,irrelevant,-0.04688072309384954,tail,0.04688072309384954
"('accommodate', np.int64(117))",accommodate,color,relevant,0.8907337387831412,tail,0.8907337387831412
"('accommodate', np.int64(117))",accommodate,shape,relevant,-0.04688072309384954,tail,0.04688072309384954
"('accommodate', np.int64(118))",accommodate,tail,relevant,-0.15811388300841894,shape,0.15811388300841894
"('accommodate', np.int64(118))",accommodate,color,relevant,-0.7905694150420947,shape,0.7905694150420947
"('accommodate', np.int64(118))",accommodate,shape,irrelevant,-0.3162277660168379,shape,0.3162277660168379
"('accommodate', np.int64(119))",accommodate,tail,relevant,0.45883146774112354,shape,0.45883146774112354
"('accommodate', np.int64(119))",accommodate,color,relevant,0.6882472016116853,shape,0.6882472016116853
"('accommodate', np.int64(119))",accommodate,shape,irrelevant,-0.34412360080584264,shape,0.34412360080584264
"('accommodate', np.int64(120))",accommodate,tail,relevant,0.0,shape,0.0
"('accommodate', np.int64(120))",accommodate,color,relevant,0.808290376865476,shape,0.808290376865476
"('accommodate', np.int64(120))",accommodate,shape,irrelevant,0.5773502691896256,shape,0.5773502691896256
"('accommodate', np.int64(121))",accommodate,tail,irrelevant,0.8006407690254356,tail,0.8006407690254356
"('accommodate', np.int64(121))",accommodate,color,relevant,0.16012815380508713,tail,0.16012815380508713
"('accommodate', np.int64(121))",accommodate,shape,relevant,-0.48038446141526137,tail,0.48038446141526137
"('accommodate', np.int64(122))",accommodate,tail,relevant,0.4687546711276976,shape,0.4687546711276976
"('accommodate', np.int64(122))",accommodate,color,relevant,0.8705443892371525,shape,0.8705443892371525
"('accommodate', np.int64(122))",accommodate,shape,irrelevant,-0.06696495301824251,shape,0.06696495301824251
"('accommodate', np.int64(123))",accommodate,tail,irrelevant,0.36147844564602555,tail,0.36147844564602555
"('accommodate', np.int64(123))",accommodate,color,relevant,0.8778762251403477,tail,0.8778762251403477
"('accommodate', np.int64(123))",accommodate,shape,relevant,0.25819888974716104,tail,0.25819888974716104
"('accommodate', np.int64(124))",accommodate,tail,relevant,0.37796447300922714,shape,0.37796447300922714
"('accommodate', np.int64(124))",accommodate,color,relevant,0.6803360514166088,shape,0.6803360514166088
"('accommodate', np.int64(124))",accommodate,shape,irrelevant,-0.2267786838055363,shape,0.2267786838055363
"('accommodate', np.int64(125))",accommodate,tail,relevant,0.8131433980500301,color,0.8131433980500301
"('accommodate', np.int64(125))",accommodate,color,irrelevant,0.36961063547728634,color,0.36961063547728634
"('accommodate', np.int64(125))",accommodate,shape,relevant,0.36961063547728634,color,0.36961063547728634
"('accommodate', np.int64(126))",accommodate,tail,irrelevant,0.35921060405354976,tail,0.35921060405354976
"('accommodate', np.int64(126))",accommodate,color,relevant,0.7184212081070995,tail,0.7184212081070995
"('accommodate', np.int64(126))",accommodate,shape,relevant,0.17960530202677488,tail,0.17960530202677488
"('accommodate', np.int64(127))",accommodate,tail,irrelevant,0.0,tail,0.0
"('accommodate', np.int64(127))",accommodate,color,relevant,0.1889822365046136,tail,0.1889822365046136
"('accommodate', np.int64(127))",accommodate,shape,relevant,0.9449111825230679,tail,0.9449111825230679
"('accommodate', np.int64(128))",accommodate,tail,relevant,,shape,
"('accommodate', np.int64(128))",accommodate,color,relevant,,shape,
"('accommodate', np.int64(128))",accommodate,shape,irrelevant,,shape,
"('accommodate', np.int64(129))",accommodate,tail,irrelevant,-0.06819943394704735,tail,0.06819943394704735
"('accommodate', np.int64(129))",accommodate,color,relevant,0.7501937734175209,tail,0.7501937734175209
"('accommodate', np.int64(129))",accommodate,shape,relevant,0.6137949055234261,tail,0.6137949055234261
"('accommodate', np.int64(130))",accommodate,tail,irrelevant,0.4068942293855797,tail,0.4068942293855797
"('accommodate', np.int64(130))",accommodate,color,relevant,-0.7324096128940435,tail,0.7324096128940435
"('accommodate', np.int64(130))",accommodate,shape,relevant,0.24413653763134785,tail,0.24413653763134785
"('accommodate', np.int64(131))",accommodate,tail,relevant,0.8838834764831843,color,0.8838834764831843
"('accommodate', np.int64(131))",accommodate,color,irrelevant,0.0,color,0.0
"('accommodate', np.int64(131))",accommodate,shape,relevant,0.08838834764831845,color,0.08838834764831845
"('accommodate', np.int64(132))",accommodate,tail,relevant,0.4687546711276976,shape,0.4687546711276976
"('accommodate', np.int64(132))",accommodate,color,relevant,0.4687546711276976,shape,0.4687546711276976
"('accommodate', np.int64(132))",accommodate,shape,irrelevant,-0.2008948590547275,shape,0.2008948590547275
"('accommodate', np.int64(133))",accommodate,tail,relevant,0.808290376865476,shape,0.808290376865476
"('accommodate', np.int64(133))",accommodate,color,relevant,0.3464101615137754,shape,0.3464101615137754
"('accommodate', np.int64(133))",accommodate,shape,irrelevant,-0.23094010767585027,shape,0.23094010767585027
"('accommodate', np.int64(134))",accommodate,tail,irrelevant,0.0,tail,0.0
"('accommodate', np.int64(134))",accommodate,color,relevant,0.7499999999999999,tail,0.7499999999999999
"('accommodate', np.int64(134))",accommodate,shape,relevant,-0.24999999999999994,tail,0.24999999999999994
"('accommodate', np.int64(135))",accommodate,tail,irrelevant,-0.36961063547728634,tail,0.36961063547728634
"('accommodate', np.int64(135))",accommodate,color,relevant,0.36961063547728634,tail,0.36961063547728634
"('accommodate', np.int64(135))",accommodate,shape,relevant,0.8131433980500301,tail,0.8131433980500301
"('accommodate', np.int64(136))",accommodate,tail,relevant,-0.5726562866781999,color,0.5726562866781999
"('accommodate', np.int64(136))",accommodate,color,irrelevant,0.5726562866781999,color,0.5726562866781999
"('accommodate', np.int64(136))",accommodate,shape,relevant,0.19088542889273333,color,0.19088542889273333
"('accommodate', np.int64(137))",accommodate,tail,relevant,0.7698003589195009,color,0.7698003589195009
"('accommodate', np.int64(137))",accommodate,color,irrelevant,-0.19245008972987523,color,0.19245008972987523
"('accommodate', np.int64(137))",accommodate,shape,relevant,0.38490017945975047,color,0.38490017945975047
"('accommodate', np.int64(138))",accommodate,tail,irrelevant,0.2519763153394848,tail,0.2519763153394848
"('accommodate', np.int64(138))",accommodate,color,relevant,0.37796447300922725,tail,0.37796447300922725
"('accommodate', np.int64(138))",accommodate,shape,relevant,0.8819171036881969,tail,0.8819171036881969
"('accommodate', np.int64(139))",accommodate,tail,relevant,0.4743416490252569,color,0.4743416490252569
"('accommodate', np.int64(139))",accommodate,color,irrelevant,0.0,color,0.0
"('accommodate', np.int64(139))",accommodate,shape,relevant,-0.3162277660168379,color,0.3162277660168379
"('accommodate', np.int64(140))",accommodate,tail,relevant,0.0949157995752499,shape,0.0949157995752499
"('accommodate', np.int64(140))",accommodate,color,relevant,0.47457899787624946,shape,0.47457899787624946
"('accommodate', np.int64(140))",accommodate,shape,irrelevant,0.8542421961772491,shape,0.8542421961772491
"('accommodate', np.int64(141))",accommodate,tail,relevant,0.8195375470622295,color,0.8195375470622295
"('accommodate', np.int64(141))",accommodate,color,irrelevant,0.3824508552957071,color,0.3824508552957071
"('accommodate', np.int64(141))",accommodate,shape,relevant,0.2731791823540765,color,0.2731791823540765
"('accommodate', np.int64(142))",accommodate,tail,relevant,0.0,color,0.0
"('accommodate', np.int64(142))",accommodate,color,irrelevant,0.8728715609439696,color,0.8728715609439696
"('accommodate', np.int64(142))",accommodate,shape,relevant,0.3273268353539886,color,0.3273268353539886
"('accommodate', np.int64(143))",accommodate,tail,relevant,0.19738550848793068,color,0.19738550848793068
"('accommodate', np.int64(143))",accommodate,color,irrelevant,0.3289758474798844,color,0.3289758474798844
"('accommodate', np.int64(143))",accommodate,shape,relevant,0.4605661864718382,color,0.4605661864718382
"('accommodate', np.int64(144))",accommodate,tail,relevant,0.7501937734175209,shape,0.7501937734175209
"('accommodate', np.int64(144))",accommodate,color,relevant,0.20459830184114206,shape,0.20459830184114206
"('accommodate', np.int64(144))",accommodate,shape,irrelevant,0.4773960376293314,shape,0.4773960376293314
"('accommodate', np.int64(145))",accommodate,tail,relevant,0.7293249574894728,color,0.7293249574894728
"('accommodate', np.int64(145))",accommodate,color,irrelevant,0.14586499149789456,color,0.14586499149789456
"('accommodate', np.int64(145))",accommodate,shape,relevant,0.14586499149789456,color,0.14586499149789456
"('accommodate', np.int64(146))",accommodate,tail,irrelevant,0.2955987834492879,tail,0.2955987834492879
"('accommodate', np.int64(146))",accommodate,color,relevant,0.6897304947150051,tail,0.6897304947150051
"('accommodate', np.int64(146))",accommodate,shape,relevant,0.49266463908214647,tail,0.49266463908214647
"('accommodate', np.int64(147))",accommodate,tail,relevant,0.5065022237046951,color,0.5065022237046951
"('accommodate', np.int64(147))",accommodate,color,irrelevant,0.07235746052924216,color,0.07235746052924216
"('accommodate', np.int64(147))",accommodate,shape,relevant,0.3617873026462108,color,0.3617873026462108
"('accommodate', np.int64(148))",accommodate,tail,irrelevant,-0.23791547571544325,tail,0.23791547571544325
"('accommodate', np.int64(148))",accommodate,color,relevant,0.5551361100027009,tail,0.5551361100027009
"('accommodate', np.int64(148))",accommodate,shape,relevant,-0.07930515857181442,tail,0.07930515857181442
"('accommodate', np.int64(149))",accommodate,tail,irrelevant,-0.0773823232534137,tail,0.0773823232534137
"('accommodate', np.int64(149))",accommodate,color,relevant,0.3869116162670684,tail,0.3869116162670684
"('accommodate', np.int64(149))",accommodate,shape,relevant,0.5416762627738958,tail,0.5416762627738958
"('accommodate', np.int64(150))",accommodate,tail,relevant,0.7715167498104595,shape,0.7715167498104595
"('accommodate', np.int64(150))",accommodate,color,relevant,0.6172133998483676,shape,0.6172133998483676
"('accommodate', np.int64(150))",accommodate,shape,irrelevant,0.0,shape,0.0
"('predict', np.int64(1))",predict,tail,relevant,0.6416889479197478,shape,0.6416889479197478
"('predict', np.int64(1))",predict,color,relevant,0.4583492485141056,shape,0.4583492485141056
"('predict', np.int64(1))",predict,shape,irrelevant,0.09166984970282112,shape,0.09166984970282112
"('predict', np.int64(2))",predict,tail,irrelevant,0.6324555320336758,tail,0.6324555320336758
"('predict', np.int64(2))",predict,color,relevant,0.6324555320336758,tail,0.6324555320336758
"('predict', np.int64(2))",predict,shape,relevant,0.15811388300841894,tail,0.15811388300841894
"('predict', np.int64(3))",predict,tail,relevant,0.0,color,0.0
"('predict', np.int64(3))",predict,color,irrelevant,-0.1690308509457033,color,0.1690308509457033
"('predict', np.int64(3))",predict,shape,relevant,0.8451542547285164,color,0.8451542547285164
"('predict', np.int64(4))",predict,tail,irrelevant,0.4303314829119351,tail,0.4303314829119351
"('predict', np.int64(4))",predict,color,relevant,0.4303314829119351,tail,0.4303314829119351
"('predict', np.int64(4))",predict,shape,relevant,0.6024640760767094,tail,0.6024640760767094
"('predict', np.int64(5))",predict,tail,relevant,0.4045199174779452,color,0.4045199174779452
"('predict', np.int64(5))",predict,color,irrelevant,-0.6741998624632419,color,0.6741998624632419
"('predict', np.int64(5))",predict,shape,relevant,0.2696799449852968,color,0.2696799449852968
"('predict', np.int64(6))",predict,tail,relevant,0.48038446141526137,shape,0.48038446141526137
"('predict', np.int64(6))",predict,color,relevant,0.6405126152203485,shape,0.6405126152203485
"('predict', np.int64(6))",predict,shape,irrelevant,0.0,shape,0.0
"('predict', np.int64(7))",predict,tail,relevant,-0.10259783520851538,shape,0.10259783520851538
"('predict', np.int64(7))",predict,color,relevant,0.9233805168766386,shape,0.9233805168766386
"('predict', np.int64(7))",predict,shape,irrelevant,0.3077935056255462,shape,0.3077935056255462
"('predict', np.int64(8))",predict,tail,relevant,-0.1767766952966369,shape,0.1767766952966369
"('predict', np.int64(8))",predict,color,relevant,0.8838834764831843,shape,0.8838834764831843
"('predict', np.int64(8))",predict,shape,irrelevant,-0.1767766952966369,shape,0.1767766952966369
"('predict', np.int64(9))",predict,tail,relevant,0.7645528515426075,shape,0.7645528515426075
"('predict', np.int64(9))",predict,color,relevant,0.4865336327998411,shape,0.4865336327998411
"('predict', np.int64(9))",predict,shape,irrelevant,0.3475240234284579,shape,0.3475240234284579
"('predict', np.int64(10))",predict,tail,relevant,0.6255432421712243,shape,0.6255432421712243
"('predict', np.int64(10))",predict,color,relevant,0.6255432421712243,shape,0.6255432421712243
"('predict', np.int64(10))",predict,shape,irrelevant,0.4170288281141495,shape,0.4170288281141495
"('predict', np.int64(11))",predict,tail,relevant,0.629940788348712,color,0.629940788348712
"('predict', np.int64(11))",predict,color,irrelevant,-0.1259881576697424,color,0.1259881576697424
"('predict', np.int64(11))",predict,shape,relevant,0.629940788348712,color,0.629940788348712
"('predict', np.int64(12))",predict,tail,relevant,0.0,shape,0.0
"('predict', np.int64(12))",predict,color,relevant,0.9607689228305227,shape,0.9607689228305227
"('predict', np.int64(12))",predict,shape,irrelevant,0.0,shape,0.0
"('predict', np.int64(13))",predict,tail,irrelevant,-0.6644105970267493,tail,0.6644105970267493
"('predict', np.int64(13))",predict,color,relevant,-0.0949157995752499,tail,0.0949157995752499
"('predict', np.int64(13))",predict,shape,relevant,0.6644105970267493,tail,0.6644105970267493
"('predict', np.int64(14))",predict,tail,relevant,0.14433756729740643,shape,0.14433756729740643
"('predict', np.int64(14))",predict,color,relevant,0.14433756729740643,shape,0.14433756729740643
"('predict', np.int64(14))",predict,shape,irrelevant,-0.28867513459481287,shape,0.28867513459481287
"('predict', np.int64(15))",predict,tail,relevant,0.8512055557875506,shape,0.8512055557875506
"('predict', np.int64(15))",predict,color,relevant,0.0773823232534137,shape,0.0773823232534137
"('predict', np.int64(15))",predict,shape,irrelevant,-0.0773823232534137,shape,0.0773823232534137
"('predict', np.int64(16))",predict,tail,relevant,0.29514066805047756,shape,0.29514066805047756
"('predict', np.int64(16))",predict,color,relevant,0.7673657369312417,shape,0.7673657369312417
"('predict', np.int64(16))",predict,shape,irrelevant,-0.41319693527066864,shape,0.41319693527066864
"('predict', np.int64(17))",predict,tail,relevant,0.0,shape,0.0
"('predict', np.int64(17))",predict,color,relevant,-0.22941573387056177,shape,0.22941573387056177
"('predict', np.int64(17))",predict,shape,irrelevant,-0.9176629354822471,shape,0.9176629354822471
"('predict', np.int64(18))",predict,tail,relevant,0.35921060405354976,color,0.35921060405354976
"('predict', np.int64(18))",predict,color,irrelevant,0.5388159060803247,color,0.5388159060803247
"('predict', np.int64(18))",predict,shape,relevant,0.0,color,0.0
"('predict', np.int64(19))",predict,tail,relevant,0.41907903806247476,shape,0.41907903806247476
"('predict', np.int64(19))",predict,color,relevant,0.8980265101338745,shape,0.8980265101338745
"('predict', np.int64(19))",predict,shape,irrelevant,-0.05986843400892496,shape,0.05986843400892496
"('predict', np.int64(20))",predict,tail,relevant,0.8867963503478637,shape,0.8867963503478637
"('predict', np.int64(20))",predict,color,relevant,0.2955987834492879,shape,0.2955987834492879
"('predict', np.int64(20))",predict,shape,irrelevant,0.0985329278164293,shape,0.0985329278164293
"('predict', np.int64(21))",predict,tail,relevant,0.5388159060803247,color,0.5388159060803247
"('predict', np.int64(21))",predict,color,irrelevant,0.0,color,0.0
"('predict', np.int64(21))",predict,shape,relevant,-0.17960530202677488,color,0.17960530202677488
"('predict', np.int64(22))",predict,tail,irrelevant,0.14002800840280097,tail,0.14002800840280097
"('predict', np.int64(22))",predict,color,relevant,0.8401680504168059,tail,0.8401680504168059
"('predict', np.int64(22))",predict,shape,relevant,0.42008402520840293,tail,0.42008402520840293
"('predict', np.int64(23))",predict,tail,relevant,0.1348399724926484,color,0.1348399724926484
"('predict', np.int64(23))",predict,color,irrelevant,0.4045199174779452,color,0.4045199174779452
"('predict', np.int64(23))",predict,shape,relevant,0.8090398349558904,color,0.8090398349558904
"('predict', np.int64(24))",predict,tail,relevant,0.7324096128940435,color,0.7324096128940435
"('predict', np.int64(24))",predict,color,irrelevant,0.08137884587711594,color,0.08137884587711594
"('predict', np.int64(24))",predict,shape,relevant,0.4068942293855797,color,0.4068942293855797
"('predict', np.int64(25))",predict,tail,irrelevant,-0.4160251471689218,tail,0.4160251471689218
"('predict', np.int64(25))",predict,color,relevant,0.13867504905630726,tail,0.13867504905630726
"('predict', np.int64(25))",predict,shape,relevant,-0.2773500981126145,tail,0.2773500981126145
"('predict', np.int64(26))",predict,tail,irrelevant,0.1849879247934622,tail,0.1849879247934622
"('predict', np.int64(26))",predict,color,relevant,0.1849879247934622,tail,0.1849879247934622
"('predict', np.int64(26))",predict,shape,relevant,0.9249396239673109,tail,0.9249396239673109
"('predict', np.int64(27))",predict,tail,relevant,0.07088812050083358,color,0.07088812050083358
"('predict', np.int64(27))",predict,color,irrelevant,0.21266436150250076,color,0.21266436150250076
"('predict', np.int64(27))",predict,shape,relevant,0.07088812050083358,color,0.07088812050083358
"('predict', np.int64(28))",predict,tail,irrelevant,-0.06696495301824251,tail,0.06696495301824251
"('predict', np.int64(28))",predict,color,relevant,0.3348247650912125,tail,0.3348247650912125
"('predict', np.int64(28))",predict,shape,relevant,0.8705443892371525,tail,0.8705443892371525
"('predict', np.int64(29))",predict,tail,relevant,0.6319334885835687,shape,0.6319334885835687
"('predict', np.int64(29))",predict,color,relevant,0.7468304865078538,shape,0.7468304865078538
"('predict', np.int64(29))",predict,shape,irrelevant,-0.0574484989621426,shape,0.0574484989621426
"('predict', np.int64(30))",predict,tail,irrelevant,0.28867513459481287,tail,0.28867513459481287
"('predict', np.int64(30))",predict,color,relevant,0.28867513459481287,tail,0.28867513459481287
"('predict', np.int64(30))",predict,shape,relevant,0.8660254037844386,tail,0.8660254037844386
"('predict', np.int64(31))",predict,tail,relevant,0.5570860145311556,shape,0.5570860145311556
"('predict', np.int64(31))",predict,color,relevant,0.5570860145311556,shape,0.5570860145311556
"('predict', np.int64(31))",predict,shape,irrelevant,0.5570860145311556,shape,0.5570860145311556
"('predict', np.int64(32))",predict,tail,relevant,-0.5488212999484516,shape,0.5488212999484516
"('predict', np.int64(32))",predict,color,relevant,0.43905703995876133,shape,0.43905703995876133
"('predict', np.int64(32))",predict,shape,irrelevant,-0.6585855599381419,shape,0.6585855599381419
"('predict', np.int64(33))",predict,tail,relevant,0.6964409092807232,color,0.6964409092807232
"('predict', np.int64(33))",predict,color,irrelevant,0.5416762627738958,color,0.5416762627738958
"('predict', np.int64(33))",predict,shape,relevant,0.3869116162670684,color,0.3869116162670684
"('predict', np.int64(34))",predict,tail,relevant,0.7001400420140048,color,0.7001400420140048
"('predict', np.int64(34))",predict,color,irrelevant,0.0,color,0.0
"('predict', np.int64(34))",predict,shape,relevant,0.7001400420140048,color,0.7001400420140048
"('predict', np.int64(35))",predict,tail,relevant,-0.08137884587711594,shape,0.08137884587711594
"('predict', np.int64(35))",predict,color,relevant,-0.24413653763134785,shape,0.24413653763134785
"('predict', np.int64(35))",predict,shape,irrelevant,0.08137884587711594,shape,0.08137884587711594
"('predict', np.int64(36))",predict,tail,irrelevant,-0.8451542547285164,tail,0.8451542547285164
"('predict', np.int64(36))",predict,color,relevant,-0.3380617018914066,tail,0.3380617018914066
"('predict', np.int64(36))",predict,shape,relevant,0.0,tail,0.0
"('predict', np.int64(37))",predict,tail,relevant,0.8409000955590962,color,0.8409000955590962
"('predict', np.int64(37))",predict,color,irrelevant,0.19405386820594528,color,0.19405386820594528
"('predict', np.int64(37))",predict,shape,relevant,-0.0646846227353151,color,0.0646846227353151
"('predict', np.int64(38))",predict,tail,relevant,0.35444060250416787,color,0.35444060250416787
"('predict', np.int64(38))",predict,color,irrelevant,0.07088812050083358,color,0.07088812050083358
"('predict', np.int64(38))",predict,shape,relevant,0.9215455665108365,color,0.9215455665108365
"('predict', np.int64(39))",predict,tail,relevant,-0.2696799449852968,shape,0.2696799449852968
"('predict', np.int64(39))",predict,color,relevant,0.1348399724926484,shape,0.1348399724926484
"('predict', np.int64(39))",predict,shape,irrelevant,-0.5393598899705936,shape,0.5393598899705936
"('predict', np.int64(40))",predict,tail,relevant,-0.41907903806247476,shape,0.41907903806247476
"('predict', np.int64(40))",predict,color,relevant,0.1796053020267749,shape,0.1796053020267749
"('predict', np.int64(40))",predict,shape,irrelevant,-0.41907903806247476,shape,0.41907903806247476
"('predict', np.int64(41))",predict,tail,relevant,0.408248290463863,color,0.408248290463863
"('predict', np.int64(41))",predict,color,irrelevant,0.2041241452319315,color,0.2041241452319315
"('predict', np.int64(41))",predict,shape,relevant,0.408248290463863,color,0.408248290463863
"('predict', np.int64(42))",predict,tail,irrelevant,-0.23735633163877065,tail,0.23735633163877065
"('predict', np.int64(42))",predict,color,relevant,0.4747126632775413,tail,0.4747126632775413
"('predict', np.int64(42))",predict,shape,relevant,0.8307471607356973,tail,0.8307471607356973
"('predict', np.int64(43))",predict,tail,relevant,0.0,color,0.0
"('predict', np.int64(43))",predict,color,irrelevant,0.8017837257372731,color,0.8017837257372731
"('predict', np.int64(43))",predict,shape,relevant,0.5345224838248487,color,0.5345224838248487
"('predict', np.int64(44))",predict,tail,relevant,0.07930515857181442,color,0.07930515857181442
"('predict', np.int64(44))",predict,color,irrelevant,0.7137464271463297,color,0.7137464271463297
"('predict', np.int64(44))",predict,shape,relevant,0.23791547571544325,color,0.23791547571544325
"('predict', np.int64(45))",predict,tail,relevant,0.6099942813304187,shape,0.6099942813304187
"('predict', np.int64(45))",predict,color,relevant,0.457495710997814,shape,0.457495710997814
"('predict', np.int64(45))",predict,shape,irrelevant,-0.6099942813304187,shape,0.6099942813304187
"('predict', np.int64(46))",predict,tail,irrelevant,-0.27500954910846337,tail,0.27500954910846337
"('predict', np.int64(46))",predict,color,relevant,0.4583492485141056,tail,0.4583492485141056
"('predict', np.int64(46))",predict,shape,relevant,0.4583492485141056,tail,0.4583492485141056
"('predict', np.int64(47))",predict,tail,relevant,0.6405126152203485,color,0.6405126152203485
"('predict', np.int64(47))",predict,color,irrelevant,0.32025630761017426,color,0.32025630761017426
"('predict', np.int64(47))",predict,shape,relevant,0.48038446141526137,color,0.48038446141526137
"('predict', np.int64(48))",predict,tail,irrelevant,0.36650833306891567,tail,0.36650833306891567
"('predict', np.int64(48))",predict,color,relevant,0.7330166661378313,tail,0.7330166661378313
"('predict', np.int64(48))",predict,shape,relevant,-0.12216944435630522,tail,0.12216944435630522
"('predict', np.int64(49))",predict,tail,relevant,0.5773502691896257,shape,0.5773502691896257
"('predict', np.int64(49))",predict,color,relevant,0.0,shape,0.0
"('predict', np.int64(49))",predict,shape,irrelevant,0.0,shape,0.0
"('predict', np.int64(50))",predict,tail,relevant,0.8944271909999159,color,0.8944271909999159
"('predict', np.int64(50))",predict,color,irrelevant,0.0,color,0.0
"('predict', np.int64(50))",predict,shape,relevant,0.4472135954999579,color,0.4472135954999579
"('predict', np.int64(51))",predict,tail,irrelevant,0.0,tail,0.0
