task,conditionOrder,item,testing_responses,relevant_dim,irrelevant_dim,stripes_high,feet_high,fertility_score,error,abs_error,color,feet,stripes
predict,15,W_C,7.0,feet,stripes,E,F,3.5,3.5,3.5,W,C,W
predict,18,W_F,8.0,stripes,feet,W,F,7.5,0.5,0.5,W,F,W
predict,18,W_C,4.0,stripes,feet,W,F,5.5,-1.5,1.5,W,C,W
predict,18,E_C,3.0,stripes,feet,W,F,2.5,0.5,0.5,E,C,E
predict,18,E_F,2.0,stripes,feet,W,F,3.5,-1.5,1.5,E,F,E
predict,7,E_C,4.0,feet,stripes,W,F,3.5,0.5,0.5,E,C,E
predict,7,W_F,10.0,feet,stripes,W,F,9.0,1.0,1.0,W,F,W
predict,7,W_C,9.0,feet,stripes,W,F,4.5,4.5,4.5,W,C,W
predict,7,E_F,6.0,feet,stripes,W,F,7.5,-1.5,1.5,E,F,E
predict,12,W_C,3.0,stripes,feet,E,C,2.5,0.5,0.5,W,C,W
predict,12,W_F,2.0,stripes,feet,E,C,1.0,1.0,1.0,W,F,W
predict,12,E_C,8.0,stripes,feet,E,C,8.5,-0.5,0.5,E,C,E
predict,12,E_F,10.0,stripes,feet,E,C,9.0,1.0,1.0,E,F,E
predict,26,E_F,3.0,stripes,feet,W,C,2.5,0.5,0.5,E,F,E
predict,26,W_F,6.0,stripes,feet,W,C,7.5,-1.5,1.5,W,F,W
predict,26,W_C,7.0,stripes,feet,W,C,6.5,0.5,0.5,W,C,W
predict,26,E_C,9.0,stripes,feet,W,C,4.5,4.5,4.5,E,C,E
