task,conditionOrder,item,testing_responses,relevant_dim,irrelevant_dim,stripes_high,feet_high,fertility_score,error,abs_error,stripes,feet
accommodate,271,W_C,10.0,feet,stripes,E,F,3.75,6.25,6.25,W,C
accommodate,4,E_F,9.0,stripes,feet,E,F,8.0,1.0,1.0,E,F
accommodate,4,W_C,4.0,stripes,feet,E,F,4.5,-0.5,0.5,W,C
accommodate,4,W_F,7.0,stripes,feet,E,F,4.5,2.5,2.5,W,F
accommodate,4,E_C,9.0,stripes,feet,E,F,6.75,2.25,2.25,E,C
accommodate,231,W_F,8.0,feet,stripes,E,F,6.5,1.5,1.5,W,F
accommodate,231,W_C,6.0,feet,stripes,E,F,2.0,4.0,4.0,W,C
accommodate,231,E_C,4.0,feet,stripes,E,F,3.25,0.75,0.75,E,C
accommodate,231,E_F,5.0,feet,stripes,E,F,6.5,-1.5,1.5,E,F
accommodate,224,E_F,10.0,stripes,feet,E,C,7.5,2.5,2.5,E,F
accommodate,224,E_C,8.0,stripes,feet,E,C,7.5,0.5,0.5,E,C
accommodate,224,W_C,5.0,stripes,feet,E,C,4.0,1.0,1.0,W,C
accommodate,224,W_F,2.0,stripes,feet,E,C,3.0,-1.0,1.0,W,F
accommodate,87,W_C,3.0,feet,stripes,W,F,3.75,-0.75,0.75,W,C
accommodate,87,W_F,6.0,feet,stripes,W,F,8.5,-2.5,2.5,W,F
accommodate,87,E_F,9.0,feet,stripes,W,F,7.0,2.0,2.0,E,F
accommodate,87,E_C,4.0,feet,stripes,W,F,2.5,1.5,1.5,E,C
accommodate,189,W_C,7.0,feet,stripes,W,C,8.25,-1.25,1.25,W,C
accommodate,189,E_C,9.0,feet,stripes,W,C,6.0,3.0,3.0,E,C
accommodate,189,W_F,5.0,feet,stripes,W,C,4.75,0.25,0.25,W,F
accommodate,189,E_F,3.0,feet,stripes,W,C,4.0,-1.0,1.0,E,F
accommodate,135,E_C,5.0,feet,stripes,E,F,5.25,-0.25,0.25,E,C
accommodate,135,E_F,7.0,feet,stripes,E,F,7.5,-0.5,0.5,E,F
accommodate,135,W_F,9.0,feet,stripes,E,F,7.75,1.25,1.25,W,F
accommodate,135,W_C,3.0,feet,stripes,E,F,4.0,-1.0,1.0,W,C
accommodate,70,E_F,9.0,stripes,feet,W,F,4.75,4.25,4.25,E,F
accommodate,70,E_C,7.0,stripes,feet,W,F,2.75,4.25,4.25,E,C
accommodate,70,W_F,9.0,stripes,feet,W,F,8.75,0.25,0.25,W,F
accommodate,70,W_C,7.0,stripes,feet,W,F,6.75,0.25,0.25,W,C
accommodate,115,W_C,10.0,feet,stripes,E,F,2.25,7.75,7.75,W,C
accommodate,115,E_C,10.0,feet,stripes,E,F,5.0,5.0,5.0,E,C
accommodate,115,E_F,1.0,feet,stripes,E,F,9.5,-8.5,8.5,E,F
accommodate,115,W_F,1.0,feet,stripes,E,F,5.5,-4.5,4.5,W,F
accommodate,197,W_C,7.0,feet,stripes,W,C,6.5,0.5,0.5,W,C
accommodate,197,W_F,3.0,feet,stripes,W,C,3.0,0.0,0.0,W,F
accommodate,197,E_F,4.0,feet,stripes,W,C,2.25,1.75,1.75,E,F
accommodate,197,E_C,5.0,feet,stripes,W,C,5.75,-0.75,0.75,E,C
accommodate,209,E_C,9.0,feet,stripes,W,C,7.5,1.5,1.5,E,C
accommodate,209,W_F,4.0,feet,stripes,W,C,4.5,-0.5,0.5,W,F
accommodate,209,E_F,1.0,feet,stripes,W,C,3.25,-2.25,2.25,E,F
accommodate,209,W_C,8.0,feet,stripes,W,C,7.75,0.25,0.25,W,C
accommodate,191,W_F,7.0,feet,stripes,E,F,6.75,0.25,0.25,W,F
accommodate,191,W_C,3.0,feet,stripes,E,F,2.75,0.25,0.25,W,C
accommodate,191,E_C,5.0,feet,stripes,E,F,5.5,-0.5,0.5,E,C
accommodate,191,E_F,8.0,feet,stripes,E,F,7.0,1.0,1.0,E,F
accommodate,50,E_F,5.0,stripes,feet,W,C,3.25,1.75,1.75,E,F
accommodate,50,E_C,4.0,stripes,feet,W,C,3.5,0.5,0.5,E,C
accommodate,50,W_F,8.0,stripes,feet,W,C,6.75,1.25,1.25,W,F
accommodate,50,W_C,7.0,stripes,feet,W,C,7.75,-0.75,0.75,W,C
accommodate,91,W_C,5.0,feet,stripes,W,F,4.25,0.75,0.75,W,C
accommodate,91,W_F,7.0,feet,stripes,W,F,7.75,-0.75,0.75,W,F
accommodate,91,E_F,6.0,feet,stripes,W,F,5.0,1.0,1.0,E,F
accommodate,91,E_C,4.0,feet,stripes,W,F,4.25,-0.25,0.25,E,C
accommodate,61,E_F,4.0,feet,stripes,W,C,2.75,1.25,1.25,E,F
accommodate,61,E_C,10.0,feet,stripes,W,C,8.0,2.0,2.0,E,C
accommodate,61,W_F,3.0,feet,stripes,W,C,5.75,-2.75,2.75,W,F
accommodate,61,W_C,7.0,feet,stripes,W,C,9.5,-2.5,2.5,W,C
accommodate,164,E_F,5.0,stripes,feet,E,C,7.5,-2.5,2.5,E,F
accommodate,164,E_C,6.0,stripes,feet,E,C,7.25,-1.25,1.25,E,C
accommodate,164,W_C,4.0,stripes,feet,E,C,4.0,0.0,0.0,W,C
accommodate,164,W_F,1.0,stripes,feet,E,C,2.75,-1.75,1.75,W,F
accommodate,48,E_C,9.0,stripes,feet,E,F,5.75,3.25,3.25,E,C
accommodate,48,W_F,7.0,stripes,feet,E,F,3.75,3.25,3.25,W,F
accommodate,48,E_F,8.0,stripes,feet,E,F,6.25,1.75,1.75,E,F
accommodate,48,W_C,7.0,stripes,feet,E,F,3.0,4.0,4.0,W,C
accommodate,106,E_F,2.0,stripes,feet,W,C,3.75,-1.75,1.75,E,F
accommodate,106,E_C,9.0,stripes,feet,W,C,5.0,4.0,4.0,E,C
accommodate,106,W_F,7.0,stripes,feet,W,C,7.0,0.0,0.0,W,F
accommodate,106,W_C,9.0,stripes,feet,W,C,8.5,0.5,0.5,W,C
accommodate,148,W_C,3.0,stripes,feet,E,C,4.0,-1.0,1.0,W,C
accommodate,148,E_C,8.0,stripes,feet,E,C,8.25,-0.25,0.25,E,C
accommodate,148,W_F,3.0,stripes,feet,E,C,3.0,0.0,0.0,W,F
accommodate,148,E_F,8.0,stripes,feet,E,C,7.25,0.75,0.75,E,F
accommodate,136,W_C,5.0,stripes,feet,E,F,3.25,1.75,1.75,W,C
accommodate,136,W_F,4.0,stripes,feet,E,F,4.25,-0.25,0.25,W,F
accommodate,136,E_C,8.0,stripes,feet,E,F,6.25,1.75,1.75,E,C
accommodate,136,E_F,7.0,stripes,feet,E,F,9.0,-2.0,2.0,E,F
accommodate,94,W_F,10.0,stripes,feet,W,F,8.5,1.5,1.5,W,F
accommodate,94,E_C,3.0,stripes,feet,W,F,3.0,0.0,0.0,E,C
accommodate,94,W_C,8.0,stripes,feet,W,F,7.5,0.5,0.5,W,C
accommodate,94,E_F,5.0,stripes,feet,W,F,3.0,2.0,2.0,E,F
accommodate,222,W_F,6.0,stripes,feet,W,C,7.0,-1.0,1.0,W,F
accommodate,222,E_C,4.0,stripes,feet,W,C,3.75,0.25,0.25,E,C
accommodate,222,W_C,5.0,stripes,feet,W,C,7.0,-2.0,2.0,W,C
accommodate,222,E_F,7.0,stripes,feet,W,C,2.75,4.25,4.25,E,F
accommodate,14,E_F,3.0,stripes,feet,W,F,3.25,-0.25,0.25,E,F
accommodate,14,W_F,8.0,stripes,feet,W,F,8.0,0.0,0.0,W,F
accommodate,14,W_C,8.0,stripes,feet,W,F,6.25,1.75,1.75,W,C
accommodate,14,E_C,2.0,stripes,feet,W,F,3.5,-1.5,1.5,E,C
accommodate,97,E_F,5.0,feet,stripes,E,C,2.5,2.5,2.5,E,F
accommodate,97,W_F,1.0,feet,stripes,E,C,2.25,-1.25,1.25,W,F
accommodate,97,W_C,4.0,feet,stripes,E,C,5.75,-1.75,1.75,W,C
accommodate,97,E_C,10.0,feet,stripes,E,C,8.25,1.75,1.75,E,C
accommodate,281,W_F,4.0,feet,stripes,E,C,3.75,0.25,0.25,W,F
accommodate,281,W_C,5.0,feet,stripes,E,C,7.75,-2.75,2.75,W,C
accommodate,281,E_F,7.0,feet,stripes,E,C,7.5,-0.5,0.5,E,F
accommodate,281,E_C,8.0,feet,stripes,E,C,8.0,0.0,0.0,E,C
accommodate,62,E_F,2.0,stripes,feet,W,C,1.75,0.25,0.25,E,F
accommodate,62,W_C,9.0,stripes,feet,W,C,7.75,1.25,1.25,W,C
accommodate,62,W_F,7.0,stripes,feet,W,C,8.5,-1.5,1.5,W,F
accommodate,62,E_C,4.0,stripes,feet,W,C,3.5,0.5,0.5,E,C
accommodate,258,E_C,2.0,stripes,feet,W,F,2.25,-0.25,0.25,E,C
accommodate,258,W_F,9.0,stripes,feet,W,F,9.0,0.0,0.0,W,F
accommodate,258,W_C,7.0,stripes,feet,W,F,7.0,0.0,0.0,W,C
accommodate,258,E_F,5.0,stripes,feet,W,F,3.0,2.0,2.0,E,F
accommodate,257,W_F,3.0,feet,stripes,W,C,3.5,-0.5,0.5,W,F
accommodate,257,E_F,5.0,feet,stripes,W,C,2.5,2.5,2.5,E,F
accommodate,257,E_C,9.0,feet,stripes,W,C,7.75,1.25,1.25,E,C
accommodate,257,W_C,8.0,feet,stripes,W,C,8.0,0.0,0.0,W,C
accommodate,17,W_F,2.0,feet,stripes,E,C,3.75,-1.75,1.75,W,F
accommodate,17,W_C,4.0,feet,stripes,E,C,6.75,-2.75,2.75,W,C
accommodate,17,E_F,5.0,feet,stripes,E,C,4.25,0.75,0.75,E,F
accommodate,17,E_C,8.0,feet,stripes,E,C,7.75,0.25,0.25,E,C
accommodate,212,E_F,10.0,stripes,feet,E,F,8.25,1.75,1.75,E,F
accommodate,212,W_F,6.0,stripes,feet,E,F,4.25,1.75,1.75,W,F
accommodate,212,E_C,6.0,stripes,feet,E,F,7.25,-1.25,1.25,E,C
accommodate,212,W_C,1.0,stripes,feet,E,F,3.75,-2.75,2.75,W,C
accommodate,294,E_F,5.0,stripes,feet,W,F,5.25,-0.25,0.25,E,F
accommodate,294,W_F,10.0,stripes,feet,W,F,8.0,2.0,2.0,W,F
accommodate,294,W_C,6.0,stripes,feet,W,F,6.75,-0.75,0.75,W,C
accommodate,294,E_C,1.0,stripes,feet,W,F,2.0,-1.0,1.0,E,C
accommodate,168,W_C,2.0,stripes,feet,E,C,3.75,-1.75,1.75,W,C
accommodate,168,W_F,7.0,stripes,feet,E,C,3.75,3.25,3.25,W,F
accommodate,168,E_C,9.0,stripes,feet,E,C,9.0,0.0,0.0,E,C
accommodate,168,E_F,4.0,stripes,feet,E,C,4.75,-0.75,0.75,E,F
accommodate,194,E_C,3.0,stripes,feet,W,F,4.0,-1.0,1.0,E,C
accommodate,194,W_F,9.0,stripes,feet,W,F,7.5,1.5,1.5,W,F
accommodate,194,E_F,3.0,stripes,feet,W,F,3.5,-0.5,0.5,E,F
accommodate,194,W_C,5.0,stripes,feet,W,F,5.75,-0.75,0.75,W,C
accommodate,185,E_F,6.0,feet,stripes,E,C,5.5,0.5,0.5,E,F
accommodate,185,E_C,9.0,feet,stripes,E,C,8.25,0.75,0.75,E,C
accommodate,185,W_C,7.0,feet,stripes,E,C,6.5,0.5,0.5,W,C
accommodate,185,W_F,3.0,feet,stripes,E,C,3.5,-0.5,0.5,W,F
accommodate,288,W_C,6.0,stripes,feet,E,F,3.5,2.5,2.5,W,C
accommodate,288,E_F,10.0,stripes,feet,E,F,7.75,2.25,2.25,E,F
accommodate,288,W_F,10.0,stripes,feet,E,F,3.0,7.0,7.0,W,F
accommodate,288,E_C,6.0,stripes,feet,E,F,6.0,0.0,0.0,E,C
accommodate,121,E_C,6.0,feet,stripes,W,C,5.75,0.25,0.25,E,C
accommodate,121,E_F,2.0,feet,stripes,W,C,2.75,-0.75,0.75,E,F
accommodate,121,W_C,10.0,feet,stripes,W,C,7.25,2.75,2.75,W,C
accommodate,121,W_F,5.0,feet,stripes,W,C,3.75,1.25,1.25,W,F
accommodate,78,E_C,3.0,stripes,feet,W,C,3.75,-0.75,0.75,E,C
accommodate,78,W_C,9.0,stripes,feet,W,C,8.25,0.75,0.75,W,C
accommodate,78,E_F,2.0,stripes,feet,W,C,2.25,-0.25,0.25,E,F
accommodate,78,W_F,7.0,stripes,feet,W,C,7.0,0.0,0.0,W,F
accommodate,57,W_F,4.0,feet,stripes,W,C,4.0,0.0,0.0,W,F
accommodate,57,E_F,3.0,feet,stripes,W,C,4.75,-1.75,1.75,E,F
accommodate,57,E_C,8.0,feet,stripes,W,C,6.0,2.0,2.0,E,C
accommodate,57,W_C,7.0,feet,stripes,W,C,7.75,-0.75,0.75,W,C
accommodate,259,E_C,3.0,feet,stripes,E,F,3.25,-0.25,0.25,E,C
accommodate,259,W_F,8.0,feet,stripes,E,F,7.0,1.0,1.0,W,F
accommodate,259,E_F,8.0,feet,stripes,E,F,7.25,0.75,0.75,E,F
accommodate,259,W_C,3.0,feet,stripes,E,F,2.5,0.5,0.5,W,C
accommodate,120,E_C,9.0,stripes,feet,E,F,7.25,1.75,1.75,E,C
accommodate,120,W_F,2.0,stripes,feet,E,F,4.5,-2.5,2.5,W,F
accommodate,120,E_F,7.0,stripes,feet,E,F,7.0,0.0,0.0,E,F
accommodate,120,W_C,3.0,stripes,feet,E,F,2.5,0.5,0.5,W,C
accommodate,90,W_F,8.0,stripes,feet,W,C,6.5,1.5,1.5,W,F
accommodate,90,E_F,3.0,stripes,feet,W,C,3.25,-0.25,0.25,E,F
accommodate,90,E_C,2.0,stripes,feet,W,C,3.25,-1.25,1.25,E,C
accommodate,90,W_C,9.0,stripes,feet,W,C,9.25,-0.25,0.25,W,C
accommodate,180,W_F,4.0,stripes,feet,E,F,3.5,0.5,0.5,W,F
accommodate,180,E_F,7.0,stripes,feet,E,F,8.25,-1.25,1.25,E,F
accommodate,180,W_C,2.0,stripes,feet,E,F,3.25,-1.25,1.25,W,C
accommodate,180,E_C,9.0,stripes,feet,E,F,7.0,2.0,2.0,E,C
accommodate,22,W_F,9.0,stripes,feet,W,F,8.0,1.0,1.0,W,F
accommodate,22,W_C,8.0,stripes,feet,W,F,6.5,1.5,1.5,W,C
accommodate,22,E_F,5.0,stripes,feet,W,F,3.75,1.25,1.25,E,F
accommodate,22,E_C,3.0,stripes,feet,W,F,2.75,0.25,0.25,E,C
accommodate,145,E_F,5.0,feet,stripes,E,C,4.75,0.25,0.25,E,F
accommodate,145,W_F,2.0,feet,stripes,E,C,3.0,-1.0,1.0,W,F
accommodate,145,W_C,6.0,feet,stripes,E,C,8.0,-2.0,2.0,W,C
accommodate,145,E_C,9.0,feet,stripes,E,C,8.25,0.75,0.75,E,C
accommodate,123,E_F,10.0,feet,stripes,E,F,8.75,1.25,1.25,E,F
accommodate,123,W_C,5.0,feet,stripes,E,F,4.0,1.0,1.0,W,C
accommodate,123,W_F,6.0,feet,stripes,E,F,7.5,-1.5,1.5,W,F
accommodate,123,E_C,8.0,feet,stripes,E,F,5.75,2.25,2.25,E,C
accommodate,220,E_F,5.0,stripes,feet,E,F,7.5,-2.5,2.5,E,F
accommodate,220,W_F,4.0,stripes,feet,E,F,2.75,1.25,1.25,W,F
accommodate,220,E_C,7.0,stripes,feet,E,F,5.0,2.0,2.0,E,C
accommodate,220,W_C,10.0,stripes,feet,E,F,2.5,7.5,7.5,W,C
accommodate,40,E_C,8.0,stripes,feet,E,F,7.25,0.75,0.75,E,C
accommodate,40,E_F,8.0,stripes,feet,E,F,8.0,0.0,0.0,E,F
accommodate,40,W_F,3.0,stripes,feet,E,F,3.25,-0.25,0.25,W,F
accommodate,40,W_C,3.0,stripes,feet,E,F,3.0,0.0,0.0,W,C
accommodate,82,W_C,2.0,stripes,feet,W,C,8.25,-6.25,6.25,W,C
accommodate,82,E_C,6.0,stripes,feet,W,C,3.0,3.0,3.0,E,C
accommodate,82,W_F,7.0,stripes,feet,W,C,7.75,-0.75,0.75,W,F
accommodate,82,E_F,9.0,stripes,feet,W,C,2.0,7.0,7.0,E,F
accommodate,54,E_F,3.0,stripes,feet,W,F,3.25,-0.25,0.25,E,F
accommodate,54,W_C,7.0,stripes,feet,W,F,6.75,0.25,0.25,W,C
accommodate,54,W_F,10.0,stripes,feet,W,F,6.75,3.25,3.25,W,F
accommodate,54,E_C,1.0,stripes,feet,W,F,1.5,-0.5,0.5,E,C
accommodate,155,W_C,7.0,feet,stripes,W,F,4.5,2.5,2.5,W,C
accommodate,155,W_F,10.0,feet,stripes,W,F,8.5,1.5,1.5,W,F
accommodate,155,E_C,3.0,feet,stripes,W,F,3.5,-0.5,0.5,E,C
accommodate,155,E_F,7.0,feet,stripes,W,F,8.25,-1.25,1.25,E,F
accommodate,105,W_C,9.0,feet,stripes,E,C,8.25,0.75,0.75,W,C
accommodate,105,W_F,3.0,feet,stripes,E,C,2.25,0.75,0.75,W,F
accommodate,105,E_C,6.0,feet,stripes,E,C,8.75,-2.75,2.75,E,C
accommodate,105,E_F,4.0,feet,stripes,E,C,3.25,0.75,0.75,E,F
accommodate,237,W_F,6.0,feet,stripes,W,C,3.75,2.25,2.25,W,F
accommodate,237,E_C,6.0,feet,stripes,W,C,5.75,0.25,0.25,E,C
accommodate,237,W_C,9.0,feet,stripes,W,C,7.75,1.25,1.25,W,C
accommodate,237,E_F,2.0,feet,stripes,W,C,3.25,-1.25,1.25,E,F
accommodate,173,E_C,9.0,feet,stripes,E,C,8.25,0.75,0.75,E,C
accommodate,173,E_F,7.0,feet,stripes,E,C,4.0,3.0,3.0,E,F
accommodate,173,W_F,1.0,feet,stripes,E,C,2.75,-1.75,1.75,W,F
accommodate,173,W_C,6.0,feet,stripes,E,C,5.75,0.25,0.25,W,C
accommodate,25,W_C,10.0,feet,stripes,W,C,7.25,2.75,2.75,W,C
accommodate,25,E_C,7.0,feet,stripes,W,C,5.5,1.5,1.5,E,C
accommodate,25,W_F,6.0,feet,stripes,W,C,3.5,2.5,2.5,W,F
accommodate,25,E_F,2.0,feet,stripes,W,C,3.5,-1.5,1.5,E,F
accommodate,299,W_C,3.0,feet,stripes,E,F,3.0,0.0,0.0,W,C
accommodate,299,W_F,9.0,feet,stripes,E,F,7.5,1.5,1.5,W,F
accommodate,299,E_F,7.0,feet,stripes,E,F,8.25,-1.25,1.25,E,F
accommodate,299,E_C,4.0,feet,stripes,E,F,3.75,0.25,0.25,E,C
accommodate,108,W_F,4.0,stripes,feet,E,C,2.5,1.5,1.5,W,F
accommodate,108,E_F,9.0,stripes,feet,E,C,6.75,2.25,2.25,E,F
accommodate,108,E_C,6.0,stripes,feet,E,C,5.5,0.5,0.5,E,C
accommodate,108,W_C,5.0,stripes,feet,E,C,4.75,0.25,0.25,W,C
accommodate,245,W_C,7.0,feet,stripes,W,C,8.5,-1.5,1.5,W,C
accommodate,245,W_F,5.0,feet,stripes,W,C,2.75,2.25,2.25,W,F
accommodate,245,E_F,9.0,feet,stripes,W,C,3.5,5.5,5.5,E,F
accommodate,245,E_C,4.0,feet,stripes,W,C,6.75,-2.75,2.75,E,C
accommodate,247,E_F,8.0,feet,stripes,E,F,8.25,-0.25,0.25,E,F
accommodate,247,W_C,2.0,feet,stripes,E,F,3.0,-1.0,1.0,W,C
accommodate,247,E_C,4.0,feet,stripes,E,F,4.25,-0.25,0.25,E,C
accommodate,247,W_F,9.0,feet,stripes,E,F,7.25,1.75,1.75,W,F
accommodate,72,E_C,6.0,stripes,feet,E,F,8.75,-2.75,2.75,E,C
accommodate,72,W_C,3.0,stripes,feet,E,F,2.75,0.25,0.25,W,C
accommodate,72,E_F,9.0,stripes,feet,E,F,8.0,1.0,1.0,E,F
accommodate,72,W_F,6.0,stripes,feet,E,F,4.75,1.25,1.25,W,F
accommodate,266,E_C,4.0,stripes,feet,W,C,4.5,-0.5,0.5,E,C
accommodate,266,E_F,4.0,stripes,feet,W,C,3.75,0.25,0.25,E,F
accommodate,266,W_C,7.0,stripes,feet,W,C,7.0,0.0,0.0,W,C
accommodate,266,W_F,7.0,stripes,feet,W,C,6.75,0.25,0.25,W,F
accommodate,243,E_C,2.0,feet,stripes,W,F,1.75,0.25,0.25,E,C
accommodate,243,E_F,4.0,feet,stripes,W,F,7.25,-3.25,3.25,E,F
accommodate,243,W_F,9.0,feet,stripes,W,F,6.75,2.25,2.25,W,F
accommodate,243,W_C,8.0,feet,stripes,W,F,3.5,4.5,4.5,W,C
accommodate,249,W_C,6.0,feet,stripes,E,C,6.75,-0.75,0.75,W,C
accommodate,249,E_F,6.0,feet,stripes,E,C,4.0,2.0,2.0,E,F
accommodate,249,W_F,6.0,feet,stripes,E,C,4.0,2.0,2.0,W,F
accommodate,249,E_C,6.0,feet,stripes,E,C,8.75,-2.75,2.75,E,C
accommodate,63,E_C,6.0,feet,stripes,W,F,3.25,2.75,2.75,E,C
accommodate,63,W_F,3.0,feet,stripes,W,F,8.75,-5.75,5.75,W,F
accommodate,63,W_C,9.0,feet,stripes,W,F,3.5,5.5,5.5,W,C
accommodate,63,E_F,2.0,feet,stripes,W,F,5.5,-3.5,3.5,E,F
accommodate,38,W_C,8.0,stripes,feet,W,C,8.25,-0.25,0.25,W,C
accommodate,38,E_C,4.0,stripes,feet,W,C,4.25,-0.25,0.25,E,C
accommodate,38,E_F,7.0,stripes,feet,W,C,4.0,3.0,3.0,E,F
accommodate,38,W_F,6.0,stripes,feet,W,C,6.75,-0.75,0.75,W,F
accommodate,60,E_F,6.0,stripes,feet,E,C,7.25,-1.25,1.25,E,F
accommodate,60,W_C,4.0,stripes,feet,E,C,3.75,0.25,0.25,W,C
accommodate,60,E_C,10.0,stripes,feet,E,C,7.75,2.25,2.25,E,C
accommodate,60,W_F,3.0,stripes,feet,E,C,2.75,0.25,0.25,W,F
accommodate,256,E_C,5.0,stripes,feet,E,F,5.25,-0.25,0.25,E,C
accommodate,256,W_F,5.0,stripes,feet,E,F,2.75,2.25,2.25,W,F
accommodate,256,W_C,6.0,stripes,feet,E,F,4.0,2.0,2.0,W,C
accommodate,256,E_F,8.0,stripes,feet,E,F,7.5,0.5,0.5,E,F
accommodate,184,E_C,5.0,stripes,feet,E,F,5.75,-0.75,0.75,E,C
accommodate,184,E_F,9.0,stripes,feet,E,F,8.25,0.75,0.75,E,F
accommodate,184,W_F,6.0,stripes,feet,E,F,4.25,1.75,1.75,W,F
accommodate,184,W_C,3.0,stripes,feet,E,F,2.25,0.75,0.75,W,C
accommodate,23,E_C,4.0,feet,stripes,E,F,5.0,-1.0,1.0,E,C
accommodate,23,E_F,10.0,feet,stripes,E,F,8.25,1.75,1.75,E,F
accommodate,23,W_F,8.0,feet,stripes,E,F,8.0,0.0,0.0,W,F
accommodate,23,W_C,2.0,feet,stripes,E,F,2.75,-0.75,0.75,W,C
accommodate,277,W_C,8.0,feet,stripes,E,C,6.75,1.25,1.25,W,C
accommodate,277,E_F,4.0,feet,stripes,E,C,5.75,-1.75,1.75,E,F
accommodate,277,W_F,5.0,feet,stripes,E,C,3.25,1.75,1.75,W,F
accommodate,277,E_C,8.0,feet,stripes,E,C,8.75,-0.75,0.75,E,C
accommodate,141,W_F,4.0,feet,stripes,W,C,3.0,1.0,1.0,W,F
accommodate,141,E_F,2.0,feet,stripes,W,C,2.75,-0.75,0.75,E,F
accommodate,141,W_C,9.0,feet,stripes,W,C,8.0,1.0,1.0,W,C
accommodate,141,E_C,8.0,feet,stripes,W,C,6.5,1.5,1.5,E,C
accommodate,33,W_C,7.0,feet,stripes,E,C,6.5,0.5,0.5,W,C
accommodate,33,E_C,8.0,feet,stripes,E,C,8.75,-0.75,0.75,E,C
accommodate,33,E_F,4.0,feet,stripes,E,C,2.75,1.25,1.25,E,F
accommodate,33,W_F,4.0,feet,stripes,E,C,3.0,1.0,1.0,W,F
accommodate,213,E_C,10.0,feet,stripes,E,C,8.5,1.5,1.5,E,C
accommodate,213,E_F,5.0,feet,stripes,E,C,3.75,1.25,1.25,E,F
accommodate,213,W_C,5.0,feet,stripes,E,C,6.25,-1.25,1.25,W,C
accommodate,213,W_F,1.0,feet,stripes,E,C,4.75,-3.75,3.75,W,F
accommodate,233,E_F,5.0,feet,stripes,E,C,5.25,-0.25,0.25,E,F
accommodate,233,W_C,8.0,feet,stripes,E,C,7.0,1.0,1.0,W,C
accommodate,233,W_F,2.0,feet,stripes,E,C,3.25,-1.25,1.25,W,F
accommodate,233,E_C,9.0,feet,stripes,E,C,8.5,0.5,0.5,E,C
accommodate,12,W_F,5.0,stripes,feet,E,F,5.5,-0.5,0.5,W,F
accommodate,12,E_C,9.0,stripes,feet,E,F,7.25,1.75,1.75,E,C
accommodate,12,W_C,5.0,stripes,feet,E,F,4.25,0.75,0.75,W,C
accommodate,12,E_F,7.0,stripes,feet,E,F,7.5,-0.5,0.5,E,F
accommodate,41,W_C,2.0,feet,stripes,E,C,5.0,-3.0,3.0,W,C
accommodate,41,E_C,6.0,feet,stripes,E,C,7.25,-1.25,1.25,E,C
accommodate,41,W_F,1.0,feet,stripes,E,C,3.25,-2.25,2.25,W,F
accommodate,41,E_F,5.0,feet,stripes,E,C,2.75,2.25,2.25,E,F
accommodate,126,W_C,9.0,stripes,feet,W,C,7.5,1.5,1.5,W,C
accommodate,126,W_F,2.0,stripes,feet,W,C,8.25,-6.25,6.25,W,F
accommodate,126,E_C,8.0,stripes,feet,W,C,4.25,3.75,3.75,E,C
accommodate,126,E_F,2.0,stripes,feet,W,C,2.5,-0.5,0.5,E,F
accommodate,39,W_C,3.0,feet,stripes,W,F,4.0,-1.0,1.0,W,C
accommodate,39,E_F,8.0,feet,stripes,W,F,7.25,0.75,0.75,E,F
accommodate,39,E_C,1.0,feet,stripes,W,F,2.25,-1.25,1.25,E,C
accommodate,39,W_F,7.0,feet,stripes,W,F,7.0,0.0,0.0,W,F
accommodate,137,W_F,4.0,feet,stripes,W,C,5.0,-1.0,1.0,W,F
accommodate,137,E_C,8.0,feet,stripes,W,C,5.5,2.5,2.5,E,C
accommodate,137,W_C,5.0,feet,stripes,W,C,7.25,-2.25,2.25,W,C
accommodate,137,E_F,2.0,feet,stripes,W,C,2.5,-0.5,0.5,E,F
accommodate,73,W_F,4.0,feet,stripes,E,C,3.25,0.75,0.75,W,F
accommodate,73,E_F,4.0,feet,stripes,E,C,4.5,-0.5,0.5,E,F
accommodate,73,W_C,8.0,feet,stripes,E,C,7.25,0.75,0.75,W,C
accommodate,73,E_C,8.0,feet,stripes,E,C,7.75,0.25,0.25,E,C
accommodate,246,E_C,2.0,stripes,feet,W,C,3.25,-1.25,1.25,E,C
accommodate,246,E_F,3.0,stripes,feet,W,C,2.5,0.5,0.5,E,F
accommodate,246,W_C,9.0,stripes,feet,W,C,8.75,0.25,0.25,W,C
accommodate,246,W_F,7.0,stripes,feet,W,C,6.0,1.0,1.0,W,F
accommodate,274,W_F,3.0,stripes,feet,W,F,9.0,-6.0,6.0,W,F
accommodate,274,W_C,5.0,stripes,feet,W,F,8.75,-3.75,3.75,W,C
accommodate,274,E_F,8.0,stripes,feet,W,F,5.5,2.5,2.5,E,F
accommodate,274,E_C,10.0,stripes,feet,W,F,2.75,7.25,7.25,E,C
accommodate,113,W_C,7.0,feet,stripes,E,C,7.25,-0.25,0.25,W,C
accommodate,113,E_F,3.0,feet,stripes,E,C,4.25,-1.25,1.25,E,F
accommodate,113,E_C,10.0,feet,stripes,E,C,8.0,2.0,2.0,E,C
accommodate,113,W_F,1.0,feet,stripes,E,C,2.75,-1.75,1.75,W,F
accommodate,172,W_C,3.0,stripes,feet,E,C,4.5,-1.5,1.5,W,C
accommodate,172,E_C,8.0,stripes,feet,E,C,8.0,0.0,0.0,E,C
accommodate,172,W_F,4.0,stripes,feet,E,C,2.75,1.25,1.25,W,F
