participant,task,task_explanation_group,explanation_type,has_causal_explanation,relevant_dim,irrelevant_dim,stripes_high,feet_high,feet_discrete_slider.response,feature_dimension,feature_importance,time,feature_relevance
122,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,7.0,end,relevant
149,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,0.0,end,irrelevant
262,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,6.0,end,relevant
244,accommodate,accommodate_none,none,False,stripes,feet,E,C,No,stripes,7.0,end,relevant
175,accommodate,accommodate_causal,both,True,feet,stripes,E,F,Yes,stripes,3.0,end,irrelevant
208,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,6.0,end,relevant
283,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,4.0,end,irrelevant
143,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,4.0,end,irrelevant
119,accommodate,accommodate_causal,feet,True,feet,stripes,E,F,Yes,stripes,-3.0,end,irrelevant
19,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,4.0,end,irrelevant
170,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,6.0,end,relevant
297,accommodate,accommodate_causal,both,True,feet,stripes,W,C,Yes,stripes,-5.0,end,irrelevant
285,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,0.0,end,irrelevant
227,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,-7.0,end,irrelevant
174,accommodate,accommodate_causal,both,True,stripes,feet,W,F,Yes,stripes,-5.0,end,relevant
89,accommodate,accommodate_causal,both,True,feet,stripes,W,C,Yes,stripes,0.0,end,irrelevant
287,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,-6.0,end,irrelevant
6,accommodate,accommodate_none,none,False,stripes,feet,W,F,No,stripes,7.0,end,relevant
27,accommodate,accommodate_causal,feet,True,feet,stripes,E,F,Yes,stripes,0.0,end,irrelevant
124,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,6.0,end,relevant
158,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,6.0,end,relevant
150,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,7.0,end,relevant
96,accommodate,accommodate_causal,both,True,stripes,feet,E,C,Yes,stripes,6.0,end,relevant
84,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,3.0,end,relevant
179,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,4.0,end,irrelevant
30,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,6.0,end,relevant
151,accommodate,accommodate_none,none,False,feet,stripes,W,F,No,stripes,0.0,end,irrelevant
86,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,6.0,end,relevant
69,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,4.0,end,irrelevant
29,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,0.0,end,irrelevant
16,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,6.0,end,relevant
286,accommodate,accommodate_causal,stripes,True,stripes,feet,W,F,Yes,stripes,7.0,end,relevant
88,accommodate,accommodate_none,none,False,stripes,feet,E,C,No,stripes,6.0,end,relevant
75,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,-3.0,end,irrelevant
242,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,5.0,end,relevant
79,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,-5.0,end,irrelevant
182,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,4.0,end,relevant
117,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,0.0,end,irrelevant
196,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,6.0,end,relevant
193,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,5.0,end,irrelevant
53,accommodate,accommodate_causal,feet,True,feet,stripes,W,C,Yes,stripes,0.0,end,irrelevant
34,accommodate,accommodate_none,none,False,stripes,feet,W,F,No,stripes,6.0,end,relevant
114,accommodate,accommodate_none,none,False,stripes,feet,W,F,No,stripes,0.0,end,relevant
103,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,6.0,end,irrelevant
58,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,stripes,6.0,end,relevant
228,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,5.0,end,relevant
51,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,5.0,end,irrelevant
130,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,stripes,7.0,end,relevant
163,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,5.0,end,irrelevant
236,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,0.0,end,relevant
159,accommodate,accommodate_causal,feet,True,feet,stripes,E,F,Yes,stripes,0.0,end,irrelevant
202,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,7.0,end,relevant
248,accommodate,accommodate_none,none,False,stripes,feet,E,F,No,stripes,7.0,end,relevant
132,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,6.0,end,relevant
11,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,4.0,end,irrelevant
190,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,6.0,end,relevant
80,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,7.0,end,relevant
223,accommodate,accommodate_causal,stripes,True,feet,stripes,E,F,Yes,stripes,2.0,end,irrelevant
13,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,6.0,end,irrelevant
111,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,-3.0,end,irrelevant
219,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,3.0,end,irrelevant
201,accommodate,accommodate_causal,both,True,feet,stripes,W,C,Yes,stripes,-4.0,end,irrelevant
5,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,0.0,end,irrelevant
255,accommodate,accommodate_causal,stripes,True,feet,stripes,W,F,Yes,stripes,-5.0,end,irrelevant
181,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,5.0,end,irrelevant
125,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,5.0,end,irrelevant
162,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,4.0,end,relevant
198,accommodate,accommodate_none,none,False,stripes,feet,W,F,No,stripes,4.0,end,relevant
293,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,6.0,end,irrelevant
9,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,4.0,end,irrelevant
176,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,6.0,end,relevant
85,accommodate,accommodate_causal,feet,True,feet,stripes,W,C,Yes,stripes,1.0,end,irrelevant
139,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,6.0,end,irrelevant
271,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,6.0,end,irrelevant
4,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,6.0,end,relevant
231,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,-2.0,end,irrelevant
224,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,6.0,end,relevant
87,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,-4.0,end,irrelevant
189,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,0.0,end,irrelevant
135,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,0.0,end,irrelevant
70,accommodate,accommodate_causal,both,True,stripes,feet,W,F,Yes,stripes,0.0,end,relevant
115,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,-4.0,end,irrelevant
197,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,3.0,end,irrelevant
209,accommodate,accommodate_causal,both,True,feet,stripes,W,C,Yes,stripes,-5.0,end,irrelevant
191,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,4.0,end,irrelevant
50,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,6.0,end,relevant
91,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,4.0,end,irrelevant
61,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,-3.0,end,irrelevant
164,accommodate,accommodate_none,none,False,stripes,feet,E,C,No,stripes,6.0,end,relevant
48,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,5.0,end,relevant
106,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,5.0,end,relevant
148,accommodate,accommodate_none,none,False,stripes,feet,E,C,No,stripes,6.0,end,relevant
136,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,5.0,end,relevant
94,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,7.0,end,relevant
222,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,stripes,0.0,end,relevant
14,accommodate,accommodate_none,none,False,stripes,feet,W,F,No,stripes,7.0,end,relevant
97,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,4.0,end,irrelevant
281,accommodate,accommodate_none,none,False,feet,stripes,E,C,No,stripes,6.0,end,irrelevant
62,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,7.0,end,relevant
258,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,6.0,end,relevant
257,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,-5.0,end,irrelevant
17,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,3.0,end,irrelevant
212,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,7.0,end,relevant
294,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,6.0,end,relevant
168,accommodate,accommodate_causal,both,True,stripes,feet,E,C,Yes,stripes,3.0,end,relevant
194,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,6.0,end,relevant
185,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,4.0,end,irrelevant
288,accommodate,accommodate_none,none,False,stripes,feet,E,F,No,stripes,0.0,end,relevant
121,accommodate,accommodate_causal,both,True,feet,stripes,W,C,Yes,stripes,5.0,end,irrelevant
78,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,6.0,end,relevant
57,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,5.0,end,irrelevant
259,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,0.0,end,irrelevant
120,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,7.0,end,relevant
90,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,stripes,-7.0,end,relevant
180,accommodate,accommodate_none,none,False,stripes,feet,E,F,No,stripes,7.0,end,relevant
22,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,6.0,end,relevant
145,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,5.0,end,irrelevant
123,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,6.0,end,irrelevant
220,accommodate,accommodate_none,none,False,stripes,feet,E,F,No,stripes,0.0,end,relevant
40,accommodate,accommodate_none,none,False,stripes,feet,E,F,No,stripes,6.0,end,relevant
82,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,-5.0,end,relevant
54,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,7.0,end,relevant
155,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,5.0,end,irrelevant
105,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,-5.0,end,irrelevant
237,accommodate,accommodate_causal,both,True,feet,stripes,W,C,Yes,stripes,5.0,end,irrelevant
173,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,3.0,end,irrelevant
25,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,7.0,end,irrelevant
299,accommodate,accommodate_causal,both,True,feet,stripes,E,F,Yes,stripes,0.0,end,irrelevant
108,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,6.0,end,relevant
245,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,6.0,end,irrelevant
247,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,3.0,end,irrelevant
72,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,7.0,end,relevant
266,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,stripes,7.0,end,relevant
243,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,6.0,end,irrelevant
249,accommodate,accommodate_none,none,False,feet,stripes,E,C,No,stripes,0.0,end,irrelevant
63,accommodate,accommodate_causal,both,True,feet,stripes,W,F,Yes,stripes,6.0,end,irrelevant
38,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,6.0,end,relevant
60,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,5.0,end,relevant
256,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,4.0,end,relevant
184,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,6.0,end,relevant
23,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,0.0,end,irrelevant
277,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,0.0,end,irrelevant
141,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,1.0,end,irrelevant
33,accommodate,accommodate_causal,both,True,feet,stripes,E,C,Yes,stripes,3.0,end,irrelevant
213,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,7.0,end,irrelevant
233,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,3.0,end,irrelevant
12,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,6.0,end,relevant
41,accommodate,accommodate_none,none,False,feet,stripes,E,C,No,stripes,7.0,end,irrelevant
126,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,-6.0,end,relevant
39,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,0.0,end,irrelevant
137,accommodate,accommodate_causal,both,True,feet,stripes,W,C,Yes,stripes,4.0,end,irrelevant
73,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,0.0,end,irrelevant
246,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,5.0,end,relevant
274,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,7.0,end,relevant
113,accommodate,accommodate_causal,feet,True,feet,stripes,E,C,Yes,stripes,4.0,end,irrelevant
172,accommodate,accommodate_none,none,False,stripes,feet,E,C,No,stripes,6.0,end,relevant
147,accommodate,accommodate_causal,both,True,feet,stripes,W,F,Yes,stripes,-6.0,end,irrelevant
18,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,6.0,end,relevant
134,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,5.0,end,relevant
129,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,4.0,end,irrelevant
7,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,5.0,end,irrelevant
26,accommodate,accommodate_causal,feet,True,stripes,feet,W,C,Yes,stripes,7.0,end,relevant
235,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,6.0,end,irrelevant
49,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,5.0,end,irrelevant
261,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,0.0,end,irrelevant
205,accommodate,accommodate_causal,both,True,feet,stripes,E,C,Yes,stripes,-5.0,end,irrelevant
56,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,6.0,end,relevant
42,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,stripes,0.0,end,relevant
2,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,6.0,end,relevant
252,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,5.0,end,relevant
290,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,6.0,end,relevant
260,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,5.0,end,relevant
230,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,-7.0,end,relevant
187,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,6.0,end,irrelevant
188,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,5.0,end,relevant
232,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,6.0,end,relevant
92,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,6.0,end,relevant
214,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,6.0,end,relevant
138,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,0.0,end,relevant
217,accommodate,accommodate_none,none,False,feet,stripes,W,C,No,stripes,0.0,end,irrelevant
64,accommodate,accommodate_causal,both,True,stripes,feet,E,F,Yes,stripes,-1.0,end,relevant
211,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,0.0,end,irrelevant
221,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,-3.0,end,irrelevant
47,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,6.0,end,irrelevant
218,accommodate,accommodate_none,none,False,stripes,feet,W,F,No,stripes,7.0,end,relevant
273,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,-2.0,end,irrelevant
278,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,stripes,7.0,end,relevant
267,accommodate,accommodate_none,none,False,feet,stripes,E,F,No,stripes,0.0,end,irrelevant
160,accommodate,accommodate_causal,both,True,stripes,feet,E,F,Yes,stripes,5.0,end,relevant
74,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,7.0,end,relevant
195,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,5.0,end,irrelevant
128,accommodate,accommodate_none,none,False,stripes,feet,E,F,No,stripes,6.0,end,relevant
110,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,-5.0,end,relevant
102,accommodate,accommodate_causal,both,True,stripes,feet,W,F,Yes,stripes,6.0,end,relevant
100,accommodate,accommodate_none,none,False,stripes,feet,E,C,No,stripes,0.0,end,relevant
199,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,0.0,end,irrelevant
131,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,-5.0,end,irrelevant
140,accommodate,accommodate_causal,both,True,stripes,feet,E,C,No,stripes,6.0,end,relevant
127,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,4.0,end,irrelevant
280,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,7.0,end,relevant
265,accommodate,accommodate_none,none,False,feet,stripes,E,C,No,stripes,0.0,end,irrelevant
279,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,0.0,end,irrelevant
238,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,6.0,end,relevant
178,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,7.0,end,relevant
35,accommodate,accommodate_causal,both,True,feet,stripes,E,F,Yes,stripes,-4.0,end,irrelevant
52,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,7.0,end,relevant
229,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,0.0,end,irrelevant
10,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,stripes,5.0,end,relevant
65,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,4.0,end,irrelevant
289,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,0.0,end,irrelevant
253,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,6.0,end,irrelevant
59,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,-5.0,end,irrelevant
68,accommodate,accommodate_none,none,False,stripes,feet,E,C,No,stripes,6.0,end,relevant
95,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,0.0,end,irrelevant
268,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,-6.0,end,relevant
234,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,-7.0,end,relevant
101,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,0.0,end,irrelevant
116,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,6.0,end,relevant
264,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,3.0,end,relevant
46,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,6.0,end,relevant
112,accommodate,accommodate_none,none,False,stripes,feet,E,C,No,stripes,6.0,end,relevant
21,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,-3.0,end,irrelevant
81,accommodate,accommodate_causal,both,True,feet,stripes,W,C,Yes,stripes,5.0,end,irrelevant
291,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,3.0,end,irrelevant
156,accommodate,accommodate_none,none,False,stripes,feet,E,C,No,stripes,6.0,end,relevant
295,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,6.0,end,irrelevant
67,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,-6.0,end,irrelevant
104,accommodate,accommodate_causal,feet,True,stripes,feet,E,C,Yes,stripes,0.0,end,relevant
37,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,5.0,end,irrelevant
186,accommodate,accommodate_none,none,False,stripes,feet,W,F,No,stripes,7.0,end,relevant
165,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,4.0,end,irrelevant
204,accommodate,accommodate_none,none,False,stripes,feet,E,C,No,stripes,5.0,end,relevant
32,accommodate,accommodate_causal,none,True,stripes,feet,E,C,Yes,stripes,7.0,end,relevant
93,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,0.0,end,irrelevant
153,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,0.0,end,irrelevant
71,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,5.0,end,irrelevant
207,accommodate,accommodate_causal,stripes,True,feet,stripes,E,F,No,stripes,0.0,end,irrelevant
133,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,2.0,end,irrelevant
36,accommodate,accommodate_none,none,False,stripes,feet,E,F,No,stripes,0.0,end,relevant
206,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,5.0,end,relevant
169,accommodate,accommodate_causal,none,True,feet,stripes,E,C,Yes,stripes,4.0,end,irrelevant
300,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,6.0,end,relevant
24,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,5.0,end,relevant
250,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,4.0,end,relevant
161,accommodate,accommodate_causal,both,True,feet,stripes,W,C,Yes,stripes,3.0,end,irrelevant
109,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,4.0,end,irrelevant
152,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,0.0,end,relevant
296,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,-5.0,end,relevant
43,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,0.0,end,irrelevant
107,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,0.0,end,irrelevant
241,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,0.0,end,irrelevant
66,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,6.0,end,relevant
146,accommodate,accommodate_none,none,False,stripes,feet,W,F,No,stripes,7.0,end,relevant
31,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,5.0,end,irrelevant
55,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,0.0,end,irrelevant
251,accommodate,accommodate_none,none,False,feet,stripes,E,F,No,stripes,7.0,end,irrelevant
166,accommodate,accommodate_causal,stripes,True,stripes,feet,W,F,Yes,stripes,6.0,end,relevant
99,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,3.0,end,irrelevant
44,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,6.0,end,relevant
118,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,6.0,end,relevant
216,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,7.0,end,relevant
183,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,0.0,end,irrelevant
20,accommodate,accommodate_causal,none,True,stripes,feet,E,C,Yes,stripes,5.0,end,relevant
282,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,-7.0,end,relevant
239,accommodate,accommodate_causal,both,True,feet,stripes,E,F,Yes,stripes,0.0,end,irrelevant
15,accommodate,accommodate_none,none,False,feet,stripes,E,F,No,stripes,0.0,end,irrelevant
203,accommodate,accommodate_none,none,False,feet,stripes,W,F,No,stripes,0.0,end,irrelevant
276,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,6.0,end,relevant
45,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,2.0,end,irrelevant
200,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,5.0,end,relevant
225,accommodate,accommodate_causal,both,True,feet,stripes,W,C,No,stripes,0.0,end,irrelevant
3,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,-4.0,end,irrelevant
98,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,stripes,0.0,end,relevant
77,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,0.0,end,irrelevant
298,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,stripes,-7.0,end,relevant
142,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,6.0,end,relevant
270,accommodate,accommodate_causal,both,True,stripes,feet,W,C,Yes,stripes,5.0,end,relevant
292,accommodate,accommodate_none,none,False,stripes,feet,E,F,No,stripes,6.0,end,relevant
192,accommodate,accommodate_causal,both,True,stripes,feet,E,F,Yes,stripes,5.0,end,relevant
254,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,3.0,end,relevant
144,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,5.0,end,relevant
8,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,3.0,end,relevant
167,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,5.0,end,irrelevant
28,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,-6.0,end,relevant
154,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,0.0,end,relevant
282,predict,predict,,,stripes,feet,W,F,No,stripes,6.0,end,relevant
74,predict,predict,,,stripes,feet,W,F,No,stripes,4.0,end,relevant
211,predict,predict,,,feet,stripes,E,F,Yes,stripes,-6.0,end,irrelevant
94,predict,predict,,,stripes,feet,W,F,Yes,stripes,5.0,end,relevant
289,predict,predict,,,feet,stripes,E,C,Yes,stripes,6.0,end,irrelevant
