participant,task,relevant_dim,irrelevant_dim,stripes_high,feet_high,feet_discrete_slider.response,cogpro_explain,cogpro_predict,feature_dimension,feature_importance,feature_relevance,abs_feature_importance
311,predict,stripes,feet,E,C,Yes,6.0,6.0,feet,-5.0,irrelevant,5.0
312,predict,stripes,feet,E,C,No,7.0,7.0,feet,0.0,irrelevant,0.0
313,predict,feet,stripes,W,C,No,2.0,5.0,feet,0.0,relevant,0.0
314,predict,stripes,feet,W,F,Yes,6.0,7.0,feet,6.0,irrelevant,6.0
315,predict,stripes,feet,W,C,Yes,7.0,7.0,feet,-7.0,irrelevant,7.0
316,predict,stripes,feet,E,C,Yes,4.0,5.0,feet,5.0,irrelevant,5.0
317,predict,stripes,feet,W,F,No,4.0,4.0,feet,0.0,irrelevant,0.0
318,predict,feet,stripes,E,F,Yes,3.0,4.0,feet,-3.0,relevant,3.0
319,predict,stripes,feet,E,C,Yes,3.0,7.0,feet,5.0,irrelevant,5.0
320,predict,stripes,feet,W,F,Yes,7.0,1.0,feet,3.0,irrelevant,3.0
321,predict,stripes,feet,E,C,No,3.0,5.0,feet,0.0,irrelevant,0.0
322,predict,feet,stripes,E,F,Yes,3.0,6.0,feet,6.0,relevant,6.0
323,predict,feet,stripes,W,F,No,1.0,1.0,feet,0.0,relevant,0.0
324,predict,feet,stripes,W,F,Yes,6.0,5.0,feet,5.0,relevant,5.0
325,predict,stripes,feet,W,C,No,1.0,4.0,feet,0.0,irrelevant,0.0
326,predict,stripes,feet,E,C,No,1.0,1.0,feet,0.0,irrelevant,0.0
327,predict,feet,stripes,E,C,No,6.0,5.0,feet,0.0,relevant,0.0
328,predict,feet,stripes,W,F,No,6.0,6.0,feet,0.0,relevant,0.0
329,predict,feet,stripes,E,F,Yes,4.0,3.0,feet,7.0,relevant,7.0
330,predict,stripes,feet,E,C,Yes,1.0,1.0,feet,4.0,irrelevant,4.0
331,predict,feet,stripes,E,C,Yes,4.0,5.0,feet,5.0,relevant,5.0
332,predict,feet,stripes,E,C,No,5.0,5.0,feet,0.0,relevant,0.0
333,predict,feet,stripes,E,C,No,6.0,6.0,feet,0.0,relevant,0.0
334,predict,stripes,feet,W,F,Yes,5.0,2.0,feet,-2.0,irrelevant,2.0
335,predict,feet,stripes,W,F,No,3.0,7.0,feet,0.0,relevant,0.0
336,predict,feet,stripes,W,C,No,1.0,7.0,feet,0.0,relevant,0.0
337,predict,feet,stripes,E,F,Yes,6.0,6.0,feet,-5.0,relevant,5.0
338,predict,feet,stripes,E,C,No,4.0,6.0,feet,0.0,relevant,0.0
339,predict,feet,stripes,W,F,Yes,5.0,6.0,feet,5.0,relevant,5.0
340,predict,feet,stripes,W,F,Yes,1.0,2.0,feet,6.0,relevant,6.0
341,predict,feet,stripes,E,C,No,6.0,5.0,feet,0.0,relevant,0.0
342,predict,feet,stripes,E,F,Yes,6.0,5.0,feet,6.0,relevant,6.0
343,predict,stripes,feet,W,F,No,1.0,1.0,feet,0.0,irrelevant,0.0
344,predict,feet,stripes,W,F,Yes,3.0,3.0,feet,4.0,relevant,4.0
345,predict,stripes,feet,W,F,Yes,6.0,7.0,feet,6.0,irrelevant,6.0
346,predict,feet,stripes,E,C,Yes,5.0,7.0,feet,5.0,relevant,5.0
347,predict,stripes,feet,W,C,No,5.0,3.0,feet,0.0,irrelevant,0.0
348,predict,stripes,feet,E,F,No,1.0,1.0,feet,0.0,irrelevant,0.0
349,predict,stripes,feet,W,F,Yes,6.0,7.0,feet,5.0,irrelevant,5.0
350,predict,feet,stripes,E,F,Yes,2.0,7.0,feet,5.0,relevant,5.0
351,predict,feet,stripes,E,F,No,4.0,5.0,feet,0.0,relevant,0.0
352,predict,stripes,feet,E,C,No,3.0,6.0,feet,0.0,irrelevant,0.0
353,predict,stripes,feet,E,F,No,1.0,2.0,feet,0.0,irrelevant,0.0
354,predict,stripes,feet,W,F,No,2.0,3.0,feet,0.0,irrelevant,0.0
355,predict,stripes,feet,E,C,Yes,6.0,7.0,feet,5.0,irrelevant,5.0
356,predict,stripes,feet,E,C,No,2.0,4.0,feet,0.0,irrelevant,0.0
357,predict,stripes,feet,E,C,No,5.0,5.0,feet,0.0,irrelevant,0.0
358,predict,feet,stripes,W,F,No,2.0,5.0,feet,0.0,relevant,0.0
359,predict,feet,stripes,E,F,No,7.0,7.0,feet,0.0,relevant,0.0
360,predict,stripes,feet,W,F,Yes,7.0,7.0,feet,6.0,irrelevant,6.0
361,predict,stripes,feet,W,F,No,5.0,3.0,feet,0.0,irrelevant,0.0
362,predict,feet,stripes,W,F,No,5.0,4.0,feet,0.0,relevant,0.0
363,predict,stripes,feet,W,C,No,2.0,2.0,feet,0.0,irrelevant,0.0
364,predict,stripes,feet,W,F,No,4.0,4.0,feet,0.0,irrelevant,0.0
365,predict,feet,stripes,E,F,Yes,2.0,6.0,feet,5.0,relevant,5.0
366,predict,feet,stripes,W,C,Yes,6.0,6.0,feet,6.0,relevant,6.0
367,predict,stripes,feet,W,F,Yes,4.0,7.0,feet,6.0,irrelevant,6.0
368,predict,feet,stripes,E,F,No,5.0,5.0,feet,0.0,relevant,0.0
369,predict,feet,stripes,W,C,No,3.0,7.0,feet,0.0,relevant,0.0
370,predict,stripes,feet,W,F,No,2.0,2.0,feet,0.0,irrelevant,0.0
371,predict,stripes,feet,W,C,No,1.0,1.0,feet,0.0,irrelevant,0.0
372,predict,stripes,feet,W,F,Yes,7.0,7.0,feet,3.0,irrelevant,3.0
373,predict,feet,stripes,E,F,No,2.0,4.0,feet,0.0,relevant,0.0
374,predict,feet,stripes,E,F,No,4.0,7.0,feet,0.0,relevant,0.0
375,predict,feet,stripes,E,F,Yes,2.0,6.0,feet,5.0,relevant,5.0
376,predict,stripes,feet,E,F,No,1.0,7.0,feet,0.0,irrelevant,0.0
377,predict,stripes,feet,E,F,Yes,5.0,5.0,feet,-5.0,irrelevant,5.0
378,predict,feet,stripes,E,C,Yes,4.0,7.0,feet,4.0,relevant,4.0
379,predict,stripes,feet,W,F,No,4.0,4.0,feet,0.0,irrelevant,0.0
380,predict,feet,stripes,E,F,No,5.0,3.0,feet,0.0,relevant,0.0
381,predict,stripes,feet,W,F,Yes,2.0,7.0,feet,4.0,irrelevant,4.0
382,predict,stripes,feet,W,F,No,5.0,1.0,feet,0.0,irrelevant,0.0
383,predict,stripes,feet,W,C,Yes,6.0,7.0,feet,-3.0,irrelevant,3.0
384,predict,stripes,feet,W,F,Yes,4.0,6.0,feet,5.0,irrelevant,5.0
385,predict,stripes,feet,E,F,Yes,6.0,6.0,feet,3.0,irrelevant,3.0
386,predict,stripes,feet,W,C,No,7.0,7.0,feet,0.0,irrelevant,0.0
387,predict,stripes,feet,W,C,Yes,6.0,6.0,feet,3.0,irrelevant,3.0
388,predict,feet,stripes,E,F,Yes,4.0,6.0,feet,6.0,relevant,6.0
389,predict,stripes,feet,E,F,Yes,5.0,6.0,feet,3.0,irrelevant,3.0
390,predict,stripes,feet,E,F,Yes,5.0,5.0,feet,-4.0,irrelevant,4.0
391,predict,feet,stripes,E,C,Yes,6.0,6.0,feet,6.0,relevant,6.0
392,predict,feet,stripes,E,C,Yes,7.0,7.0,feet,-7.0,relevant,7.0
393,predict,feet,stripes,E,C,No,5.0,4.0,feet,0.0,relevant,0.0
394,predict,feet,stripes,W,C,No,4.0,7.0,feet,0.0,relevant,0.0
395,predict,feet,stripes,E,C,Yes,2.0,6.0,feet,6.0,relevant,6.0
396,predict,feet,stripes,E,F,Yes,4.0,6.0,feet,-4.0,relevant,4.0
397,predict,feet,stripes,W,F,Yes,7.0,7.0,feet,7.0,relevant,7.0
398,predict,feet,stripes,E,F,Yes,5.0,7.0,feet,7.0,relevant,7.0
399,predict,feet,stripes,W,F,No,1.0,1.0,feet,0.0,relevant,0.0
400,predict,feet,stripes,E,C,No,1.0,7.0,feet,0.0,relevant,0.0
401,predict,stripes,feet,W,C,Yes,7.0,6.0,feet,5.0,irrelevant,5.0
402,predict,stripes,feet,W,F,Yes,7.0,5.0,feet,-6.0,irrelevant,6.0
403,predict,stripes,feet,E,F,Yes,1.0,7.0,feet,7.0,irrelevant,7.0
404,predict,feet,stripes,W,F,Yes,4.0,7.0,feet,7.0,relevant,7.0
405,predict,feet,stripes,E,C,Yes,7.0,7.0,feet,5.0,relevant,5.0
406,predict,stripes,feet,W,C,Yes,6.0,6.0,feet,-6.0,irrelevant,6.0
407,predict,stripes,feet,E,F,No,5.0,7.0,feet,0.0,irrelevant,0.0
408,predict,feet,stripes,W,C,Yes,6.0,6.0,feet,4.0,relevant,4.0
409,predict,stripes,feet,W,C,No,1.0,7.0,feet,0.0,irrelevant,0.0
410,predict,stripes,feet,E,C,No,5.0,5.0,feet,0.0,irrelevant,0.0
411,predict,feet,stripes,E,C,Yes,5.0,7.0,feet,7.0,relevant,7.0
412,predict,feet,stripes,E,F,Yes,5.0,3.0,feet,2.0,relevant,2.0
413,predict,feet,stripes,W,C,No,6.0,7.0,feet,0.0,relevant,0.0
414,predict,feet,stripes,E,C,Yes,2.0,5.0,feet,7.0,relevant,7.0
415,predict,feet,stripes,W,C,No,5.0,6.0,feet,0.0,relevant,0.0
416,predict,stripes,feet,W,F,No,6.0,6.0,feet,0.0,irrelevant,0.0
417,predict,feet,stripes,W,C,No,1.0,7.0,feet,0.0,relevant,0.0
418,predict,stripes,feet,E,C,No,4.0,5.0,feet,0.0,irrelevant,0.0
419,predict,feet,stripes,E,C,No,2.0,3.0,feet,0.0,relevant,0.0
420,predict,feet,stripes,E,C,No,5.0,6.0,feet,0.0,relevant,0.0
421,predict,stripes,feet,W,C,No,1.0,6.0,feet,0.0,irrelevant,0.0
422,predict,stripes,feet,W,C,Yes,4.0,5.0,feet,-4.0,irrelevant,4.0
423,predict,stripes,feet,W,C,No,1.0,2.0,feet,0.0,irrelevant,0.0
424,predict,feet,stripes,E,C,Yes,3.0,7.0,feet,5.0,relevant,5.0
425,predict,stripes,feet,W,C,No,3.0,2.0,feet,0.0,irrelevant,0.0
426,predict,feet,stripes,W,F,Yes,7.0,7.0,feet,3.0,relevant,3.0
427,predict,stripes,feet,W,C,Yes,3.0,3.0,feet,-3.0,irrelevant,3.0
428,predict,stripes,feet,W,F,No,1.0,1.0,feet,0.0,irrelevant,0.0
429,predict,stripes,feet,W,F,No,2.0,1.0,feet,0.0,irrelevant,0.0
430,predict,stripes,feet,W,F,Yes,4.0,6.0,feet,-4.0,irrelevant,4.0
431,predict,feet,stripes,W,C,Yes,3.0,4.0,feet,4.0,relevant,4.0
432,predict,stripes,feet,W,F,Yes,5.0,7.0,feet,6.0,irrelevant,6.0
433,predict,feet,stripes,E,C,Yes,6.0,6.0,feet,-5.0,relevant,5.0
434,predict,feet,stripes,W,C,Yes,5.0,7.0,feet,6.0,relevant,6.0
435,predict,stripes,feet,W,F,No,3.0,4.0,feet,0.0,irrelevant,0.0
436,predict,stripes,feet,W,F,Yes,1.0,7.0,feet,-4.0,irrelevant,4.0
437,predict,feet,stripes,E,F,No,3.0,5.0,feet,0.0,relevant,0.0
438,predict,feet,stripes,W,C,Yes,6.0,5.0,feet,7.0,relevant,7.0
1,accommodate,feet,stripes,W,F,No,7.0,7.0,stripes,0.0,irrelevant,0.0
2,accommodate,stripes,feet,E,F,Yes,7.0,5.0,stripes,6.0,relevant,6.0
3,accommodate,feet,stripes,E,F,Yes,6.0,7.0,stripes,6.0,irrelevant,6.0
4,accommodate,feet,stripes,W,C,Yes,5.0,4.0,stripes,7.0,irrelevant,7.0
5,accommodate,stripes,feet,E,C,Yes,7.0,6.0,stripes,7.0,relevant,7.0
6,accommodate,stripes,feet,W,F,No,2.0,3.0,stripes,0.0,relevant,0.0
7,accommodate,feet,stripes,W,C,Yes,7.0,7.0,stripes,0.0,irrelevant,0.0
8,accommodate,stripes,feet,W,F,No,1.0,1.0,stripes,0.0,relevant,0.0
9,accommodate,feet,stripes,E,F,No,7.0,1.0,stripes,0.0,irrelevant,0.0
10,accommodate,stripes,feet,W,F,No,4.0,4.0,stripes,0.0,relevant,0.0
11,accommodate,stripes,feet,E,C,No,5.0,5.0,stripes,6.0,relevant,6.0
12,accommodate,feet,stripes,E,C,Yes,7.0,7.0,stripes,0.0,irrelevant,0.0
13,accommodate,stripes,feet,W,F,Yes,7.0,7.0,stripes,7.0,relevant,7.0
14,accommodate,feet,stripes,E,F,Yes,6.0,6.0,stripes,6.0,irrelevant,6.0
15,accommodate,feet,stripes,W,C,Yes,6.0,5.0,stripes,-3.0,irrelevant,3.0
16,accommodate,feet,stripes,E,F,Yes,5.0,7.0,stripes,-5.0,irrelevant,5.0
17,accommodate,feet,stripes,E,C,No,1.0,1.0,stripes,0.0,irrelevant,0.0
18,accommodate,feet,stripes,W,C,Yes,6.0,6.0,stripes,-4.0,irrelevant,4.0
19,accommodate,feet,stripes,W,F,No,7.0,5.0,stripes,6.0,irrelevant,6.0
20,accommodate,feet,stripes,W,C,No,7.0,1.0,stripes,0.0,irrelevant,0.0
21,accommodate,stripes,feet,W,C,Yes,6.0,6.0,stripes,0.0,relevant,0.0
22,accommodate,stripes,feet,E,C,Yes,7.0,6.0,stripes,0.0,relevant,0.0
23,accommodate,stripes,feet,W,F,No,5.0,4.0,stripes,-5.0,relevant,5.0
24,accommodate,feet,stripes,W,C,Yes,6.0,4.0,stripes,0.0,irrelevant,0.0
25,accommodate,feet,stripes,W,F,Yes,7.0,4.0,stripes,0.0,irrelevant,0.0
26,accommodate,feet,stripes,W,F,No,7.0,7.0,stripes,-5.0,irrelevant,5.0
27,accommodate,feet,stripes,W,F,Yes,7.0,7.0,stripes,0.0,irrelevant,0.0
28,accommodate,feet,stripes,W,F,No,7.0,7.0,stripes,0.0,irrelevant,0.0
29,accommodate,feet,stripes,W,C,Yes,7.0,7.0,stripes,-3.0,irrelevant,3.0
30,accommodate,feet,stripes,E,F,Yes,7.0,7.0,stripes,0.0,irrelevant,0.0
31,accommodate,stripes,feet,E,C,No,7.0,6.0,stripes,5.0,relevant,5.0
32,accommodate,feet,stripes,E,F,Yes,7.0,5.0,stripes,4.0,irrelevant,4.0
33,accommodate,stripes,feet,W,F,No,7.0,7.0,stripes,0.0,relevant,0.0
34,accommodate,feet,stripes,E,C,No,7.0,7.0,stripes,3.0,irrelevant,3.0
35,accommodate,stripes,feet,W,F,Yes,5.0,6.0,stripes,0.0,relevant,0.0
36,accommodate,feet,stripes,W,F,No,5.0,3.0,stripes,0.0,irrelevant,0.0
37,accommodate,feet,stripes,W,F,Yes,5.0,5.0,stripes,5.0,irrelevant,5.0
38,accommodate,feet,stripes,E,F,No,7.0,7.0,stripes,6.0,irrelevant,6.0
39,accommodate,feet,stripes,W,C,No,6.0,6.0,stripes,6.0,irrelevant,6.0
40,accommodate,feet,stripes,W,C,No,1.0,1.0,stripes,0.0,irrelevant,0.0
41,accommodate,stripes,feet,E,C,No,2.0,3.0,stripes,0.0,relevant,0.0
42,accommodate,stripes,feet,W,C,No,6.0,6.0,stripes,0.0,relevant,0.0
43,accommodate,stripes,feet,E,F,Yes,7.0,7.0,stripes,-4.0,relevant,4.0
44,accommodate,feet,stripes,W,F,Yes,4.0,3.0,stripes,0.0,irrelevant,0.0
45,accommodate,feet,stripes,W,F,Yes,2.0,7.0,stripes,0.0,irrelevant,0.0
46,accommodate,stripes,feet,W,F,No,4.0,6.0,stripes,0.0,relevant,0.0
47,accommodate,stripes,feet,E,F,Yes,4.0,6.0,stripes,6.0,relevant,6.0
48,accommodate,feet,stripes,W,F,No,7.0,4.0,stripes,0.0,irrelevant,0.0
49,accommodate,stripes,feet,E,F,No,6.0,6.0,stripes,5.0,relevant,5.0
50,accommodate,stripes,feet,E,C,No,4.0,3.0,stripes,2.0,relevant,2.0
51,accommodate,feet,stripes,E,F,No,5.0,4.0,stripes,0.0,irrelevant,0.0
52,accommodate,stripes,feet,E,C,Yes,7.0,1.0,stripes,7.0,relevant,7.0
53,accommodate,stripes,feet,E,C,No,7.0,6.0,stripes,0.0,relevant,0.0
54,accommodate,feet,stripes,W,F,No,6.0,6.0,stripes,3.0,irrelevant,3.0
55,accommodate,stripes,feet,W,F,No,1.0,1.0,stripes,0.0,relevant,0.0
56,accommodate,feet,stripes,E,F,Yes,2.0,6.0,stripes,-5.0,irrelevant,5.0
57,accommodate,stripes,feet,W,F,No,5.0,6.0,stripes,6.0,relevant,6.0
58,accommodate,stripes,feet,E,F,Yes,4.0,4.0,stripes,-4.0,relevant,4.0
59,accommodate,feet,stripes,E,F,Yes,4.0,6.0,stripes,0.0,irrelevant,0.0
60,accommodate,stripes,feet,W,F,No,3.0,5.0,stripes,0.0,relevant,0.0
61,accommodate,stripes,feet,W,C,Yes,6.0,7.0,stripes,7.0,relevant,7.0
62,accommodate,feet,stripes,E,C,Yes,1.0,5.0,stripes,4.0,irrelevant,4.0
63,accommodate,feet,stripes,W,C,Yes,1.0,2.0,stripes,0.0,irrelevant,0.0
64,accommodate,stripes,feet,E,C,No,5.0,6.0,stripes,0.0,relevant,0.0
65,accommodate,stripes,feet,E,F,No,3.0,3.0,stripes,0.0,relevant,0.0
66,accommodate,feet,stripes,E,F,Yes,7.0,7.0,stripes,0.0,irrelevant,0.0
67,accommodate,stripes,feet,W,F,No,3.0,3.0,stripes,0.0,relevant,0.0
68,accommodate,stripes,feet,W,F,No,7.0,6.0,stripes,7.0,relevant,7.0
69,accommodate,stripes,feet,E,C,No,2.0,5.0,stripes,7.0,relevant,7.0
70,accommodate,stripes,feet,W,F,No,3.0,3.0,stripes,0.0,relevant,0.0
71,accommodate,feet,stripes,E,C,Yes,7.0,7.0,stripes,0.0,irrelevant,0.0
72,accommodate,stripes,feet,W,F,Yes,5.0,5.0,stripes,0.0,relevant,0.0
73,accommodate,stripes,feet,E,C,Yes,3.0,5.0,stripes,4.0,relevant,4.0
74,accommodate,feet,stripes,E,F,Yes,6.0,6.0,stripes,6.0,irrelevant,6.0
75,accommodate,feet,stripes,E,C,Yes,7.0,7.0,stripes,-5.0,irrelevant,5.0
76,accommodate,feet,stripes,W,F,No,7.0,7.0,stripes,-7.0,irrelevant,7.0
77,accommodate,feet,stripes,E,C,No,7.0,3.0,stripes,-5.0,irrelevant,5.0
78,accommodate,feet,stripes,W,F,Yes,7.0,7.0,stripes,-5.0,irrelevant,5.0
79,accommodate,stripes,feet,W,C,No,5.0,5.0,stripes,5.0,relevant,5.0
80,accommodate,stripes,feet,W,F,No,7.0,7.0,stripes,0.0,relevant,0.0
81,accommodate,stripes,feet,W,C,No,5.0,5.0,stripes,0.0,relevant,0.0
82,accommodate,stripes,feet,W,C,No,6.0,6.0,stripes,0.0,relevant,0.0
83,accommodate,feet,stripes,E,C,Yes,7.0,7.0,stripes,0.0,irrelevant,0.0
84,accommodate,feet,stripes,W,F,No,6.0,5.0,stripes,0.0,irrelevant,0.0
85,accommodate,stripes,feet,W,F,No,1.0,7.0,stripes,5.0,relevant,5.0
86,accommodate,stripes,feet,W,F,No,7.0,2.0,stripes,0.0,relevant,0.0
87,accommodate,feet,stripes,E,F,No,2.0,2.0,stripes,0.0,irrelevant,0.0
88,accommodate,stripes,feet,W,F,No,7.0,7.0,stripes,5.0,relevant,5.0
89,accommodate,stripes,feet,E,F,No,1.0,2.0,stripes,0.0,relevant,0.0
90,accommodate,feet,stripes,W,C,No,4.0,4.0,stripes,0.0,irrelevant,0.0
91,accommodate,feet,stripes,E,C,Yes,7.0,7.0,stripes,4.0,irrelevant,4.0
92,accommodate,stripes,feet,W,F,Yes,5.0,7.0,stripes,0.0,relevant,0.0
93,accommodate,feet,stripes,W,F,Yes,5.0,5.0,stripes,2.0,irrelevant,2.0
94,accommodate,stripes,feet,E,F,No,7.0,7.0,stripes,0.0,relevant,0.0
95,accommodate,stripes,feet,W,C,No,1.0,1.0,stripes,0.0,relevant,0.0
96,accommodate,stripes,feet,E,F,Yes,5.0,5.0,stripes,6.0,relevant,6.0
97,accommodate,stripes,feet,E,F,Yes,7.0,7.0,stripes,4.0,relevant,4.0
98,accommodate,feet,stripes,W,F,No,6.0,3.0,stripes,0.0,irrelevant,0.0
99,accommodate,stripes,feet,W,C,Yes,1.0,6.0,stripes,4.0,relevant,4.0
100,accommodate,stripes,feet,W,C,No,7.0,7.0,stripes,-5.0,relevant,5.0
101,accommodate,feet,stripes,W,C,No,7.0,7.0,stripes,0.0,irrelevant,0.0
102,accommodate,stripes,feet,E,C,Yes,5.0,6.0,stripes,0.0,relevant,0.0
103,accommodate,feet,stripes,E,F,Yes,3.0,2.0,stripes,-3.0,irrelevant,3.0
104,accommodate,feet,stripes,E,C,No,7.0,6.0,stripes,5.0,irrelevant,5.0
105,accommodate,feet,stripes,E,F,Yes,6.0,6.0,stripes,4.0,irrelevant,4.0
106,accommodate,feet,stripes,E,C,Yes,5.0,5.0,stripes,5.0,irrelevant,5.0
107,accommodate,feet,stripes,W,C,Yes,7.0,6.0,stripes,0.0,irrelevant,0.0
108,accommodate,feet,stripes,W,F,No,4.0,3.0,stripes,-5.0,irrelevant,5.0
109,accommodate,feet,stripes,E,C,No,6.0,6.0,stripes,6.0,irrelevant,6.0
110,accommodate,feet,stripes,E,F,Yes,4.0,7.0,stripes,0.0,irrelevant,0.0
111,accommodate,feet,stripes,E,F,No,1.0,1.0,stripes,0.0,irrelevant,0.0
112,accommodate,stripes,feet,E,C,No,7.0,7.0,stripes,0.0,relevant,0.0
113,accommodate,stripes,feet,E,C,No,6.0,7.0,stripes,5.0,relevant,5.0
114,accommodate,feet,stripes,W,C,No,7.0,7.0,stripes,0.0,irrelevant,0.0
115,accommodate,feet,stripes,W,C,No,7.0,7.0,stripes,0.0,irrelevant,0.0
116,accommodate,feet,stripes,W,C,No,1.0,1.0,stripes,0.0,irrelevant,0.0
117,accommodate,stripes,feet,W,F,Yes,6.0,3.0,stripes,0.0,relevant,0.0
118,accommodate,feet,stripes,W,C,Yes,5.0,6.0,stripes,0.0,irrelevant,0.0
119,accommodate,feet,stripes,W,F,No,7.0,1.0,stripes,0.0,irrelevant,0.0
120,accommodate,feet,stripes,E,C,Yes,5.0,6.0,stripes,0.0,irrelevant,0.0
121,accommodate,stripes,feet,W,C,Yes,7.0,7.0,stripes,0.0,relevant,0.0
122,accommodate,feet,stripes,E,C,Yes,7.0,7.0,stripes,0.0,irrelevant,0.0
123,accommodate,stripes,feet,E,C,Yes,3.0,4.0,stripes,0.0,relevant,0.0
124,accommodate,feet,stripes,E,F,Yes,7.0,6.0,stripes,0.0,irrelevant,0.0
125,accommodate,stripes,feet,E,C,No,2.0,5.0,stripes,0.0,relevant,0.0
126,accommodate,feet,stripes,E,C,Yes,7.0,7.0,stripes,0.0,irrelevant,0.0
127,accommodate,stripes,feet,E,C,No,7.0,6.0,stripes,3.0,relevant,3.0
128,accommodate,stripes,feet,E,F,No,6.0,2.0,stripes,6.0,relevant,6.0
129,accommodate,feet,stripes,W,C,Yes,6.0,6.0,stripes,5.0,irrelevant,5.0
130,accommodate,feet,stripes,E,C,No,4.0,1.0,stripes,-3.0,irrelevant,3.0
131,accommodate,feet,stripes,E,F,Yes,4.0,4.0,stripes,0.0,irrelevant,0.0
132,accommodate,stripes,feet,E,F,No,7.0,7.0,stripes,0.0,relevant,0.0
133,accommodate,feet,stripes,E,F,Yes,6.0,3.0,stripes,0.0,irrelevant,0.0
134,accommodate,feet,stripes,E,C,No,4.0,5.0,stripes,5.0,irrelevant,5.0
135,accommodate,stripes,feet,E,F,Yes,6.0,4.0,stripes,6.0,relevant,6.0
136,accommodate,stripes,feet,W,F,Yes,7.0,4.0,stripes,0.0,relevant,0.0
137,accommodate,feet,stripes,W,C,Yes,5.0,3.0,stripes,2.0,irrelevant,2.0
138,accommodate,feet,stripes,E,C,No,7.0,4.0,stripes,0.0,irrelevant,0.0
139,accommodate,stripes,feet,W,F,No,1.0,1.0,stripes,0.0,relevant,0.0
140,accommodate,stripes,feet,E,C,Yes,5.0,3.0,stripes,5.0,relevant,5.0
141,accommodate,stripes,feet,E,F,Yes,7.0,7.0,stripes,5.0,relevant,5.0
142,accommodate,stripes,feet,W,C,Yes,7.0,7.0,stripes,7.0,relevant,7.0
143,accommodate,stripes,feet,E,C,No,5.0,6.0,stripes,0.0,relevant,0.0
144,accommodate,stripes,feet,W,F,No,2.0,6.0,stripes,7.0,relevant,7.0
145,accommodate,feet,stripes,E,F,Yes,1.0,1.0,stripes,-6.0,irrelevant,6.0
146,accommodate,stripes,feet,E,F,No,1.0,1.0,stripes,0.0,relevant,0.0
147,accommodate,stripes,feet,E,C,Yes,5.0,7.0,stripes,7.0,relevant,7.0
148,accommodate,feet,stripes,W,F,Yes,7.0,7.0,stripes,-5.0,irrelevant,5.0
149,accommodate,stripes,feet,W,C,Yes,7.0,6.0,stripes,7.0,relevant,7.0
150,accommodate,stripes,feet,W,C,Yes,6.0,5.0,stripes,0.0,relevant,0.0
151,accommodate,stripes,feet,W,F,No,3.0,2.0,stripes,0.0,relevant,0.0
152,accommodate,stripes,feet,E,C,No,7.0,7.0,stripes,6.0,relevant,6.0
153,accommodate,stripes,feet,W,F,No,3.0,3.0,stripes,-2.0,relevant,2.0
154,accommodate,feet,stripes,E,F,No,4.0,4.0,stripes,6.0,irrelevant,6.0
155,accommodate,stripes,feet,E,C,No,7.0,7.0,stripes,-6.0,relevant,6.0
156,accommodate,stripes,feet,W,C,No,1.0,1.0,stripes,0.0,relevant,0.0
157,accommodate,stripes,feet,E,C,No,6.0,6.0,stripes,0.0,relevant,0.0
158,accommodate,feet,stripes,W,C,No,4.0,6.0,stripes,7.0,irrelevant,7.0
159,accommodate,stripes,feet,E,F,No,1.0,2.0,stripes,0.0,relevant,0.0
160,accommodate,stripes,feet,E,C,No,4.0,7.0,stripes,0.0,relevant,0.0
161,accommodate,feet,stripes,W,C,No,6.0,6.0,stripes,0.0,irrelevant,0.0
162,accommodate,feet,stripes,E,C,No,3.0,5.0,stripes,0.0,irrelevant,0.0
163,accommodate,stripes,feet,E,F,Yes,6.0,4.0,stripes,0.0,relevant,0.0
164,accommodate,stripes,feet,W,C,Yes,1.0,5.0,stripes,6.0,relevant,6.0
165,accommodate,stripes,feet,E,C,No,6.0,4.0,stripes,0.0,relevant,0.0
166,accommodate,feet,stripes,W,F,Yes,7.0,5.0,stripes,0.0,irrelevant,0.0
167,accommodate,feet,stripes,W,F,No,4.0,4.0,stripes,4.0,irrelevant,4.0
168,accommodate,feet,stripes,W,F,No,6.0,5.0,stripes,0.0,irrelevant,0.0
169,accommodate,stripes,feet,W,C,Yes,6.0,6.0,stripes,0.0,relevant,0.0
170,accommodate,feet,stripes,W,C,Yes,7.0,7.0,stripes,0.0,irrelevant,0.0
171,accommodate,stripes,feet,E,F,Yes,2.0,6.0,stripes,5.0,relevant,5.0
172,accommodate,stripes,feet,W,C,Yes,7.0,7.0,stripes,0.0,relevant,0.0
173,accommodate,feet,stripes,E,C,No,7.0,7.0,stripes,-5.0,irrelevant,5.0
174,accommodate,stripes,feet,W,C,Yes,3.0,5.0,stripes,0.0,relevant,0.0
175,accommodate,stripes,feet,E,C,No,6.0,7.0,stripes,0.0,relevant,0.0
176,accommodate,feet,stripes,W,C,Yes,7.0,5.0,stripes,0.0,irrelevant,0.0
177,accommodate,stripes,feet,E,C,No,6.0,4.0,stripes,7.0,relevant,7.0
178,accommodate,stripes,feet,W,F,No,3.0,4.0,stripes,0.0,relevant,0.0
179,accommodate,feet,stripes,W,F,Yes,7.0,7.0,stripes,0.0,irrelevant,0.0
180,accommodate,stripes,feet,E,C,No,1.0,1.0,stripes,0.0,relevant,0.0
181,accommodate,feet,stripes,W,F,No,7.0,7.0,stripes,3.0,irrelevant,3.0
182,accommodate,feet,stripes,W,C,Yes,6.0,5.0,stripes,-5.0,irrelevant,5.0
