participant,task,feature_dimension,high_value,feature_relevance,correlation,irrelevant_dim,abs_correlation
"('accommodate', np.int64(102))",accommodate,tail,S,relevant,0.27500954910846337,wing,0.27500954910846337
"('accommodate', np.int64(102))",accommodate,color,B,relevant,0.6416889479197478,wing,0.6416889479197478
"('accommodate', np.int64(102))",accommodate,wing,T,irrelevant,-0.09166984970282112,wing,0.09166984970282112
"('accommodate', np.int64(103))",accommodate,tail,C,irrelevant,-0.3617873026462108,tail,0.3617873026462108
"('accommodate', np.int64(103))",accommodate,color,Y,relevant,0.6512171447631795,tail,0.6512171447631795
"('accommodate', np.int64(103))",accommodate,wing,N,relevant,0.6512171447631795,tail,0.6512171447631795
"('accommodate', np.int64(104))",accommodate,tail,S,relevant,-0.2581988897471611,wing,0.2581988897471611
"('accommodate', np.int64(104))",accommodate,color,B,relevant,0.4303314829119351,wing,0.4303314829119351
"('accommodate', np.int64(104))",accommodate,wing,T,irrelevant,0.7745966692414833,wing,0.7745966692414833
"('accommodate', np.int64(105))",accommodate,tail,C,relevant,0.43905703995876133,color,0.43905703995876133
"('accommodate', np.int64(105))",accommodate,color,Y,irrelevant,0.0,color,0.0
"('accommodate', np.int64(105))",accommodate,wing,T,relevant,0.8781140799175227,color,0.8781140799175227
"('accommodate', np.int64(106))",accommodate,tail,S,relevant,0.8333333333333333,wing,0.8333333333333333
"('accommodate', np.int64(106))",accommodate,color,B,relevant,0.3333333333333333,wing,0.3333333333333333
"('accommodate', np.int64(106))",accommodate,wing,N,irrelevant,-0.16666666666666666,wing,0.16666666666666666
"('accommodate', np.int64(107))",accommodate,tail,C,irrelevant,0.20851441405707474,tail,0.20851441405707474
"('accommodate', np.int64(107))",accommodate,color,Y,relevant,0.6255432421712243,tail,0.6255432421712243
"('accommodate', np.int64(107))",accommodate,wing,N,relevant,0.20851441405707474,tail,0.20851441405707474
"('accommodate', np.int64(108))",accommodate,tail,S,relevant,0.8867963503478637,wing,0.8867963503478637
"('accommodate', np.int64(108))",accommodate,color,B,relevant,-0.0985329278164293,wing,0.0985329278164293
"('accommodate', np.int64(108))",accommodate,wing,T,irrelevant,0.2955987834492879,wing,0.2955987834492879
"('accommodate', np.int64(109))",accommodate,tail,C,relevant,0.1072112534837795,color,0.1072112534837795
"('accommodate', np.int64(109))",accommodate,color,Y,irrelevant,0.1072112534837795,color,0.1072112534837795
"('accommodate', np.int64(109))",accommodate,wing,T,relevant,0.9649012813540152,color,0.9649012813540152
"('accommodate', np.int64(110))",accommodate,tail,S,relevant,-0.37796447300922714,wing,0.37796447300922714
"('accommodate', np.int64(110))",accommodate,color,B,relevant,0.37796447300922714,wing,0.37796447300922714
"('accommodate', np.int64(110))",accommodate,wing,T,irrelevant,0.8315218406202998,wing,0.8315218406202998
"('accommodate', np.int64(111))",accommodate,tail,S,irrelevant,0.6964409092807232,tail,0.6964409092807232
"('accommodate', np.int64(111))",accommodate,color,Y,relevant,0.23214696976024105,tail,0.23214696976024105
"('accommodate', np.int64(111))",accommodate,wing,N,relevant,0.5416762627738958,tail,0.5416762627738958
"('accommodate', np.int64(112))",accommodate,tail,S,relevant,-0.6741998624632419,wing,0.6741998624632419
"('accommodate', np.int64(112))",accommodate,color,B,relevant,-0.1348399724926484,wing,0.1348399724926484
"('accommodate', np.int64(112))",accommodate,wing,T,irrelevant,-0.6741998624632419,wing,0.6741998624632419
"('accommodate', np.int64(114))",accommodate,tail,S,relevant,0.408248290463863,wing,0.408248290463863
"('accommodate', np.int64(114))",accommodate,color,B,relevant,0.816496580927726,wing,0.816496580927726
"('accommodate', np.int64(114))",accommodate,wing,T,irrelevant,0.0,wing,0.0
"('accommodate', np.int64(115))",accommodate,tail,C,irrelevant,-0.1259881576697424,tail,0.1259881576697424
"('accommodate', np.int64(115))",accommodate,color,Y,relevant,0.37796447300922725,tail,0.37796447300922725
"('accommodate', np.int64(115))",accommodate,wing,N,relevant,0.8819171036881969,tail,0.8819171036881969
"('accommodate', np.int64(116))",accommodate,tail,S,relevant,0.4303314829119351,wing,0.4303314829119351
"('accommodate', np.int64(116))",accommodate,color,B,relevant,-0.2581988897471611,wing,0.2581988897471611
"('accommodate', np.int64(116))",accommodate,wing,T,irrelevant,0.08606629658238704,wing,0.08606629658238704
"('accommodate', np.int64(117))",accommodate,tail,C,relevant,0.23649188492020104,color,0.23649188492020104
"('accommodate', np.int64(117))",accommodate,color,Y,irrelevant,-0.14189513095212064,color,0.14189513095212064
"('accommodate', np.int64(117))",accommodate,wing,T,relevant,0.8986691626967639,color,0.8986691626967639
"('accommodate', np.int64(118))",accommodate,tail,S,relevant,0.0,wing,0.0
"('accommodate', np.int64(118))",accommodate,color,B,relevant,0.3779644730092272,wing,0.3779644730092272
"('accommodate', np.int64(118))",accommodate,wing,T,irrelevant,-0.3779644730092272,wing,0.3779644730092272
"('accommodate', np.int64(119))",accommodate,tail,S,irrelevant,-0.28724249481071296,tail,0.28724249481071296
"('accommodate', np.int64(119))",accommodate,color,Y,relevant,0.40213949273499827,tail,0.40213949273499827
"('accommodate', np.int64(119))",accommodate,wing,N,relevant,-0.8617274844321391,tail,0.8617274844321391
"('accommodate', np.int64(120))",accommodate,tail,S,relevant,0.6512171447631795,wing,0.6512171447631795
"('accommodate', np.int64(120))",accommodate,color,B,relevant,0.3617873026462108,wing,0.3617873026462108
"('accommodate', np.int64(120))",accommodate,wing,N,irrelevant,-0.3617873026462108,wing,0.3617873026462108
"('accommodate', np.int64(121))",accommodate,tail,C,relevant,0.28867513459481287,color,0.28867513459481287
"('accommodate', np.int64(121))",accommodate,color,B,irrelevant,-0.14433756729740643,color,0.14433756729740643
"('accommodate', np.int64(121))",accommodate,wing,T,relevant,0.8660254037844386,color,0.8660254037844386
"('accommodate', np.int64(122))",accommodate,tail,S,relevant,-0.15075567228888181,wing,0.15075567228888181
"('accommodate', np.int64(122))",accommodate,color,B,relevant,0.7537783614444089,wing,0.7537783614444089
"('accommodate', np.int64(122))",accommodate,wing,N,irrelevant,-0.4522670168666454,wing,0.4522670168666454
"('accommodate', np.int64(123))",accommodate,tail,C,irrelevant,-0.4999999999999999,tail,0.4999999999999999
"('accommodate', np.int64(123))",accommodate,color,Y,relevant,0.0,tail,0.0
"('accommodate', np.int64(123))",accommodate,wing,N,relevant,0.0,tail,0.0
"('accommodate', np.int64(124))",accommodate,tail,S,relevant,0.8488746876271654,wing,0.8488746876271654
"('accommodate', np.int64(124))",accommodate,color,B,relevant,0.12126781251816648,wing,0.12126781251816648
"('accommodate', np.int64(124))",accommodate,wing,N,irrelevant,0.36380343755449945,wing,0.36380343755449945
"('accommodate', np.int64(125))",accommodate,tail,C,relevant,-0.1072112534837795,color,0.1072112534837795
"('accommodate', np.int64(125))",accommodate,color,Y,irrelevant,0.9649012813540152,color,0.9649012813540152
"('accommodate', np.int64(125))",accommodate,wing,T,relevant,0.1072112534837795,color,0.1072112534837795
"('accommodate', np.int64(126))",accommodate,tail,S,relevant,-0.5345224838248487,wing,0.5345224838248487
"('accommodate', np.int64(126))",accommodate,color,B,relevant,0.13363062095621217,wing,0.13363062095621217
"('accommodate', np.int64(126))",accommodate,wing,T,irrelevant,0.8017837257372731,wing,0.8017837257372731
"('accommodate', np.int64(127))",accommodate,tail,C,irrelevant,0.20459830184114206,tail,0.20459830184114206
"('accommodate', np.int64(127))",accommodate,color,Y,relevant,-0.3409971697352367,tail,0.3409971697352367
"('accommodate', np.int64(127))",accommodate,wing,N,relevant,-0.7501937734175209,tail,0.7501937734175209
"('accommodate', np.int64(128))",accommodate,tail,S,relevant,0.0553001263609331,wing,0.0553001263609331
"('accommodate', np.int64(128))",accommodate,color,B,relevant,0.4977011372483978,wing,0.4977011372483978
"('accommodate', np.int64(128))",accommodate,wing,T,irrelevant,0.8295018954139964,wing,0.8295018954139964
"('accommodate', np.int64(129))",accommodate,tail,C,relevant,0.16666666666666666,color,0.16666666666666666
"('accommodate', np.int64(129))",accommodate,color,Y,irrelevant,-0.16666666666666666,color,0.16666666666666666
"('accommodate', np.int64(129))",accommodate,wing,T,relevant,0.8333333333333333,color,0.8333333333333333
"('accommodate', np.int64(130))",accommodate,tail,S,relevant,0.10259783520851538,wing,0.10259783520851538
"('accommodate', np.int64(130))",accommodate,color,B,relevant,0.9233805168766386,wing,0.9233805168766386
"('accommodate', np.int64(130))",accommodate,wing,T,irrelevant,0.20519567041703077,wing,0.20519567041703077
"('accommodate', np.int64(131))",accommodate,tail,C,irrelevant,0.6999132392733556,tail,0.6999132392733556
"('accommodate', np.int64(131))",accommodate,color,Y,relevant,0.31814238148788887,tail,0.31814238148788887
"('accommodate', np.int64(131))",accommodate,wing,N,relevant,0.44539933408304444,tail,0.44539933408304444
"('accommodate', np.int64(132))",accommodate,tail,S,relevant,0.736321040510724,wing,0.736321040510724
"('accommodate', np.int64(132))",accommodate,color,B,relevant,0.24544034683690796,wing,0.24544034683690796
"('accommodate', np.int64(132))",accommodate,wing,T,irrelevant,0.1472642081021448,wing,0.1472642081021448
"('accommodate', np.int64(133))",accommodate,tail,C,relevant,-0.18786728732554484,color,0.18786728732554484
"('accommodate', np.int64(133))",accommodate,color,B,irrelevant,-0.06262242910851495,color,0.06262242910851495
"('accommodate', np.int64(133))",accommodate,wing,T,relevant,0.9393364366277241,color,0.9393364366277241
"('accommodate', np.int64(134))",accommodate,tail,S,relevant,-0.0773823232534137,wing,0.0773823232534137
"('accommodate', np.int64(134))",accommodate,color,B,relevant,0.3869116162670684,wing,0.3869116162670684
"('accommodate', np.int64(134))",accommodate,wing,T,irrelevant,0.8512055557875506,wing,0.8512055557875506
"('accommodate', np.int64(135))",accommodate,tail,C,irrelevant,0.2503130871608794,tail,0.2503130871608794
"('accommodate', np.int64(135))",accommodate,color,Y,relevant,0.5506887917539347,tail,0.5506887917539347
"('accommodate', np.int64(135))",accommodate,wing,N,relevant,0.7509392614826382,tail,0.7509392614826382
"('accommodate', np.int64(136))",accommodate,tail,S,relevant,0.5388159060803247,wing,0.5388159060803247
"('accommodate', np.int64(136))",accommodate,color,B,relevant,0.5388159060803247,wing,0.5388159060803247
"('accommodate', np.int64(136))",accommodate,wing,T,irrelevant,-0.17960530202677488,wing,0.17960530202677488
"('accommodate', np.int64(137))",accommodate,tail,C,relevant,-0.1348399724926484,color,0.1348399724926484
"('accommodate', np.int64(137))",accommodate,color,B,irrelevant,0.2696799449852968,color,0.2696799449852968
"('accommodate', np.int64(137))",accommodate,wing,T,relevant,0.8090398349558904,color,0.8090398349558904
"('accommodate', np.int64(138))",accommodate,tail,S,relevant,0.3475240234284579,wing,0.3475240234284579
"('accommodate', np.int64(138))",accommodate,color,B,relevant,0.7645528515426075,wing,0.7645528515426075
"('accommodate', np.int64(138))",accommodate,wing,T,irrelevant,0.06950480468569159,wing,0.06950480468569159
"('accommodate', np.int64(139))",accommodate,tail,C,irrelevant,0.1072112534837795,tail,0.1072112534837795
"('accommodate', np.int64(139))",accommodate,color,Y,relevant,0.32163376045133846,tail,0.32163376045133846
"('accommodate', np.int64(139))",accommodate,wing,N,relevant,0.7504787743864565,tail,0.7504787743864565
"('accommodate', np.int64(140))",accommodate,tail,S,relevant,0.09805806756909201,wing,0.09805806756909201
"('accommodate', np.int64(140))",accommodate,color,B,relevant,0.0,wing,0.0
"('accommodate', np.int64(140))",accommodate,wing,T,irrelevant,0.98058067569092,wing,0.98058067569092
"('accommodate', np.int64(141))",accommodate,tail,C,relevant,0.32163376045133846,color,0.32163376045133846
"('accommodate', np.int64(141))",accommodate,color,Y,irrelevant,-0.1072112534837795,color,0.1072112534837795
"('accommodate', np.int64(141))",accommodate,wing,T,relevant,0.7504787743864565,color,0.7504787743864565
"('accommodate', np.int64(142))",accommodate,tail,S,relevant,0.9999999999999998,wing,0.9999999999999998
"('accommodate', np.int64(142))",accommodate,color,B,relevant,0.0,wing,0.0
"('accommodate', np.int64(142))",accommodate,wing,T,irrelevant,0.0,wing,0.0
"('accommodate', np.int64(143))",accommodate,tail,C,irrelevant,0.4743416490252569,tail,0.4743416490252569
"('accommodate', np.int64(143))",accommodate,color,Y,relevant,0.7905694150420947,tail,0.7905694150420947
"('accommodate', np.int64(143))",accommodate,wing,N,relevant,0.15811388300841894,tail,0.15811388300841894
"('accommodate', np.int64(144))",accommodate,tail,S,relevant,-0.11785113019775789,wing,0.11785113019775789
"('accommodate', np.int64(144))",accommodate,color,B,relevant,0.11785113019775789,wing,0.11785113019775789
"('accommodate', np.int64(144))",accommodate,wing,N,irrelevant,0.9428090415820631,wing,0.9428090415820631
"('accommodate', np.int64(145))",accommodate,tail,C,relevant,0.7624928516630233,color,0.7624928516630233
"('accommodate', np.int64(145))",accommodate,color,B,irrelevant,0.15249857033260467,color,0.15249857033260467
"('accommodate', np.int64(145))",accommodate,wing,T,relevant,0.6099942813304187,color,0.6099942813304187
"('accommodate', np.int64(146))",accommodate,tail,S,relevant,0.5601120336112039,wing,0.5601120336112039
"('accommodate', np.int64(146))",accommodate,color,B,relevant,0.5601120336112039,wing,0.5601120336112039
"('accommodate', np.int64(146))",accommodate,wing,N,irrelevant,0.5601120336112039,wing,0.5601120336112039
"('accommodate', np.int64(147))",accommodate,tail,C,irrelevant,-0.1072112534837795,tail,0.1072112534837795
"('accommodate', np.int64(147))",accommodate,color,Y,relevant,-0.5360562674188974,tail,0.5360562674188974
"('accommodate', np.int64(147))",accommodate,wing,N,relevant,0.7504787743864565,tail,0.7504787743864565
"('accommodate', np.int64(148))",accommodate,tail,S,relevant,-0.9486832980505138,wing,0.9486832980505138
"('accommodate', np.int64(148))",accommodate,color,B,relevant,0.15811388300841894,wing,0.15811388300841894
"('accommodate', np.int64(148))",accommodate,wing,N,irrelevant,-0.15811388300841894,wing,0.15811388300841894
"('accommodate', np.int64(149))",accommodate,tail,C,relevant,0.2699746235780194,color,0.2699746235780194
"('accommodate', np.int64(149))",accommodate,color,B,irrelevant,0.16198477414681164,color,0.16198477414681164
"('accommodate', np.int64(149))",accommodate,wing,T,relevant,0.9179137201652661,color,0.9179137201652661
"('accommodate', np.int64(150))",accommodate,tail,S,relevant,-0.28867513459481287,wing,0.28867513459481287
"('accommodate', np.int64(150))",accommodate,color,B,relevant,0.14433756729740643,wing,0.14433756729740643
"('accommodate', np.int64(150))",accommodate,wing,T,irrelevant,0.721687836487032,wing,0.721687836487032
"('accommodate', np.int64(151))",accommodate,tail,S,irrelevant,,tail,
"('accommodate', np.int64(151))",accommodate,color,Y,relevant,,tail,
"('accommodate', np.int64(151))",accommodate,wing,N,relevant,,tail,
"('accommodate', np.int64(152))",accommodate,tail,S,relevant,0.8131433980500301,wing,0.8131433980500301
"('accommodate', np.int64(152))",accommodate,color,B,relevant,-0.517454889668201,wing,0.517454889668201
"('accommodate', np.int64(152))",accommodate,wing,N,irrelevant,-0.07392212709545729,wing,0.07392212709545729
"('accommodate', np.int64(153))",accommodate,tail,C,relevant,0.8006407690254356,color,0.8006407690254356
"('accommodate', np.int64(153))",accommodate,color,B,irrelevant,0.48038446141526137,color,0.48038446141526137
"('accommodate', np.int64(153))",accommodate,wing,T,relevant,0.16012815380508713,color,0.16012815380508713
"('accommodate', np.int64(154))",accommodate,tail,S,relevant,0.2696799449852968,wing,0.2696799449852968
"('accommodate', np.int64(154))",accommodate,color,B,relevant,0.6741998624632419,wing,0.6741998624632419
"('accommodate', np.int64(154))",accommodate,wing,T,irrelevant,0.6741998624632419,wing,0.6741998624632419
"('accommodate', np.int64(155))",accommodate,tail,C,irrelevant,0.19405386820594528,tail,0.19405386820594528
"('accommodate', np.int64(155))",accommodate,color,Y,relevant,0.7115308500884661,tail,0.7115308500884661
"('accommodate', np.int64(155))",accommodate,wing,N,relevant,0.5821616046178358,tail,0.5821616046178358
"('accommodate', np.int64(156))",accommodate,tail,S,relevant,0.7499999999999999,wing,0.7499999999999999
"('accommodate', np.int64(156))",accommodate,color,B,relevant,0.24999999999999994,wing,0.24999999999999994
"('accommodate', np.int64(156))",accommodate,wing,T,irrelevant,0.4999999999999999,wing,0.4999999999999999
"('accommodate', np.int64(157))",accommodate,tail,C,relevant,0.5163977794943222,color,0.5163977794943222
"('accommodate', np.int64(157))",accommodate,color,B,irrelevant,0.2581988897471611,color,0.2581988897471611
"('accommodate', np.int64(157))",accommodate,wing,T,relevant,0.7745966692414833,color,0.7745966692414833
"('accommodate', np.int64(158))",accommodate,tail,S,relevant,-0.08606629658238704,wing,0.08606629658238704
"('accommodate', np.int64(158))",accommodate,color,B,relevant,0.6024640760767094,wing,0.6024640760767094
"('accommodate', np.int64(158))",accommodate,wing,N,irrelevant,0.4303314829119351,wing,0.4303314829119351
"('accommodate', np.int64(159))",accommodate,tail,C,irrelevant,0.37796447300922725,tail,0.37796447300922725
"('accommodate', np.int64(159))",accommodate,color,Y,relevant,0.7559289460184545,tail,0.7559289460184545
"('accommodate', np.int64(159))",accommodate,wing,N,relevant,0.37796447300922725,tail,0.37796447300922725
"('accommodate', np.int64(160))",accommodate,tail,S,relevant,0.5360562674188974,wing,0.5360562674188974
"('accommodate', np.int64(160))",accommodate,color,B,relevant,0.5360562674188974,wing,0.5360562674188974
"('accommodate', np.int64(160))",accommodate,wing,N,irrelevant,0.1072112534837795,wing,0.1072112534837795
"('accommodate', np.int64(161))",accommodate,tail,C,relevant,-0.5933908290969266,color,0.5933908290969266
"('accommodate', np.int64(161))",accommodate,color,B,irrelevant,0.11867816581938533,color,0.11867816581938533
"('accommodate', np.int64(161))",accommodate,wing,T,relevant,-0.356034497458156,color,0.356034497458156
"('accommodate', np.int64(162))",accommodate,tail,S,relevant,0.3535533905932738,wing,0.3535533905932738
"('accommodate', np.int64(162))",accommodate,color,B,relevant,-0.3535533905932738,wing,0.3535533905932738
"('accommodate', np.int64(162))",accommodate,wing,T,irrelevant,-0.7071067811865476,wing,0.7071067811865476
"('accommodate', np.int64(163))",accommodate,tail,S,irrelevant,0.08362420100070907,tail,0.08362420100070907
"('accommodate', np.int64(163))",accommodate,color,Y,relevant,0.5853694070049634,tail,0.5853694070049634
"('accommodate', np.int64(163))",accommodate,wing,N,relevant,-0.4181210050035453,tail,0.4181210050035453
"('accommodate', np.int64(164))",accommodate,tail,S,relevant,,wing,
"('accommodate', np.int64(164))",accommodate,color,B,relevant,,wing,
"('accommodate', np.int64(164))",accommodate,wing,N,irrelevant,,wing,
"('accommodate', np.int64(165))",accommodate,tail,C,relevant,0.21320071635561041,color,0.21320071635561041
"('accommodate', np.int64(165))",accommodate,color,Y,irrelevant,0.21320071635561041,color,0.21320071635561041
"('accommodate', np.int64(165))",accommodate,wing,T,relevant,0.8528028654224417,color,0.8528028654224417
"('accommodate', np.int64(166))",accommodate,tail,S,relevant,-0.08606629658238704,wing,0.08606629658238704
"('accommodate', np.int64(166))",accommodate,color,B,relevant,0.9467292624062574,wing,0.9467292624062574
"('accommodate', np.int64(166))",accommodate,wing,N,irrelevant,0.08606629658238704,wing,0.08606629658238704
"('accommodate', np.int64(167))",accommodate,tail,C,irrelevant,0.4999999999999999,tail,0.4999999999999999
"('accommodate', np.int64(167))",accommodate,color,Y,relevant,0.24999999999999994,tail,0.24999999999999994
"('accommodate', np.int64(167))",accommodate,wing,N,relevant,-0.24999999999999994,tail,0.24999999999999994
"('accommodate', np.int64(168))",accommodate,tail,S,relevant,0.40213949273499827,wing,0.40213949273499827
"('accommodate', np.int64(168))",accommodate,color,B,relevant,0.7468304865078538,wing,0.7468304865078538
"('accommodate', np.int64(168))",accommodate,wing,T,irrelevant,0.1723454968864278,wing,0.1723454968864278
"('accommodate', np.int64(169))",accommodate,tail,C,relevant,0.457495710997814,color,0.457495710997814
"('accommodate', np.int64(169))",accommodate,color,Y,irrelevant,0.30499714066520933,color,0.30499714066520933
"('accommodate', np.int64(169))",accommodate,wing,T,relevant,0.7624928516630233,color,0.7624928516630233
"('accommodate', np.int64(170))",accommodate,tail,S,relevant,0.22360679774997896,wing,0.22360679774997896
"('accommodate', np.int64(170))",accommodate,color,B,relevant,0.4472135954999579,wing,0.4472135954999579
"('accommodate', np.int64(170))",accommodate,wing,N,irrelevant,0.7826237921249264,wing,0.7826237921249264
"('accommodate', np.int64(171))",accommodate,tail,C,irrelevant,0.5163977794943222,tail,0.5163977794943222
"('accommodate', np.int64(171))",accommodate,color,Y,relevant,0.7745966692414833,tail,0.7745966692414833
"('accommodate', np.int64(171))",accommodate,wing,N,relevant,0.2581988897471611,tail,0.2581988897471611
"('accommodate', np.int64(172))",accommodate,tail,S,relevant,0.9045340337332908,wing,0.9045340337332908
"('accommodate', np.int64(172))",accommodate,color,B,relevant,0.0,wing,0.0
"('accommodate', np.int64(172))",accommodate,wing,N,irrelevant,0.30151134457776363,wing,0.30151134457776363
"('accommodate', np.int64(173))",accommodate,tail,C,relevant,-0.17960530202677488,color,0.17960530202677488
"('accommodate', np.int64(173))",accommodate,color,Y,irrelevant,0.17960530202677488,color,0.17960530202677488
"('accommodate', np.int64(173))",accommodate,wing,T,relevant,0.8980265101338744,color,0.8980265101338744
"('accommodate', np.int64(174))",accommodate,tail,S,relevant,-0.5773502691896257,wing,0.5773502691896257
"('accommodate', np.int64(174))",accommodate,color,B,relevant,0.5773502691896257,wing,0.5773502691896257
"('accommodate', np.int64(174))",accommodate,wing,N,irrelevant,-0.5773502691896257,wing,0.5773502691896257
"('accommodate', np.int64(175))",accommodate,tail,C,irrelevant,0.08873565094161137,tail,0.08873565094161137
"('accommodate', np.int64(175))",accommodate,color,Y,relevant,0.08873565094161137,tail,0.08873565094161137
"('accommodate', np.int64(175))",accommodate,wing,N,relevant,0.7986208584745021,tail,0.7986208584745021
"('accommodate', np.int64(176))",accommodate,tail,S,relevant,0.07392212709545729,wing,0.07392212709545729
"('accommodate', np.int64(176))",accommodate,color,B,relevant,0.07392212709545729,wing,0.07392212709545729
"('accommodate', np.int64(176))",accommodate,wing,N,irrelevant,0.9609876522409447,wing,0.9609876522409447
"('accommodate', np.int64(177))",accommodate,tail,C,relevant,-0.25286086871208674,color,0.25286086871208674
"('accommodate', np.int64(177))",accommodate,color,B,irrelevant,0.1517165212272521,color,0.1517165212272521
"('accommodate', np.int64(177))",accommodate,wing,T,relevant,0.7585826061362604,color,0.7585826061362604
"('accommodate', np.int64(178))",accommodate,tail,S,relevant,0.0,wing,0.0
"('accommodate', np.int64(178))",accommodate,color,B,relevant,0.9045340337332908,wing,0.9045340337332908
"('accommodate', np.int64(178))",accommodate,wing,N,irrelevant,-0.30151134457776363,wing,0.30151134457776363
"('accommodate', np.int64(179))",accommodate,tail,S,irrelevant,,tail,
"('accommodate', np.int64(179))",accommodate,color,Y,relevant,,tail,
"('accommodate', np.int64(179))",accommodate,wing,N,relevant,,tail,
"('accommodate', np.int64(180))",accommodate,tail,S,relevant,0.27500954910846337,wing,0.27500954910846337
"('accommodate', np.int64(180))",accommodate,color,B,relevant,0.6416889479197478,wing,0.6416889479197478
"('accommodate', np.int64(180))",accommodate,wing,T,irrelevant,0.4583492485141056,wing,0.4583492485141056
"('accommodate', np.int64(181))",accommodate,tail,C,relevant,0.6416889479197478,color,0.6416889479197478
"('accommodate', np.int64(181))",accommodate,color,Y,irrelevant,0.27500954910846337,color,0.27500954910846337
"('accommodate', np.int64(181))",accommodate,wing,T,relevant,0.6416889479197478,color,0.6416889479197478
"('accommodate', np.int64(183))",accommodate,tail,S,irrelevant,0.16012815380508713,tail,0.16012815380508713
"('accommodate', np.int64(183))",accommodate,color,Y,relevant,0.6405126152203485,tail,0.6405126152203485
"('accommodate', np.int64(183))",accommodate,wing,N,relevant,0.6405126152203485,tail,0.6405126152203485
"('accommodate', np.int64(184))",accommodate,tail,S,relevant,0.0,wing,0.0
"('accommodate', np.int64(184))",accommodate,color,B,relevant,0.4999999999999999,wing,0.4999999999999999
"('accommodate', np.int64(184))",accommodate,wing,T,irrelevant,0.4999999999999999,wing,0.4999999999999999
"('accommodate', np.int64(185))",accommodate,tail,C,relevant,-0.24413653763134785,color,0.24413653763134785
"('accommodate', np.int64(185))",accommodate,color,B,irrelevant,0.08137884587711594,color,0.08137884587711594
"('accommodate', np.int64(185))",accommodate,wing,T,relevant,0.8951673046482754,color,0.8951673046482754
"('accommodate', np.int64(187))",accommodate,tail,C,irrelevant,-0.24999999999999994,tail,0.24999999999999994
"('accommodate', np.int64(187))",accommodate,color,Y,relevant,0.7499999999999999,tail,0.7499999999999999
"('accommodate', np.int64(187))",accommodate,wing,N,relevant,0.24999999999999994,tail,0.24999999999999994
"('accommodate', np.int64(188))",accommodate,tail,S,relevant,-0.9801960588196068,wing,0.9801960588196068
"('accommodate', np.int64(188))",accommodate,color,B,relevant,0.0,wing,0.0
"('accommodate', np.int64(188))",accommodate,wing,N,irrelevant,0.0,wing,0.0
"('accommodate', np.int64(189))",accommodate,tail,C,relevant,0.5773502691896257,color,0.5773502691896257
"('accommodate', np.int64(189))",accommodate,color,Y,irrelevant,-0.19245008972987523,color,0.19245008972987523
"('accommodate', np.int64(189))",accommodate,wing,T,relevant,0.7698003589195009,color,0.7698003589195009
"('accommodate', np.int64(190))",accommodate,tail,S,relevant,0.5549637743803866,wing,0.5549637743803866
"('accommodate', np.int64(190))",accommodate,color,B,relevant,0.8016143407716695,wing,0.8016143407716695
"('accommodate', np.int64(190))",accommodate,wing,N,irrelevant,0.06166264159782073,wing,0.06166264159782073
"('accommodate', np.int64(191))",accommodate,tail,C,irrelevant,0.0,tail,0.0
"('accommodate', np.int64(191))",accommodate,color,Y,relevant,0.0,tail,0.0
"('accommodate', np.int64(191))",accommodate,wing,N,relevant,1.0,tail,1.0
"('accommodate', np.int64(192))",accommodate,tail,S,relevant,0.39056673294247163,wing,0.39056673294247163
"('accommodate', np.int64(192))",accommodate,color,B,relevant,0.5207556439232954,wing,0.5207556439232954
"('accommodate', np.int64(192))",accommodate,wing,N,irrelevant,0.5207556439232954,wing,0.5207556439232954
"('accommodate', np.int64(193))",accommodate,tail,C,relevant,0.0,color,0.0
"('accommodate', np.int64(193))",accommodate,color,B,irrelevant,0.0,color,0.0
"('accommodate', np.int64(193))",accommodate,wing,T,relevant,0.9999999999999998,color,0.9999999999999998
"('accommodate', np.int64(194))",accommodate,tail,S,relevant,0.2581988897471611,wing,0.2581988897471611
"('accommodate', np.int64(194))",accommodate,color,B,relevant,0.2581988897471611,wing,0.2581988897471611
"('accommodate', np.int64(194))",accommodate,wing,N,irrelevant,0.2581988897471611,wing,0.2581988897471611
"('accommodate', np.int64(195))",accommodate,tail,S,irrelevant,0.11250879009260238,tail,0.11250879009260238
"('accommodate', np.int64(195))",accommodate,color,Y,relevant,0.7875615306482168,tail,0.7875615306482168
"('accommodate', np.int64(195))",accommodate,wing,N,relevant,-0.562543950463012,tail,0.562543950463012
"('accommodate', np.int64(196))",accommodate,tail,S,relevant,0.3289758474798844,wing,0.3289758474798844
"('accommodate', np.int64(196))",accommodate,color,B,relevant,0.8553372034476995,wing,0.8553372034476995
"('accommodate', np.int64(196))",accommodate,wing,N,irrelevant,-0.06579516949597689,wing,0.06579516949597689
"('accommodate', np.int64(197))",accommodate,tail,C,relevant,0.4522670168666454,color,0.4522670168666454
"('accommodate', np.int64(197))",accommodate,color,B,irrelevant,-0.6030226891555273,color,0.6030226891555273
"('accommodate', np.int64(197))",accommodate,wing,T,relevant,0.6030226891555273,color,0.6030226891555273
"('accommodate', np.int64(198))",accommodate,tail,S,relevant,0.6211495565912796,wing,0.6211495565912796
"('accommodate', np.int64(198))",accommodate,color,B,relevant,0.6211495565912796,wing,0.6211495565912796
"('accommodate', np.int64(198))",accommodate,wing,N,irrelevant,0.2662069528248341,wing,0.2662069528248341
"('accommodate', np.int64(199))",accommodate,tail,C,irrelevant,0.0,tail,0.0
