participant,task,task_explanation_group,explanation_type,has_causal_explanation,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_discrete_slider.response,feature_dimension,feature_importance,feature_relevance
196,predict,predict,,,tail,color,wing,Yes,tail,6.0,relevant
62,predict,predict,,,color,tail,wing,No,tail,0.0,relevant
204,predict,predict,,,color,tail,wing,Yes,tail,3.0,relevant
188,predict,predict,,,color,tail,wing,Yes,tail,5.0,relevant
61,predict,predict,,,wing,tail,color,Yes,tail,-5.0,relevant
47,predict,predict,,,wing,color,tail,Yes,tail,-3.0,irrelevant
25,predict,predict,,,tail,wing,color,Yes,tail,3.0,relevant
122,predict,predict,,,tail,color,wing,Yes,tail,-4.0,relevant
43,predict,predict,,,color,wing,tail,Yes,tail,-2.0,irrelevant
45,predict,predict,,,wing,tail,color,Yes,tail,3.0,relevant
212,predict,predict,,,color,tail,wing,Yes,tail,-2.0,relevant
164,predict,predict,,,tail,color,wing,Yes,tail,5.0,relevant
71,predict,predict,,,color,wing,tail,Yes,tail,6.0,irrelevant
143,predict,predict,,,color,wing,tail,Yes,tail,-5.0,irrelevant
135,predict,predict,,,color,wing,tail,Yes,tail,7.0,irrelevant
156,predict,predict,,,tail,color,wing,Yes,tail,3.0,relevant
117,predict,predict,,,wing,tail,color,Yes,tail,3.0,relevant
31,predict,predict,,,color,wing,tail,Yes,tail,5.0,irrelevant
112,predict,predict,,,tail,color,wing,Yes,tail,-4.0,relevant
95,predict,predict,,,wing,color,tail,Yes,tail,-3.0,irrelevant
211,predict,predict,,,color,wing,tail,Yes,tail,2.0,irrelevant
66,predict,predict,,,color,tail,wing,No,tail,0.0,relevant
19,predict,predict,,,wing,color,tail,Yes,tail,4.0,irrelevant
152,predict,predict,,,color,tail,wing,Yes,tail,4.0,relevant
140,predict,predict,,,color,tail,wing,Yes,tail,3.0,relevant
28,predict,predict,,,tail,color,wing,Yes,tail,-2.0,relevant
114,predict,predict,,,tail,color,wing,No,tail,0.0,relevant
54,predict,predict,,,color,tail,wing,Yes,tail,3.0,relevant
111,predict,predict,,,color,wing,tail,Yes,tail,-2.0,irrelevant
133,predict,predict,,,wing,tail,color,Yes,tail,5.0,relevant
67,predict,predict,,,color,wing,tail,Yes,tail,-2.0,irrelevant
130,predict,predict,,,tail,color,wing,No,tail,0.0,relevant
187,predict,predict,,,color,wing,tail,Yes,tail,3.0,irrelevant
162,predict,predict,,,tail,color,wing,Yes,tail,3.0,relevant
36,predict,predict,,,tail,color,wing,Yes,tail,5.0,relevant
116,predict,predict,,,color,tail,wing,No,tail,0.0,relevant
213,predict,predict,,,wing,tail,color,Yes,tail,-5.0,relevant
208,predict,predict,,,tail,color,wing,Yes,tail,-2.0,relevant
148,predict,predict,,,color,tail,wing,Yes,tail,2.0,relevant
56,predict,predict,,,color,tail,wing,Yes,tail,1.0,relevant
75,predict,predict,,,wing,color,tail,Yes,tail,-5.0,irrelevant
7,predict,predict,,,wing,color,tail,No,tail,0.0,irrelevant
154,predict,predict,,,tail,color,wing,Yes,tail,3.0,relevant
83,predict,predict,,,wing,color,tail,Yes,tail,2.0,irrelevant
158,predict,predict,,,color,tail,wing,Yes,tail,5.0,relevant
121,predict,predict,,,tail,wing,color,Yes,tail,6.0,relevant
92,predict,predict,,,tail,color,wing,Yes,tail,4.0,relevant
192,predict,predict,,,tail,color,wing,No,tail,0.0,relevant
55,predict,predict,,,wing,color,tail,Yes,tail,-3.0,irrelevant
139,predict,predict,,,wing,color,tail,No,tail,0.0,irrelevant
183,predict,predict,,,color,wing,tail,Yes,tail,2.0,irrelevant
178,predict,predict,,,tail,color,wing,Yes,tail,4.0,relevant
172,predict,predict,,,color,tail,wing,Yes,tail,2.0,relevant
4,predict,predict,,,color,tail,wing,Yes,tail,6.0,relevant
18,predict,predict,,,color,tail,wing,No,tail,0.0,relevant
216,accommodate,accommodate_causal,both,True,tail,color,wing,Yes,color,6.0,relevant
31,accommodate,accommodate_causal,color,True,color,wing,tail,No,color,3.0,relevant
142,accommodate,accommodate_causal,wing,True,color,tail,wing,Yes,color,0.0,relevant
18,accommodate,accommodate_none,none,False,color,tail,wing,No,color,0.0,relevant
62,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,-7.0,relevant
152,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,0.0,relevant
21,accommodate,accommodate_causal,wing,True,tail,wing,color,Yes,color,0.0,irrelevant
30,accommodate,accommodate_none,none,False,tail,color,wing,No,color,0.0,relevant
93,accommodate,accommodate_none,none,False,tail,wing,color,Yes,color,0.0,irrelevant
90,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,-4.0,relevant
133,accommodate,accommodate_none,none,False,wing,tail,color,Yes,color,0.0,irrelevant
162,accommodate,accommodate_none,none,False,tail,color,wing,Yes,color,5.0,relevant
169,accommodate,accommodate_none,none,False,wing,tail,color,Yes,color,0.0,irrelevant
191,accommodate,accommodate_none,none,False,color,wing,tail,No,color,0.0,relevant
127,accommodate,accommodate_none,none,False,color,wing,tail,Yes,color,0.0,relevant
6,accommodate,accommodate_none,none,False,tail,color,wing,Yes,color,0.0,relevant
201,accommodate,accommodate_none,none,False,tail,wing,color,Yes,color,-5.0,irrelevant
219,accommodate,accommodate_none,none,False,wing,color,tail,Yes,color,0.0,relevant
16,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,6.0,relevant
132,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,5.0,relevant
135,accommodate,accommodate_none,none,False,color,wing,tail,Yes,color,5.0,relevant
153,accommodate,accommodate_none,none,False,tail,wing,color,Yes,color,5.0,irrelevant
119,accommodate,accommodate_causal,wing,True,color,wing,tail,Yes,color,4.0,relevant
12,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,0.0,relevant
167,accommodate,accommodate_causal,wing,True,color,wing,tail,No,color,0.0,relevant
159,accommodate,accommodate_none,none,False,color,wing,tail,Yes,color,5.0,relevant
146,accommodate,accommodate_causal,tail,True,color,tail,wing,Yes,color,1.0,relevant
150,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,-4.0,relevant
140,accommodate,accommodate_none,none,False,color,tail,wing,No,color,5.0,relevant
24,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,4.0,relevant
61,accommodate,accommodate_none,none,False,wing,tail,color,No,color,3.0,irrelevant
64,accommodate,accommodate_none,none,False,tail,color,wing,Yes,color,7.0,relevant
83,accommodate,accommodate_none,none,False,wing,color,tail,Yes,color,2.0,relevant
38,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,-4.0,relevant
97,accommodate,accommodate_none,none,False,tail,wing,color,Yes,color,0.0,irrelevant
164,accommodate,accommodate_none,none,False,tail,color,wing,No,color,0.0,relevant
131,accommodate,accommodate_none,none,False,wing,color,tail,Yes,color,0.0,relevant
78,accommodate,accommodate_none,none,False,tail,color,wing,Yes,color,7.0,relevant
180,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,-7.0,relevant
156,accommodate,accommodate_none,none,False,tail,color,wing,Yes,color,-4.0,relevant
19,accommodate,accommodate_none,none,False,wing,color,tail,Yes,color,0.0,relevant
107,accommodate,accommodate_none,none,False,color,wing,tail,Yes,color,3.0,relevant
99,accommodate,accommodate_none,none,False,color,wing,tail,No,color,6.0,relevant
202,accommodate,accommodate_none,none,False,tail,color,wing,No,color,7.0,relevant
185,accommodate,accommodate_none,none,False,tail,wing,color,Yes,color,0.0,irrelevant
58,accommodate,accommodate_none,none,False,color,tail,wing,No,color,0.0,relevant
60,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,3.0,relevant
109,accommodate,accommodate_causal,tail,True,wing,tail,color,Yes,color,2.0,irrelevant
160,accommodate,accommodate_none,none,False,tail,color,wing,Yes,color,5.0,relevant
17,accommodate,accommodate_none,none,False,wing,tail,color,Yes,color,2.0,irrelevant
34,accommodate,accommodate_none,none,False,tail,color,wing,Yes,color,6.0,relevant
102,accommodate,accommodate_causal,tail,True,tail,color,wing,No,color,6.0,relevant
192,accommodate,accommodate_none,none,False,tail,color,wing,Yes,color,5.0,relevant
26,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,0.0,relevant
203,accommodate,accommodate_none,none,False,wing,color,tail,Yes,color,0.0,relevant
57,accommodate,accommodate_none,none,False,tail,wing,color,Yes,color,6.0,irrelevant
200,accommodate,accommodate_none,none,False,tail,color,wing,Yes,color,-3.0,relevant
11,accommodate,accommodate_causal,tail,True,color,wing,tail,Yes,color,3.0,relevant
176,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,0.0,relevant
104,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,5.0,relevant
32,accommodate,accommodate_none,none,False,tail,color,wing,No,color,2.0,relevant
177,accommodate,accommodate_none,none,False,wing,tail,color,Yes,color,-5.0,irrelevant
28,accommodate,accommodate_none,none,False,tail,color,wing,Yes,color,5.0,relevant
29,accommodate,accommodate_none,none,False,tail,wing,color,Yes,color,6.0,irrelevant
15,accommodate,accommodate_none,none,False,color,wing,tail,Yes,color,5.0,relevant
189,accommodate,accommodate_causal,both,True,tail,wing,color,Yes,color,0.0,irrelevant
179,accommodate,accommodate_none,none,False,color,wing,tail,No,color,0.0,relevant
82,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,7.0,relevant
130,accommodate,accommodate_none,none,False,tail,color,wing,No,color,7.0,relevant
214,accommodate,accommodate_causal,wing,True,tail,color,wing,No,color,0.0,relevant
117,accommodate,accommodate_none,none,False,wing,tail,color,Yes,color,-2.0,irrelevant
196,accommodate,accommodate_none,none,False,tail,color,wing,Yes,color,0.0,relevant
52,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,5.0,relevant
73,accommodate,accommodate_causal,tail,True,tail,wing,color,Yes,color,2.0,irrelevant
42,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,-5.0,relevant
155,accommodate,accommodate_none,none,False,wing,color,tail,No,color,5.0,relevant
205,accommodate,accommodate_none,none,False,wing,tail,color,Yes,color,2.0,irrelevant
103,accommodate,accommodate_none,none,False,wing,color,tail,Yes,color,6.0,relevant
89,accommodate,accommodate_none,none,False,tail,wing,color,Yes,color,2.0,irrelevant
59,accommodate,accommodate_none,none,False,color,wing,tail,Yes,color,7.0,relevant
51,accommodate,accommodate_none,none,False,wing,color,tail,No,color,0.0,relevant
141,accommodate,accommodate_causal,wing,True,wing,tail,color,Yes,color,5.0,irrelevant
37,accommodate,accommodate_none,none,False,tail,wing,color,Yes,color,0.0,irrelevant
124,accommodate,accommodate_causal,wing,True,tail,color,wing,Yes,color,2.0,relevant
157,accommodate,accommodate_none,none,False,wing,tail,color,Yes,color,2.0,irrelevant
154,accommodate,accommodate_none,none,False,tail,color,wing,Yes,color,5.0,relevant
170,accommodate,accommodate_none,none,False,tail,color,wing,Yes,color,7.0,relevant
66,accommodate,accommodate_causal,wing,True,color,tail,wing,No,color,0.0,relevant
79,accommodate,accommodate_none,none,False,wing,color,tail,Yes,color,0.0,relevant
96,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,3.0,relevant
77,accommodate,accommodate_none,none,False,tail,wing,color,Yes,color,0.0,irrelevant
100,accommodate,accommodate_none,none,False,tail,color,wing,Yes,color,2.0,relevant
4,accommodate,accommodate_none,none,False,color,tail,wing,No,color,0.0,relevant
209,accommodate,accommodate_none,none,False,tail,wing,color,Yes,color,0.0,irrelevant
75,accommodate,accommodate_none,none,False,wing,color,tail,Yes,color,4.0,relevant
95,accommodate,accommodate_none,none,False,wing,color,tail,No,color,3.0,relevant
198,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,5.0,relevant
126,accommodate,accommodate_none,none,False,tail,color,wing,Yes,color,0.0,relevant
120,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,6.0,relevant
46,accommodate,accommodate_none,none,False,color,tail,wing,No,color,5.0,relevant
114,accommodate,accommodate_none,none,False,tail,color,wing,Yes,color,0.0,relevant
143,accommodate,accommodate_none,none,False,color,wing,tail,No,color,7.0,relevant
14,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,4.0,relevant
206,accommodate,accommodate_none,none,False,tail,color,wing,Yes,color,3.0,relevant
39,accommodate,accommodate_none,none,False,color,wing,tail,Yes,color,6.0,relevant
63,accommodate,accommodate_causal,both,True,color,wing,tail,Yes,color,-4.0,relevant
56,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,0.0,relevant
105,accommodate,accommodate_none,none,False,wing,tail,color,Yes,color,2.0,irrelevant
218,accommodate,accommodate_causal,wing,True,tail,color,wing,No,color,0.0,relevant
151,accommodate,accommodate_causal,wing,True,wing,color,tail,No,color,0.0,relevant
71,accommodate,accommodate_none,none,False,color,wing,tail,No,color,5.0,relevant
181,accommodate,accommodate_causal,wing,True,tail,wing,color,Yes,color,3.0,irrelevant
48,accommodate,accommodate_none,none,False,tail,color,wing,No,color,0.0,relevant
106,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,3.0,relevant
111,accommodate,accommodate_none,none,False,color,wing,tail,Yes,color,1.0,relevant
193,accommodate,accommodate_none,none,False,wing,tail,color,No,color,-3.0,irrelevant
81,accommodate,accommodate_none,none,False,tail,wing,color,Yes,color,0.0,irrelevant
92,accommodate,accommodate_causal,color,True,tail,color,wing,Yes,color,-5.0,relevant
54,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,6.0,relevant
40,accommodate,accommodate_causal,wing,True,color,tail,wing,No,color,5.0,relevant
145,accommodate,accommodate_none,none,False,wing,tail,color,Yes,color,0.0,irrelevant
3,accommodate,accommodate_none,none,False,color,wing,tail,No,color,0.0,relevant
123,accommodate,accommodate_none,none,False,wing,color,tail,Yes,color,-2.0,relevant
7,accommodate,accommodate_none,none,False,wing,color,tail,Yes,color,7.0,relevant
74,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,6.0,relevant
165,accommodate,accommodate_none,none,False,wing,tail,color,No,color,0.0,irrelevant
183,accommodate,accommodate_none,none,False,color,wing,tail,No,color,5.0,relevant
27,accommodate,accommodate_none,none,False,wing,color,tail,No,color,0.0,relevant
112,accommodate,accommodate_none,none,False,tail,color,wing,Yes,color,0.0,relevant
91,accommodate,accommodate_none,none,False,color,wing,tail,No,color,-3.0,relevant
84,accommodate,accommodate_none,none,False,color,tail,wing,No,color,6.0,relevant
208,accommodate,accommodate_none,none,False,tail,color,wing,Yes,color,3.0,relevant
187,accommodate,accommodate_none,none,False,color,wing,tail,No,color,0.0,relevant
25,accommodate,accommodate_none,none,False,tail,wing,color,Yes,color,3.0,irrelevant
43,accommodate,accommodate_none,none,False,color,wing,tail,No,color,5.0,relevant
136,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,5.0,relevant
98,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,5.0,relevant
197,accommodate,accommodate_none,none,False,wing,tail,color,Yes,color,-3.0,irrelevant
129,accommodate,accommodate_none,none,False,tail,wing,color,Yes,color,-5.0,irrelevant
204,accommodate,accommodate_causal,wing,True,color,tail,wing,Yes,color,-3.0,relevant
85,accommodate,accommodate_none,none,False,wing,tail,color,No,color,0.0,irrelevant
1,accommodate,accommodate_none,none,False,tail,wing,color,Yes,color,3.0,irrelevant
195,accommodate,accommodate_none,none,False,color,wing,tail,No,color,5.0,relevant
53,accommodate,accommodate_none,none,False,wing,tail,color,Yes,color,-5.0,irrelevant
184,accommodate,accommodate_causal,wing,True,tail,color,wing,No,color,2.0,relevant
199,accommodate,accommodate_none,none,False,color,wing,tail,Yes,color,-2.0,relevant
158,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,5.0,relevant
9,accommodate,accommodate_none,none,False,tail,wing,color,Yes,color,4.0,irrelevant
163,accommodate,accommodate_none,none,False,color,wing,tail,Yes,color,0.0,relevant
76,accommodate,accommodate_causal,wing,True,color,tail,wing,Yes,color,0.0,relevant
137,accommodate,accommodate_none,none,False,tail,wing,color,No,color,-4.0,irrelevant
8,accommodate,accommodate_none,none,False,color,tail,wing,No,color,-4.0,relevant
174,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,6.0,relevant
175,accommodate,accommodate_none,none,False,wing,color,tail,Yes,color,-3.0,relevant
217,accommodate,accommodate_causal,wing,True,tail,wing,color,No,color,0.0,irrelevant
110,accommodate,accommodate_none,none,False,tail,color,wing,Yes,color,3.0,relevant
122,accommodate,accommodate_none,none,False,tail,color,wing,No,color,5.0,relevant
69,accommodate,accommodate_none,none,False,wing,tail,color,Yes,color,0.0,irrelevant
211,accommodate,accommodate_none,none,False,color,wing,tail,Yes,color,5.0,relevant
86,accommodate,accommodate_causal,both,True,color,tail,wing,Yes,color,5.0,relevant
47,accommodate,accommodate_causal,none,True,wing,color,tail,Yes,color,5.0,relevant
161,accommodate,accommodate_none,none,False,tail,wing,color,Yes,color,2.0,irrelevant
173,accommodate,accommodate_none,none,False,tail,wing,color,No,color,6.0,irrelevant
212,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,2.0,relevant
50,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,6.0,relevant
147,accommodate,accommodate_none,none,False,wing,color,tail,Yes,color,-3.0,relevant
55,accommodate,accommodate_none,none,False,wing,color,tail,Yes,color,5.0,relevant
171,accommodate,accommodate_none,none,False,color,wing,tail,Yes,color,6.0,relevant
72,accommodate,accommodate_none,none,False,tail,color,wing,Yes,color,6.0,relevant
41,accommodate,accommodate_none,none,False,wing,tail,color,No,color,0.0,irrelevant
138,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,5.0,relevant
213,accommodate,accommodate_causal,tail,True,wing,tail,color,Yes,color,-4.0,irrelevant
108,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,-4.0,relevant
194,accommodate,accommodate_causal,color,True,tail,color,wing,Yes,color,6.0,relevant
118,accommodate,accommodate_none,none,False,tail,color,wing,Yes,color,3.0,relevant
67,accommodate,accommodate_none,none,False,color,wing,tail,Yes,color,0.0,relevant
44,accommodate,accommodate_none,none,False,tail,color,wing,Yes,color,3.0,relevant
139,accommodate,accommodate_causal,both,True,wing,color,tail,Yes,color,5.0,relevant
116,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,-2.0,relevant
101,accommodate,accommodate_none,none,False,tail,wing,color,Yes,color,3.0,irrelevant
5,accommodate,accommodate_none,none,False,wing,tail,color,Yes,color,-2.0,irrelevant
134,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,3.0,relevant
20,accommodate,accommodate_causal,wing,True,color,tail,wing,No,color,7.0,relevant
121,accommodate,accommodate_causal,tail,True,tail,wing,color,Yes,color,-5.0,irrelevant
80,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,0.0,relevant
65,accommodate,accommodate_none,none,False,wing,tail,color,Yes,color,2.0,irrelevant
172,accommodate,accommodate_causal,wing,True,color,tail,wing,Yes,color,0.0,relevant
70,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,5.0,relevant
166,accommodate,accommodate_none,none,False,color,tail,wing,No,color,5.0,relevant
128,accommodate,accommodate_none,none,False,color,tail,wing,No,color,7.0,relevant
207,accommodate,accommodate_none,none,False,color,wing,tail,Yes,color,7.0,relevant
35,accommodate,accommodate_causal,wing,True,wing,color,tail,Yes,color,4.0,relevant
149,accommodate,accommodate_none,none,False,tail,wing,color,Yes,color,3.0,irrelevant
190,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,5.0,relevant
168,accommodate,accommodate_none,none,False,tail,color,wing,Yes,color,5.0,relevant
215,accommodate,accommodate_none,none,False,wing,color,tail,Yes,color,7.0,relevant
45,accommodate,accommodate_none,none,False,wing,tail,color,Yes,color,0.0,irrelevant
33,accommodate,accommodate_causal,both,True,tail,wing,color,Yes,color,0.0,irrelevant
36,accommodate,accommodate_none,none,False,tail,color,wing,Yes,color,7.0,relevant
88,accommodate,accommodate_causal,tail,True,tail,color,wing,Yes,color,5.0,relevant
68,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,5.0,relevant
115,accommodate,accommodate_none,none,False,color,wing,tail,Yes,color,4.0,relevant
220,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,4.0,relevant
144,accommodate,accommodate_causal,both,True,tail,color,wing,Yes,color,5.0,relevant
148,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,0.0,relevant
188,accommodate,accommodate_none,none,False,color,tail,wing,Yes,color,0.0,relevant
22,accommodate,accommodate_none,none,False,color,tail,wing,No,color,5.0,relevant
178,accommodate,accommodate_none,none,False,tail,color,wing,Yes,color,3.0,relevant
125,accommodate,accommodate_none,none,False,tail,wing,color,No,color,-4.0,irrelevant
215,predict,predict,,,wing,color,tail,No,color,5.0,relevant
68,predict,predict,,,color,tail,wing,Yes,color,-5.0,relevant
12,predict,predict,,,color,tail,wing,Yes,color,6.0,relevant
214,predict,predict,,,tail,color,wing,No,color,-2.0,relevant
197,predict,predict,,,wing,tail,color,Yes,color,6.0,irrelevant
202,predict,predict,,,tail,color,wing,Yes,color,-6.0,relevant
82,predict,predict,,,color,tail,wing,Yes,color,6.0,relevant
201,predict,predict,,,tail,wing,color,No,color,-4.0,irrelevant
59,predict,predict,,,color,wing,tail,Yes,color,5.0,relevant
125,predict,predict,,,tail,wing,color,Yes,color,2.0,irrelevant
167,predict,predict,,,color,wing,tail,Yes,color,3.0,relevant
29,predict,predict,,,tail,wing,color,Yes,color,0.0,irrelevant
42,predict,predict,,,color,tail,wing,Yes,color,0.0,relevant
146,predict,predict,,,color,tail,wing,No,color,0.0,relevant
169,predict,predict,,,wing,tail,color,Yes,color,0.0,irrelevant
9,predict,predict,,,tail,wing,color,Yes,color,0.0,irrelevant
216,predict,predict,,,tail,color,wing,Yes,color,4.0,relevant
70,predict,predict,,,color,tail,wing,Yes,color,2.0,relevant
1,predict,predict,,,tail,wing,color,Yes,color,0.0,irrelevant
207,predict,predict,,,color,wing,tail,No,color,6.0,relevant
108,predict,predict,,,color,tail,wing,No,color,0.0,relevant
15,predict,predict,,,color,wing,tail,Yes,color,5.0,relevant
80,predict,predict,,,color,tail,wing,Yes,color,0.0,relevant
48,predict,predict,,,tail,color,wing,No,color,0.0,relevant
119,predict,predict,,,color,wing,tail,No,color,0.0,relevant
199,predict,predict,,,color,wing,tail,Yes,color,0.0,relevant
138,predict,predict,,,color,tail,wing,No,color,2.0,relevant
99,predict,predict,,,color,wing,tail,Yes,color,5.0,relevant
166,predict,predict,,,color,tail,wing,Yes,color,-5.0,relevant
198,predict,predict,,,color,tail,wing,Yes,color,0.0,relevant
181,predict,predict,,,tail,wing,color,Yes,color,-6.0,irrelevant
34,predict,predict,,,tail,color,wing,Yes,color,3.0,relevant
127,predict,predict,,,color,wing,tail,No,color,5.0,relevant
153,predict,predict,,,tail,wing,color,Yes,color,0.0,irrelevant
30,predict,predict,,,tail,color,wing,Yes,color,0.0,relevant
50,predict,predict,,,color,tail,wing,Yes,color,4.0,relevant
184,predict,predict,,,tail,color,wing,Yes,color,6.0,relevant
144,predict,predict,,,tail,color,wing,Yes,color,6.0,relevant
6,predict,predict,,,tail,color,wing,No,color,4.0,relevant
91,predict,predict,,,color,wing,tail,Yes,color,5.0,relevant
90,predict,predict,,,color,tail,wing,Yes,color,4.0,relevant
44,predict,predict,,,tail,color,wing,Yes,color,5.0,relevant
220,predict,predict,,,color,tail,wing,No,color,4.0,relevant
100,predict,predict,,,tail,color,wing,Yes,color,6.0,relevant
20,predict,predict,,,color,tail,wing,Yes,color,6.0,relevant
63,predict,predict,,,color,wing,tail,Yes,color,-4.0,relevant
78,predict,predict,,,tail,color,wing,Yes,color,3.0,relevant
145,predict,predict,,,wing,tail,color,Yes,color,2.0,irrelevant
65,predict,predict,,,wing,tail,color,Yes,color,3.0,irrelevant
176,predict,predict,,,color,tail,wing,Yes,color,0.0,relevant
57,predict,predict,,,tail,wing,color,No,color,4.0,irrelevant
101,predict,predict,,,tail,wing,color,Yes,color,2.0,irrelevant
86,predict,predict,,,color,tail,wing,Yes,color,5.0,relevant
170,predict,predict,,,tail,color,wing,Yes,color,6.0,relevant
124,predict,predict,,,tail,color,wing,No,color,5.0,relevant
73,predict,predict,,,tail,wing,color,Yes,color,-3.0,irrelevant
38,predict,predict,,,color,tail,wing,Yes,color,-6.0,relevant
160,predict,predict,,,tail,color,wing,Yes,color,5.0,relevant
41,predict,predict,,,wing,tail,color,Yes,color,0.0,irrelevant
151,predict,predict,,,wing,color,tail,No,color,4.0,relevant
46,predict,predict,,,color,tail,wing,Yes,color,4.0,relevant
64,predict,predict,,,tail,color,wing,Yes,color,0.0,relevant
40,predict,predict,,,color,tail,wing,Yes,color,5.0,relevant
52,predict,predict,,,color,tail,wing,Yes,color,0.0,relevant
218,predict,predict,,,tail,color,wing,Yes,color,4.0,relevant
147,predict,predict,,,wing,color,tail,Yes,color,-6.0,relevant
168,predict,predict,,,tail,color,wing,Yes,color,3.0,relevant
27,predict,predict,,,wing,color,tail,Yes,color,6.0,relevant
102,predict,predict,,,tail,color,wing,Yes,color,3.0,relevant
123,predict,predict,,,wing,color,tail,Yes,color,0.0,relevant
206,predict,predict,,,tail,color,wing,Yes,color,0.0,relevant
159,predict,predict,,,color,wing,tail,Yes,color,5.0,relevant
85,predict,predict,,,wing,tail,color,Yes,color,3.0,irrelevant
190,predict,predict,,,color,tail,wing,Yes,color,3.0,relevant
24,predict,predict,,,color,tail,wing,Yes,color,0.0,relevant
8,predict,predict,,,color,tail,wing,Yes,color,5.0,relevant
93,predict,predict,,,tail,wing,color,No,color,6.0,irrelevant
129,predict,predict,,,tail,wing,color,No,color,0.0,irrelevant
177,predict,predict,,,wing,tail,color,Yes,color,-7.0,irrelevant
205,predict,predict,,,wing,tail,color,No,color,5.0,irrelevant
174,predict,predict,,,color,tail,wing,No,color,6.0,relevant
185,predict,predict,,,tail,wing,color,No,color,0.0,irrelevant
157,predict,predict,,,wing,tail,color,Yes,color,4.0,irrelevant
189,predict,predict,,,tail,wing,color,Yes,color,-2.0,irrelevant
72,predict,predict,,,tail,color,wing,No,color,4.0,relevant
179,predict,predict,,,color,wing,tail,Yes,color,3.0,relevant
3,predict,predict,,,color,wing,tail,No,color,4.0,relevant
58,predict,predict,,,color,tail,wing,No,color,2.0,relevant
180,predict,predict,,,color,tail,wing,No,color,5.0,relevant
39,predict,predict,,,color,wing,tail,No,color,3.0,relevant
131,predict,predict,,,wing,color,tail,Yes,color,7.0,relevant
203,predict,predict,,,wing,color,tail,Yes,color,-4.0,relevant
175,predict,predict,,,wing,color,tail,No,color,5.0,relevant
35,predict,predict,,,wing,color,tail,Yes,color,7.0,relevant
81,predict,predict,,,tail,wing,color,Yes,color,0.0,irrelevant
118,predict,predict,,,tail,color,wing,Yes,color,6.0,relevant
76,predict,predict,,,color,tail,wing,No,color,0.0,relevant
84,predict,predict,,,color,tail,wing,Yes,color,5.0,relevant
96,predict,predict,,,color,tail,wing,Yes,color,2.0,relevant
115,predict,predict,,,color,wing,tail,No,color,4.0,relevant
60,predict,predict,,,color,tail,wing,No,color,7.0,relevant
98,predict,predict,,,color,tail,wing,Yes,color,6.0,relevant
21,predict,predict,,,tail,wing,color,No,color,0.0,irrelevant
97,predict,predict,,,tail,wing,color,Yes,color,0.0,irrelevant
134,predict,predict,,,color,tail,wing,No,color,3.0,relevant
79,predict,predict,,,wing,color,tail,Yes,color,1.0,relevant
74,predict,predict,,,color,tail,wing,Yes,color,0.0,relevant
89,predict,predict,,,tail,wing,color,Yes,color,0.0,irrelevant
110,predict,predict,,,tail,color,wing,Yes,color,0.0,relevant
173,predict,predict,,,tail,wing,color,Yes,color,5.0,irrelevant
51,predict,predict,,,wing,color,tail,Yes,color,-5.0,relevant
149,predict,predict,,,tail,wing,color,Yes,color,0.0,irrelevant
