participant,free_texts,feedback,fertility_score,trial_stop_time,testing_image_order,testing_responses,training_categories,training_feet,training_stripes,testing_categories,conditionOrder,training_image_order,attention_check,cogpro_predict,cogpro_explain,relevant_dim,irrelevant_dim,feet_high,stripes_low,stripes_high,feet_low,feet_discrete_slider.response,feet_direction_slider.response,feet_continuous_slider.response,feet_discrete_slider_mid.response,feet_direction_slider_mid.response,feet_continuous_slider_mid.response,stripes_discrete_slider.response,stripes_direction_slider.response,stripes_continuous_slider.response,stripes_discrete_slider_mid.response,stripes_direction_slider_mid.response,stripes_continuous_slider_mid.response
040,"['The reptile has webbed feet and stripes that go up and to the right.', 'Webbed feet and left', 'curved and right', 'curled and to the left. same as webbed and to the left', 'webbed and right, similar to last time\xa0', 'webbed and left, lowest yet', ""c and right, the highest we've seen"", 'c and left, much lower than c and right', 'w and left, same as c and left was', 'c and left', 'webbed and right, similar to last time (9)', 'c and right, as before', 'w and r, as before', 'c l,the same as w l was', ""(c,r) the lowest I've seen for this combination"", '(w,l) a normal score for left']","['I kept notes on the combinations that I had seen, writing them in the form (w,l) for ""webbed, left"" etc. I assumed that they were generated by some function (x,y) -> x\'+y\' where x\' and y\' were constants + some iid noise. I considered that the amount of variance in the noise could be a function of x or y, but the sample size was too small to work this out, so I just focused on estimating a mean for each characteristic.']","[7.0, 4.0, 5.0, 4.0, 9.0, 1.0, 10.0, 3.0, 4.0, 4.0, 8.0, 10.0, 8.0, 1.0, 4.0, 4.0]",587.3742,"['E_C', 'E_F', 'W_F', 'W_C']","[8.0, 8.0, 3.0, 3.0]","['high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'low', 'high', 'high', 'high', 'low', 'high', 'low']","['F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F']","['E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'W', 'E', 'E', 'E', 'W', 'E', 'W']","['high', 'high', 'low', 'low']",40,"['E_F', 'W_F', 'E_C', 'W_C', 'E_F', 'W_F', 'E_C', 'W_C', 'W_F', 'W_C', 'E_F', 'E_C', 'E_F', 'W_C', 'E_C', 'W_F']",1,6.0,1.0,stripes,feet,F,W,E,C,No,,,No,,,Yes, Up/Right,6.0,Yes, Up/Right,3.0
082,"['has 4 offspring that survived to maturity', 'they had 8 live births that survived to maturity', 'it had 2 offsprings that survived to maturity', 'it had 10 infants that survived to maturity', 'it had 9 offspring that survived to maturity', 'it had 8 offspring that survived to maturity', 'it had 4 offspring that survived to maturity', 'it had 2 offsprings that survived to maturity', 'it had 7 live offsprings and showed characteristics of high fertility', 'it had 2 offsprings that survived to maturity.\xa0', 'it had a single offspring that survived to maturity', 'it had 6 offspring that survived to maturity', 'it had two offspring that survived to maturity', 'it had three offspring that survived to maturity', 'it had 9 offspring that survived to maturity', 'it had 7 offspring that survived to maturity\xa0']",['i used the data from the first part of the study showing characteristics and offsprings\xa0'],"[4.0, 8.0, 2.0, 10.0, 9.0, 8.0, 4.0, 2.0, 7.0, 2.0, 1.0, 6.0, 2.0, 3.0, 9.0, 7.0]",581.7185,"['W_C', 'E_C', 'W_F', 'E_F']","[2.0, 6.0, 7.0, 9.0]","['low', 'high', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high']","['C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F']","['E', 'W', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'W']","['high', 'low', 'high', 'low']",82,"['E_C', 'W_C', 'E_F', 'W_F', 'W_C', 'W_F', 'E_C', 'E_F', 'W_C', 'E_C', 'E_F', 'W_F', 'E_C', 'E_F', 'W_C', 'W_F']",1,6.0,6.0,stripes,feet,C,E,W,F,Yes,Webbed,5.0,Yes, Curved/Pointy,4.0,Yes, Up/Right,5.0,Yes,Up/Left,4.0
054,"[""The reptile is very fertile because it's stripes point to the left."", 'The reptile has a high fertility score because of the left pointed stripes and non-webbed feet.\xa0', 'The reptile has a very low fertility score because the stripes point to the right. Reptiles have a higher fertility score when the stripes point to the top left.\xa0', 'The reptile has an lower end fertility score because the stripes point to the right, however it is slightly toward the mid range because the reptile has webbed feet. Reptiles with left pointed stripes and webbed feet typically have higher scores.\xa0', ""The reptile has a very high fertility score because the stripes are pointed to the left. It's not a perfect score because the reptile does not have webbed feet.\xa0"", 'The reptile has a lower fertility score possible due to the feet.\xa0', 'The reptiles fertility score is very low because the stripes are pointing to the right.\xa0', ""The reptile has a very low fertility score because it's stripes are pointing to the right and it does not have webbed feet.\xa0"", 'The reptile had a mid-range fertility score because while it had upward left stripes, it did not have webbed feet.\xa0', 'The reptile had a higher fertility score because it had webbed feet.\xa0', 'The reptile has a very low fertility score because both characteristics are not consistent with a high score. The stripes are pointed upward right and the feet are pointy.', 'The reptile has a mid/high score because the stripes are pointed to the left and the feet are webbed.\xa0', 'The reptile has a lower fertility score because the stripes are pointed to the right and the feet are pointy\xa0', 'The reptile has a higher fertility score because the stripes are pointed to the upward left and the feet are webbed which are typical characteristics of a fertile reptile.\xa0', ""The reptile has a very low fertility score because it's stripes are pointed in the wrong direction. A fertile reptile typically has stripes pointing to the left.\xa0"", 'The reptile has a mid/lower fertility score because the feet are pointy and not webbed.\xa0']",[],"[10.0, 8.0, 1.0, 4.0, 9.0, 3.0, 1.0, 1.0, 6.0, 7.0, 1.0, 6.0, 3.0, 8.0, 1.0, 4.0]",872.7817,"['E_F', 'W_C', 'W_F', 'E_C']","[3.0, 7.0, 10.0, 1.0]","['high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high']","['F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C']","['W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W']","['low', 'high', 'high', 'low']",54,"['W_F', 'W_C', 'E_C', 'E_F', 'W_C', 'W_F', 'E_F', 'E_C', 'W_C', 'E_F', 'E_C', 'W_F', 'E_C', 'W_F', 'E_F', 'W_C']",1,6.0,6.0,stripes,feet,F,E,W,C,Yes,Webbed,3.0,Yes,Webbed,3.0,Yes,Up/Left,7.0,Yes,Up/Left,7.0
155,"['It is hard to say at this time.\xa0', 'It’s stripes are up and to the right.\xa0', 'It’s toes', 'Webbed toes\xa0', 'Webbed toes', 'Curled toes', 'Curled toes', 'Webbed toes and left stripes\xa0', 'Webbed toes and left stripes\xa0', 'Curled toes and right stripes', 'Webbed toes\xa0', 'Curled toes and left stripes', 'Curled toes', 'Curled toes', 'Curled toes and right stripes\xa0', 'Toes and right stripes\xa0']",['I focused the most on clear high or low responses to determine my ratings.\xa0'],"[10.0, 3.0, 4.0, 7.0, 9.0, 6.0, 5.0, 10.0, 8.0, 4.0, 8.0, 4.0, 9.0, 5.0, 1.0, 6.0]",300.36,"['W_C', 'W_F', 'E_C', 'E_F']","[7.0, 10.0, 3.0, 7.0]","['high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high']","['F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F']","['W', 'E', 'W', 'E', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W']","['low', 'high', 'low', 'high']",155,"['W_F', 'E_C', 'W_C', 'E_F', 'E_F', 'E_C', 'W_C', 'W_F', 'W_F', 'E_C', 'E_F', 'W_C', 'E_F', 'W_C', 'E_C', 'W_F']",1,5.0,7.0,feet,stripes,F,E,W,C,Yes,Webbed,7.0,Yes,Webbed,7.0,Yes,Up/Left,5.0,Yes,Up/Left,6.0
105,"['it has curled feet and stripes toward the left', 'webbed feet', 'webbed feet is bad for fertility but stripes to the right help this case a little', 'curled feet great for fertility and stripes to the right help a little, but stripes to the left most ideal', 'perhaps an anomaly. not too bad though, stripes to left and curled feet good for fertility.', 'stripes to the right and webbed feet is the worst for fertility', 'webbed feet is really bad for fertility, stripes to the left sometimes good but this happened to be bad', 'anomaly', 'Curled feet good for fertility, stripes to right are not the best', 'webbed feet and stripes to right are the worst for fertility. this is better than avg.', 'curled feet and stripes to left are ideal for fertility', 'webbed are bad for fertility and stripes to left are helping a little.', 'same as before.', 'this is the ideal fertility combo', 'webbed is really hurting fertility here.', 'ideal combo']",[],"[10.0, 4.0, 5.0, 8.0, 7.0, 1.0, 1.0, 10.0, 7.0, 5.0, 8.0, 2.0, 2.0, 10.0, 2.0, 8.0]",325.1588,"['W_C', 'W_F', 'E_C', 'E_F']","[9.0, 3.0, 6.0, 4.0]","['high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high']","['C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C']","['W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'W']","['high', 'low', 'high', 'low']",105,"['W_C', 'W_F', 'E_F', 'E_C', 'W_C', 'E_F', 'W_F', 'E_C', 'E_C', 'E_F', 'W_C', 'W_F', 'W_F', 'E_C', 'E_F', 'W_C']",1,7.0,7.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,6.0,Yes, Curved/Pointy,5.0,Yes,Up/Left,5.0,Yes,Up/Left,6.0
237,"['Bright colors, curled feet', 'Webbed feet, perhaps made it harder to access more mates per season', 'Webbed feet, potentially struggled with attracting mates', 'Curled toes, slightly easier to climb and find slightly more mates', 'Curled toes, easier to climb trees, hide and survive longer to attract more mates per season', 'Webbed feet, hard to climb and stay in tree canopies', 'Curled toes, but low fertility compared to usual pattern, environmental factors must be considered', 'Webbed feet, typically showing low fertility scores, not ideal for tree climbing lizard?', 'Curled feet, good stripe pattern, ideal type of lizard and more attractive to mates per season', 'Webbed feet, trait that is not successful with mates', 'Webbed feet and less prominent shade of green', 'Ideal stripe pattern, curled toes also ideal', 'Webbed toes usually decrease fertility score, so this is an outlier so far for reasons unknown', 'Also outlier for curled toe species, low score reasons unknown, could be stripes', 'Low score reasons unknown, could be in a region that prefers other genetics', 'Webbed feet and low fertility score again, reasons unknown']",[],"[8.0, 6.0, 4.0, 6.0, 9.0, 2.0, 4.0, 2.0, 10.0, 3.0, 1.0, 10.0, 8.0, 3.0, 4.0, 2.0]",644.2504,"['W_F', 'E_C', 'W_C', 'E_F']","[6.0, 6.0, 9.0, 2.0]","['high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low']","['C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F']","['W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E']","['low', 'high', 'high', 'low']",237,"['W_C', 'E_F', 'W_F', 'E_C', 'W_C', 'W_F', 'E_C', 'E_F', 'W_C', 'E_F', 'W_F', 'E_C', 'W_F', 'E_C', 'W_C', 'E_F']",1,6.0,5.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,5.0,Yes, Curved/Pointy,6.0,Yes,Up/Left,5.0,No,,
173,"['stripes angled up and to the left', 'stripes angled up and to the right', 'pointed toes', 'curved feet', 'pointed toes', 'pointed toes', 'curved feet', 'pointy feet', 'webbed feet', 'pointy feet', 'webbed feet', 'stripes up and to the right', 'pointy toes', 'stripes up and to the left', 'webbed feet']",[],"[8.0, 6.0, 3.0, 5.0, 2.0, 9.0, 9.0, 4.0, 9.0, 1.0, 6.0, 3.0, 6.0, 7.0, 3.0, 2.0]",341.422,"['E_C', 'E_F', 'W_F', 'W_C']","[9.0, 7.0, 1.0, 6.0]","['high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low']","['C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F']","['E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W']","['high', 'low', 'low', 'high']",173,"['E_C', 'W_F', 'E_F', 'W_C', 'W_F', 'E_C', 'W_C', 'E_F', 'E_C', 'W_F', 'W_C', 'E_F', 'E_F', 'E_C', 'W_C', 'W_F']",1,6.0,6.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,6.0,Yes, Curved/Pointy,5.0,Yes, Up/Right,3.0,Yes, Up/Right,2.0
025,"['webbed feet, stripes going up and right', 'curled feet stripes up and left\xa0', 'webbed feetupper left stripes', 'clawed feet, upper right stripes', 'webbed feetupper left stripes', 'webbed feetupper right stripes', 'curled feetupper left stripes', 'curled feetupper left stripes', 'curly feet', 'upper right stripes', 'curled toes', 'webbed feet', 'upper right stripes', 'curly toesupper left stripes', 'webbed feet', 'webbed feetupper right stripes']",[],"[5.0, 7.0, 1.0, 5.0, 5.0, 2.0, 9.0, 5.0, 8.0, 6.0, 7.0, 4.0, 4.0, 6.0, 4.0, 1.0]",343.0829,"['W_C', 'E_C', 'W_F', 'E_F']","[10.0, 7.0, 6.0, 2.0]","['low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low']","['F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F']","['E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'W', 'W', 'E']","['high', 'high', 'low', 'low']",25,"['E_F', 'W_C', 'W_F', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C', 'E_C', 'E_F', 'W_C', 'W_F', 'E_C', 'W_C', 'W_F', 'E_F']",1,3.0,6.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,7.0,Yes, Curved/Pointy,7.0,Yes,Up/Left,7.0,Yes,Up/Left,7.0
299,"['This reptile’s fertility is related to its striped appearance making it easy to see for mating', 'This reptile’s fertility is related to its flat feet, allowing it to be more mobile', 'This reptile has flat toes and feet making it easy to move around to find a mate\xa0', 'This reptile has curled toes\xa0', 'This reptile has flat feet and no curled toes', 'This reptile has flat feet and toes', 'This reptile has curled toes and large eyes', 'This reptile has circled toes\xa0', 'Striped pattern to the right and webbed toes', 'Striped patter to the left and curled toes', 'To the left pattern and webbed toes', 'To the right pattern and curled toes', 'Left pattern and webbed toes', 'Right pattern and webbed toes', 'Right pattern and curled toes', 'Left pattern and curled toes\xa0']",[],"[2.0, 8.0, 7.0, 2.0, 8.0, 9.0, 6.0, 6.0, 10.0, 1.0, 5.0, 4.0, 9.0, 7.0, 3.0, 3.0]",470.957,"['W_C', 'W_F', 'E_F', 'E_C']","[3.0, 9.0, 7.0, 4.0]","['low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low']","['C', 'F', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C']","['E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W']","['low', 'high', 'high', 'low']",299,"['E_C', 'W_F', 'E_F', 'W_C', 'W_F', 'E_F', 'W_C', 'E_C', 'E_F', 'W_C', 'W_F', 'E_C', 'W_F', 'E_F', 'E_C', 'W_C']",1,3.0,6.0,feet,stripes,F,W,E,C,Yes,Webbed,5.0,Yes,Webbed,4.0,No,,,Yes,Up/Left,5.0
108,"['The environment is lush, implying a certain level of humidity.\xa0', ""The stripes are vibrant, suggesting it has what it needs in it's surroundings.\xa0"", 'The environment is lush, humidity is high.', 'Humidity is high and mates are plentiful.\xa0', 'Food was scarce.', 'No stress factors.\xa0', ""It's habitat was unharmed.\xa0"", 'Heat and humidity levels are high.', 'Stripes are up and right with pointy feet.', 'Stripes are up and left with webbed feet.\xa0', 'It has webbed feet, the stripes going up and left may be a negative factor.\xa0', 'The stripes up and right may be a positive factor. It has webbed feet.\xa0', 'The stripes up and left with webbed feet are negative factors.\xa0', 'Up and right with webbed feet are positive.\xa0', 'Pointy feet are a positive and the stripes are a negative.', 'Pointy feet with these stripes are a negative mark.\xa0']",['It matters for future breeding programs which traits need to be paired with others in order to be successful.\xa0'],"[5.0, 5.0, 5.0, 6.0, 2.0, 5.0, 5.0, 5.0, 9.0, 1.0, 4.0, 8.0, 1.0, 9.0, 5.0, 3.0]",1088.8932,"['W_F', 'E_F', 'E_C', 'W_C']","[4.0, 9.0, 6.0, 5.0]","['high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high']","['F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'F', 'C', 'C']","['E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E']","['low', 'high', 'high', 'low']",108,"['E_F', 'W_C', 'E_C', 'W_F', 'W_F', 'E_C', 'E_F', 'W_C', 'E_C', 'W_F', 'W_C', 'E_F', 'W_F', 'E_F', 'W_C', 'E_C']",1,5.0,7.0,stripes,feet,C,W,E,F,Yes,Webbed,4.0,No,,,Yes, Up/Right,6.0,Yes,Up/Left,5.0
245,"['Not showing any signs of fertility. She might be old in age.', 'Young, bright. At her prime', 'Bright, physical at a prime.', 'Old in age, physical not as it used to be.', 'not as fertile because old age, not at their prime.', 'Middle aged, probably has kids already so not as prime for fertility', 'Young and primed for fertility.', 'not as fertile because no webbed feet and downward line.', 'upright on reptile skin', 'upright scale and webbed feet', 'downward left on scale and webbed feet', 'upright line skin and webbed feet', 'downward line and webbed feet\xa0', 'upright line and pointy toes\xa0', 'pointy toes and downward line']","['At first, I was pretty confused on what to do but I figured it out at the end.']","[5.0, 1.0, 10.0, 8.0, 4.0, 4.0, 6.0, 10.0, 6.0, 4.0, 3.0, 5.0, 2.0, 1.0, 9.0, 8.0]",415.756,"['W_C', 'W_F', 'E_F', 'E_C']","[7.0, 5.0, 9.0, 4.0]","['low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'high', 'high']","['F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'C', 'C']","['E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W']","['high', 'low', 'low', 'high']",245,"['E_F', 'W_F', 'W_C', 'E_C', 'W_F', 'E_F', 'E_C', 'W_C', 'W_C', 'E_C', 'E_F', 'W_F', 'E_F', 'W_F', 'E_C', 'W_C']",1,5.0,5.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,6.0,Yes,Webbed,6.0,Yes,Up/Left,6.0,Yes, Up/Right,6.0
247,"['I have no previous data so at this time I can not explain why\xa0', 'I would say the webbed feet in comparison to the first one', 'Curly feet and stripped pattern.', 'Webbed feet seems to result in higher fertility\xa0', 'The curly feet seem to lower fertility', 'Although webbed feet the stripped pattern differs from others having higher fertility\xa0', 'The curly feet', 'Webbed feet and pattern have shown in the past to show higher fertility\xa0', 'Curly feet', 'Curly feet and pattern', 'Webbed feet shown in past to have higher fertility\xa0', 'Both webbed feet and pattern shown to have higher fertility\xa0', 'Curly feet is the reason for low fertility\xa0', 'Webbed feet is the reason for high fertility\xa0', 'Webbed feet is the reason for the higher fertility\xa0', 'I would say the pattern here would be the main reason for the higher fertility\xa0']",[],"[4.0, 9.0, 3.0, 8.0, 3.0, 3.0, 4.0, 8.0, 3.0, 2.0, 9.0, 8.0, 3.0, 9.0, 8.0, 7.0]",654.806,"['E_F', 'W_C', 'E_C', 'W_F']","[8.0, 2.0, 4.0, 9.0]","['low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low']","['C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C']","['E', 'E', 'W', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'W', 'E', 'E']","['high', 'low', 'low', 'high']",247,"['E_C', 'E_F', 'W_C', 'W_F', 'E_C', 'W_F', 'W_C', 'E_F', 'E_C', 'W_C', 'W_F', 'E_F', 'W_C', 'W_F', 'E_F', 'E_C']",1,7.0,7.0,feet,stripes,F,W,E,C,Yes,Webbed,6.0,Yes,Webbed,6.0,Yes, Up/Right,3.0,Yes, Up/Right,3.0
072,"['Many offspring\xa0', 'Few offspring\xa0', 'Extremely low offspring\xa0', 'Many offspring\xa0', 'Many offspring', 'Average offspring and fewer stripes\xa0', 'Low offspring\xa0', 'Many offspring\xa0', 'Stripes to right and unwebbed feet', 'Stripes to left\xa0', 'Stripes to left\xa0', 'Stripes to right\xa0', 'Stripes to left', 'Stripes to right\xa0', 'Stripes to right but webbed feet', 'Stripes to left and webbed feet']",[],"[10.0, 4.0, 1.0, 10.0, 9.0, 7.0, 1.0, 10.0, 6.0, 2.0, 4.0, 7.0, 5.0, 10.0, 5.0, 6.0]",305.14,"['E_C', 'W_C', 'E_F', 'W_F']","[6.0, 3.0, 9.0, 6.0]","['high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low']","['F', 'F', 'C', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F']","['E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W']","['high', 'low', 'high', 'low']",72,"['E_F', 'W_F', 'W_C', 'E_C', 'E_C', 'W_F', 'W_C', 'E_F', 'E_C', 'W_F', 'W_C', 'E_F', 'W_C', 'E_C', 'E_F', 'W_F']",1,5.0,5.0,stripes,feet,F,W,E,C,Yes,Webbed,4.0,Yes,Webbed,4.0,Yes, Up/Right,7.0,Yes, Up/Right,3.0
266,"['stripes up and to the left', 'stripes up and to the right', 'webbed feet stripes up and to the left', 'stripes up and to the right', 'had a better season', 'stripes up and to the left', 'stripes up and to the right webbed feet', 'stripes up and to the left', 'stripes up and to left lower season', 'stripes up and to left', 'stripes up and to right', 'stripes up and to right', 'stripes up and to right', 'stripes up and to left', 'stripes up and to right', 'stripes up and to left']",['I consistently saw higher scores with up and to the left markings'],"[7.0, 4.0, 5.0, 4.0, 6.0, 10.0, 1.0, 10.0, 5.0, 6.0, 5.0, 5.0, 3.0, 6.0, 5.0, 6.0]",298.2538,"['E_C', 'E_F', 'W_C', 'W_F']","[4.0, 4.0, 7.0, 7.0]","['high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'high', 'low', 'high']","['C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C']","['W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'W', 'E', 'E', 'E', 'W', 'E', 'W']","['low', 'low', 'high', 'high']",266,"['W_C', 'E_F', 'W_F', 'E_C', 'E_C', 'W_F', 'E_F', 'W_C', 'W_C', 'W_F', 'E_C', 'E_F', 'E_C', 'W_F', 'E_F', 'W_C']",1,4.0,7.0,stripes,feet,C,E,W,F,No,,,No,,,Yes,Up/Left,7.0,Yes,Up/Left,7.0
243,"['It may be related to the season, its stripes, or foot type.', 'It’s feet are webbed rather than separated.', 'It has separated feet.', 'It is slightly higher because of its webbed toes.', 'Its feet are webbed, and its stripes go from right to left.', 'Its stripes are in the opposite direction, and its toes are separated.', 'It is slightly higher because of its stripes, and the season.', 'It has webbed feet and it is peak season for fertility.', 'Its stripes go from left to right, and its toes are separate.', 'Its feet are webbed.', 'The season is off peak.', 'Its stripes go from right to left. And it is peak season.', 'Its feet are webbed.', 'It has separate toes and stripes going from left to right.', 'Same, stripes going from left to right, and toes are separate.', 'This score is slightly better because of its webbed toes.']",[],"[4.0, 10.0, 3.0, 5.0, 8.0, 1.0, 3.0, 9.0, 1.0, 7.0, 5.0, 7.0, 8.0, 1.0, 1.0, 4.0]",434.477,"['E_C', 'E_F', 'W_F', 'W_C']","[2.0, 4.0, 9.0, 8.0]","['low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high']","['C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F']","['E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'W']","['low', 'high', 'high', 'low']",243,"['E_C', 'W_F', 'W_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_F', 'E_C', 'E_F', 'W_F', 'W_C', 'E_F', 'W_C', 'E_C', 'W_F']",1,6.0,5.0,feet,stripes,F,E,W,C,Yes,Webbed,6.0,Yes,Webbed,6.0,Yes,Up/Left,6.0,Yes,Up/Left,5.0
249,"['this reptile likely received a fertility score of 7 because it appears healthy and well developed which are signs of good reproductive potential.', 'Because it shows all the key signs of peak health and reproductive fitness it appears vibrant with bright coloration', 'it shows some positive signs of health and reproductive ability but not at the highest level\xa0', 'these traits can indicate poor health or lower chance of successful reproduction', 'because it show strong signs of health and productive potential', 'it shows very strong signs of health and reproductive fitness\xa0', 'it appears neither weak nor in peak condition', 'it shows very limited signs of good health', 'Because it have lower fertility than mammals per individual', 'because the have high fertility they lay clutches of multiple eggs at once', 'because healthy adult lizards can reproduce well and lay many eggs', 'they have a very high reproductive potential, a healthy adult female can lay mulitiple cluches of eggs', 'there is no signs of reproduction\xa0', 'this fertility looks low based just on the picture', 'a healthy adult like this one would have strong reproductive potential\xa0', 'they have a group decent reproduction potential since they lay multiple eggs']",[],"[7.0, 10.0, 6.0, 2.0, 8.0, 9.0, 5.0, 2.0, 5.0, 7.0, 6.0, 9.0, 1.0, 3.0, 8.0, 6.0]",1790.1973,"['W_C', 'E_F', 'W_F', 'E_C']","[6.0, 6.0, 6.0, 6.0]","['high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high']","['C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C']","['W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W']","['high', 'low', 'low', 'high']",249,"['W_C', 'E_C', 'W_F', 'E_F', 'E_C', 'W_C', 'E_F', 'W_F', 'W_C', 'W_F', 'E_F', 'E_C', 'W_F', 'E_F', 'E_C', 'W_C']",1,5.0,5.0,feet,stripes,C,W,E,F,No,,,Yes, Curved/Pointy,4.0,No,,,No,,
