participant,training_responses,fertility_score,error,feedback,trial_stop_time,testing_image_order,testing_responses,training_categories,training_feet,training_stripes,testing_categories,conditionOrder,training_image_order,attention_check,cogpro_predict,cogpro_explain,relevant_dim,irrelevant_dim,feet_high,stripes_low,stripes_high,feet_low,feet_discrete_slider.response,feet_direction_slider.response,feet_continuous_slider.response,feet_discrete_slider_mid.response,feet_direction_slider_mid.response,feet_continuous_slider_mid.response,stripes_discrete_slider.response,stripes_direction_slider.response,stripes_continuous_slider.response,stripes_discrete_slider_mid.response,stripes_direction_slider_mid.response,stripes_continuous_slider_mid.response
171,"[5.0, 2.0, 2.0, 4.0, 9.0, 2.0, 8.0, 8.0, 3.0, 5.0, 3.0, 4.0, 8.0, 5.0, 6.0, 8.0]","[2.0, 2.0, 8.0, 9.0, 2.0, 8.0, 1.0, 5.0, 6.0, 3.0, 9.0, 5.0, 3.0, 8.0, 5.0, 10.0]","[3.0, 0.0, 6.0, 5.0, 7.0, 6.0, 7.0, 3.0, 3.0, 2.0, 6.0, 1.0, 5.0, 3.0, 1.0, 2.0]","['Clearer feature changes would have helped, but subtle changes could have been part of the experiment']",377.178,"['W_C', 'E_C', 'W_F', 'E_F']","[2.0, 6.0, 5.0, 8.0]","['low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high']","['C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F']","['E', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W']","['low', 'low', 'high', 'high']",171,"['E_C', 'W_C', 'W_F', 'E_F', 'E_C', 'E_F', 'W_C', 'W_F', 'W_C', 'W_F', 'E_F', 'E_C', 'W_C', 'E_C', 'E_F', 'W_F']",1,7.0,2.0,feet,stripes,F,W,E,C,Yes,Webbed,6.0,Yes,Webbed,6.0,Yes, Up/Right,5.0,Yes, Up/Right,5.0
202,"[1.0, 1.0, 1.0, 5.0, 6.0, 6.0, 6.0, 7.0, 3.0, 9.0, 3.0, 4.0, 4.0, 9.0, 8.0, 8.0]","[7.0, 6.0, 8.0, 7.0, 4.0, 2.0, 9.0, 3.0, 6.0, 10.0, 3.0, 6.0, 5.0, 7.0, 1.0, 2.0]","[6.0, 5.0, 7.0, 2.0, 2.0, 4.0, 3.0, 4.0, 3.0, 1.0, 0.0, 2.0, 1.0, 2.0, 7.0, 6.0]","['Did not seem to have any single correlation. Possible multiple things at once like claws with stripes to the right, and nails to the right.']",977.3529,"['E_C', 'E_F', 'W_C', 'W_F']","[3.0, 8.0, 8.0, 5.0]","['high', 'low', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low']","['F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C']","['W', 'E', 'E', 'W', 'E', 'E', 'W', 'W', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E']","['low', 'low', 'high', 'high']",202,"['W_F', 'E_C', 'E_F', 'W_C', 'E_F', 'E_C', 'W_C', 'W_F', 'W_F', 'W_C', 'E_C', 'E_F', 'W_F', 'W_C', 'E_F', 'E_C']",1,5.0,7.0,stripes,feet,C,E,W,F,No,,,No,,,No,,,No,,
179,"[5.0, 5.0, 7.0, 5.0, 9.0, 7.0, 4.0, 7.0, 3.0, 8.0, 5.0, 7.0, 8.0, 8.0, 4.0, 6.0]","[10.0, 3.0, 7.0, 7.0, 6.0, 4.0, 4.0, 1.0, 5.0, 6.0, 7.0, 6.0, 5.0, 3.0, 7.0, 5.0]","[5.0, 2.0, 0.0, 2.0, 3.0, 3.0, 0.0, 6.0, 2.0, 2.0, 2.0, 1.0, 3.0, 5.0, 3.0, 1.0]","['I feel like none of the features really impacted the number, at least not in a way I could see. Could def be wrong though.']",457.288,"['W_C', 'W_F', 'E_C', 'E_F']","[4.0, 8.0, 6.0, 6.0]","['high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high']","['F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F']","['W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E']","['low', 'high', 'low', 'high']",179,"['W_F', 'E_C', 'E_F', 'W_C', 'W_F', 'E_F', 'E_C', 'W_C', 'W_C', 'W_F', 'E_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_F']",1,6.0,4.0,feet,stripes,F,E,W,C,No,,,Yes,Webbed,5.0,No,,,Yes,Up/Left,2.0
010,"[4.0, 7.0, 7.0, 5.0, 8.0, 7.0, 7.0, 2.0, 7.0, 4.0, 4.0, 8.0, 7.0, 2.0, 6.0, 8.0]","[7.0, 6.0, 10.0, 4.0, 8.0, 7.0, 3.0, 7.0, 7.0, 4.0, 2.0, 4.0, 1.0, 6.0, 3.0, 4.0]","[3.0, 1.0, 3.0, 1.0, 0.0, 0.0, 4.0, 5.0, 0.0, 0.0, 2.0, 4.0, 6.0, 4.0, 3.0, 4.0]",['good luck with study'],490.2073,"['W_C', 'E_F', 'W_F', 'E_C']","[5.0, 6.0, 3.0, 6.0]","['high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high']","['C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F']","['W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W']","['high', 'low', 'high', 'low']",10,"['W_C', 'E_C', 'W_F', 'E_F', 'E_C', 'W_C', 'E_F', 'W_F', 'W_C', 'E_F', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C', 'W_F']",1,7.0,7.0,stripes,feet,C,E,W,F,Yes,Webbed,5.0,Yes,Webbed,4.0,Yes,Up/Left,5.0,Yes, Up/Right,6.0
261,"[5.0, 8.0, 2.0, 1.0, 7.0, 7.0, 2.0, 6.0, 8.0, 3.0, 2.0, 9.0, 7.0, 7.0, 2.0, 3.0]","[1.0, 1.0, 4.0, 6.0, 8.0, 1.0, 8.0, 10.0, 8.0, 1.0, 2.0, 6.0, 7.0, 8.0, 2.0, 4.0]","[4.0, 7.0, 2.0, 5.0, 1.0, 6.0, 6.0, 4.0, 0.0, 2.0, 0.0, 3.0, 0.0, 1.0, 0.0, 1.0]",['No comment'],912.6112,"['W_F', 'E_C', 'E_F', 'W_C']","[2.0, 8.0, 3.0, 8.0]","['low', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low']","['F', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F']","['E', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W']","['low', 'high', 'low', 'high']",261,"['E_F', 'W_F', 'W_C', 'E_C', 'E_C', 'E_F', 'W_F', 'W_C', 'W_C', 'E_F', 'W_F', 'E_C', 'E_C', 'W_C', 'E_F', 'W_F']",1,6.0,4.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,6.0,No,,,No,,,No,,
066,"[6.0, 7.0, 6.0, 5.0, 5.0, 7.0, 8.0, 5.0, 10.0, 7.0, 6.0, 7.0, 4.0, 6.0, 5.0, 4.0]","[5.0, 6.0, 3.0, 8.0, 4.0, 9.0, 10.0, 2.0, 3.0, 1.0, 10.0, 9.0, 8.0, 9.0, 7.0, 1.0]","[1.0, 1.0, 3.0, 3.0, 1.0, 2.0, 2.0, 3.0, 7.0, 6.0, 4.0, 2.0, 4.0, 3.0, 2.0, 3.0]",[],383.8903,"['E_F', 'E_C', 'W_F', 'W_C']","[5.0, 3.0, 10.0, 9.0]","['low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low']","['C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F']","['E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'W', 'W', 'E']","['low', 'low', 'high', 'high']",66,"['E_C', 'W_F', 'E_F', 'W_C', 'E_C', 'W_C', 'W_F', 'E_F', 'E_F', 'E_C', 'W_C', 'W_F', 'E_C', 'W_C', 'W_F', 'E_F']",1,7.0,5.0,stripes,feet,C,E,W,F,Yes, Curved/Pointy,5.0,Yes,Webbed,5.0,Yes,Up/Left,5.0,Yes, Up/Right,6.0
139,"[2.0, 6.0, 9.0, 4.0, 8.0, 8.0, 4.0, 8.0, 3.0, 6.0, 2.0, 7.0, 4.0, 5.0, 8.0, 5.0]","[7.0, 8.0, 3.0, 3.0, 6.0, 7.0, 7.0, 1.0, 4.0, 5.0, 8.0, 5.0, 8.0, 7.0, 5.0, 5.0]","[5.0, 2.0, 6.0, 1.0, 2.0, 1.0, 3.0, 7.0, 1.0, 1.0, 6.0, 2.0, 4.0, 2.0, 3.0, 0.0]",[],560.7537,"['E_F', 'W_F', 'W_C', 'E_C']","[8.0, 7.0, 4.0, 2.0]","['high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low']","['F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C']","['E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'W']","['high', 'high', 'low', 'low']",139,"['E_F', 'W_F', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C', 'E_C', 'E_F', 'W_C', 'W_F', 'W_F', 'E_C', 'E_F', 'W_C']",1,6.0,7.0,feet,stripes,F,E,W,C,Yes,Webbed,6.0,Yes,Webbed,6.0,Yes,Up/Left,6.0,Yes, Up/Right,5.0
215,"[5.0, 7.0, 4.0, 4.0, 4.0, 7.0, 8.0, 4.0, 4.0, 4.0, 9.0, 7.0, 4.0, 7.0, 6.0, 2.0]","[7.0, 9.0, 4.0, 3.0, 4.0, 9.0, 4.0, 4.0, 7.0, 5.0, 6.0, 6.0, 1.0, 4.0, 10.0, 2.0]","[2.0, 2.0, 0.0, 1.0, 0.0, 2.0, 4.0, 0.0, 3.0, 1.0, 3.0, 1.0, 3.0, 3.0, 4.0, 0.0]",[],659.1512,"['E_F', 'W_F', 'W_C', 'E_C']","[10.0, 4.0, 2.0, 6.0]","['high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low']","['F', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C']","['W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'E']","['high', 'high', 'low', 'low']",215,"['W_F', 'E_F', 'W_C', 'E_C', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C', 'W_C', 'E_F', 'W_F', 'W_C', 'E_F', 'W_F', 'E_C']",1,4.0,2.0,feet,stripes,F,E,W,C,Yes,Webbed,5.0,Yes,Webbed,6.0,Yes, Up/Right,6.0,Yes, Up/Right,3.0
001,"[2.0, 2.0, 5.0, 10.0, 2.0, 9.0, 10.0, 9.0, 2.0, 9.0, 9.0, 9.0, 9.0, 9.0, 2.0, 2.0]","[9.0, 2.0, 1.0, 7.0, 10.0, 9.0, 1.0, 3.0, 3.0, 5.0, 4.0, 8.0, 7.0, 4.0, 6.0, 3.0]","[7.0, 0.0, 4.0, 3.0, 8.0, 0.0, 9.0, 6.0, 1.0, 4.0, 5.0, 1.0, 2.0, 5.0, 4.0, 1.0]",[],311.653,"['W_C', 'E_C', 'E_F', 'W_F']","[7.0, 9.0, 3.0, 4.0]","['high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'low', 'high', 'high', 'high', 'low', 'low']","['C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'F', 'C', 'C', 'C', 'F', 'F']","['E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W']","['high', 'high', 'low', 'low']",1,"['E_C', 'W_C', 'W_F', 'E_F', 'W_C', 'E_C', 'E_F', 'W_F', 'W_F', 'E_C', 'E_F', 'W_C', 'E_C', 'W_C', 'E_F', 'W_F']",1,3.0,5.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,4.0,Yes, Curved/Pointy,3.0,No,,,No,,
084,"[8.0, 8.0, 8.0, 2.0, 3.0, 3.0, 9.0, 8.0, 9.0, 2.0, 6.0, 10.0, 3.0, 8.0, 9.0, 3.0]","[10.0, 9.0, 2.0, 3.0, 3.0, 8.0, 9.0, 10.0, 10.0, 5.0, 2.0, 7.0, 4.0, 10.0, 5.0, 4.0]","[2.0, 1.0, 6.0, 1.0, 0.0, 5.0, 0.0, 2.0, 1.0, 3.0, 4.0, 3.0, 1.0, 2.0, 4.0, 1.0]","['Once I came up with a common pattern, stripes pointing a certain way directly effecting fertility I became more confident in my predictions, webbed feet vs pointed took me a little longer to find a pattern.\xa0']",420.5817,"['W_C', 'W_F', 'E_C', 'E_F']","[3.0, 4.0, 10.0, 8.0]","['high', 'high', 'low', 'low', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low']","['C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F']","['E', 'E', 'W', 'W', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W']","['low', 'low', 'high', 'high']",84,"['E_C', 'E_F', 'W_C', 'W_F', 'W_C', 'W_F', 'E_F', 'E_C', 'E_F', 'W_C', 'W_F', 'E_C', 'W_C', 'E_F', 'E_C', 'W_F']",1,5.0,6.0,stripes,feet,F,W,E,C,Yes,Webbed,5.0,Yes, Curved/Pointy,5.0,Yes, Up/Right,6.0,Yes,Up/Left,5.0
231,"[6.0, 7.0, 8.0, 5.0, 6.0, 5.0, 6.0, 3.0, 5.0, 4.0, 6.0, 7.0, 3.0, 4.0, 7.0, 7.0]","[7.0, 1.0, 3.0, 7.0, 6.0, 1.0, 1.0, 5.0, 8.0, 7.0, 7.0, 2.0, 2.0, 4.0, 6.0, 6.0]","[1.0, 6.0, 5.0, 2.0, 0.0, 4.0, 5.0, 2.0, 3.0, 3.0, 1.0, 5.0, 1.0, 0.0, 1.0, 1.0]",[],466.5289,"['W_F', 'W_C', 'E_C', 'E_F']","[7.0, 4.0, 3.0, 7.0]","['high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'high', 'high']","['F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'F', 'F']","['E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W']","['high', 'low', 'low', 'high']",231,"['E_F', 'W_C', 'E_C', 'W_F', 'W_F', 'E_C', 'W_C', 'E_F', 'E_F', 'W_F', 'E_C', 'W_C', 'E_C', 'W_C', 'E_F', 'W_F']",1,4.0,5.0,feet,stripes,F,W,E,C,Yes,Webbed,5.0,No,,,No,,,Yes,Up/Left,3.0
244,"[6.0, 3.0, 8.0, 8.0, 8.0, 6.0, 7.0, 9.0, 9.0, 7.0, 3.0, 5.0, 7.0, 9.0, 6.0, 7.0]","[2.0, 8.0, 5.0, 8.0, 6.0, 3.0, 4.0, 10.0, 3.0, 4.0, 5.0, 9.0, 7.0, 7.0, 2.0, 4.0]","[4.0, 5.0, 3.0, 0.0, 2.0, 3.0, 3.0, 1.0, 6.0, 3.0, 2.0, 4.0, 0.0, 2.0, 4.0, 3.0]",[],381.1958,"['W_C', 'E_F', 'E_C', 'W_F']","[5.0, 4.0, 2.0, 8.0]","['low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low']","['F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'F', 'C', 'C', 'C', 'F', 'C', 'F']","['W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W']","['low', 'high', 'high', 'low']",244,"['W_F', 'E_C', 'W_C', 'E_F', 'E_C', 'W_F', 'W_C', 'E_F', 'E_F', 'W_F', 'W_C', 'E_C', 'E_C', 'E_F', 'W_C', 'W_F']",1,7.0,7.0,stripes,feet,C,W,E,F,Yes,Webbed,6.0,Yes, Curved/Pointy,7.0,Yes, Up/Right,6.0,Yes, Up/Right,7.0
007,"[6.0, 6.0, 3.0, 5.0, 4.0, 2.0, 7.0, 2.0, 5.0, 2.0, 2.0, 8.0, 6.0, 8.0, 4.0, 9.0]","[6.0, 2.0, 7.0, 3.0, 6.0, 5.0, 1.0, 8.0, 6.0, 1.0, 7.0, 6.0, 5.0, 3.0, 10.0, 4.0]","[0.0, 4.0, 4.0, 2.0, 2.0, 3.0, 6.0, 6.0, 1.0, 1.0, 5.0, 2.0, 1.0, 5.0, 6.0, 5.0]",[],814.4992,"['E_F', 'W_C', 'E_C', 'W_F']","[8.0, 6.0, 7.0, 9.0]","['low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low']","['C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C']","['W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'W', 'E', 'E']","['high', 'low', 'low', 'high']",7,"['W_C', 'E_F', 'W_F', 'E_C', 'E_F', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'W_F', 'E_C', 'W_F', 'W_C', 'E_F', 'E_C']",1,5.0,4.0,feet,stripes,F,E,W,C,Yes, Curved/Pointy,4.0,Yes,Webbed,4.0,Yes, Up/Right,4.0,Yes, Up/Right,5.0
243,"[8.0, 8.0, 8.0, 5.0, 7.0, 4.0, 10.0, 2.0, 6.0, 4.0, 7.0, 9.0, 3.0, 9.0, 8.0, 8.0]","[4.0, 10.0, 3.0, 5.0, 8.0, 1.0, 3.0, 9.0, 1.0, 7.0, 5.0, 7.0, 8.0, 1.0, 1.0, 4.0]","[4.0, 2.0, 5.0, 0.0, 1.0, 3.0, 7.0, 7.0, 5.0, 3.0, 2.0, 2.0, 5.0, 8.0, 7.0, 4.0]",[],351.4035,"['E_C', 'E_F', 'W_F', 'W_C']","[7.0, 5.0, 8.0, 5.0]","['low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high']","['C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F']","['E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'W']","['low', 'high', 'high', 'low']",243,"['E_C', 'W_F', 'W_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_F', 'E_C', 'E_F', 'W_F', 'W_C', 'E_F', 'W_C', 'E_C', 'W_F']",1,1.0,1.0,feet,stripes,F,E,W,C,No,,,Yes, Curved/Pointy,5.0,No,,,Yes,Up/Left,5.0
014,"[4.0, 3.0, 8.0, 4.0, 5.0, 4.0, 5.0, 6.0, 4.0, 6.0, 4.0, 7.0, 7.0, 3.0, 5.0, 6.0]","[2.0, 8.0, 5.0, 1.0, 9.0, 7.0, 4.0, 7.0, 7.0, 1.0, 4.0, 8.0, 7.0, 1.0, 9.0, 4.0]","[2.0, 5.0, 3.0, 3.0, 4.0, 3.0, 1.0, 1.0, 3.0, 5.0, 0.0, 1.0, 0.0, 2.0, 4.0, 2.0]",[],428.638,"['E_F', 'W_F', 'W_C', 'E_C']","[4.0, 7.0, 2.0, 6.0]","['low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'high', 'low']","['C', 'F', 'C', 'F', 'F', 'F', 'C', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F']","['E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'W', 'W', 'E', 'W', 'E']","['low', 'high', 'high', 'low']",14,"['E_C', 'W_F', 'W_C', 'E_F', 'W_F', 'E_F', 'E_C', 'W_C', 'E_C', 'E_F', 'W_C', 'W_F', 'W_F', 'E_C', 'W_C', 'E_F']",1,5.0,4.0,stripes,feet,F,E,W,C,Yes,Webbed,4.0,No,,,Yes, Up/Right,5.0,No,,
255,"[6.0, 2.0, 2.0, 8.0, 2.0, 7.0, 2.0, 7.0, 2.0, 7.0, 6.0, 2.0, 3.0, 7.0, 2.0, 7.0]","[2.0, 7.0, 1.0, 7.0, 2.0, 5.0, 5.0, 7.0, 3.0, 7.0, 7.0, 3.0, 2.0, 9.0, 3.0, 9.0]","[4.0, 5.0, 1.0, 1.0, 0.0, 2.0, 3.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0]",['stripes did not seem impact beyond maturl varience\xa0'],311.6316,"['W_F', 'E_C', 'W_C', 'E_F']","[7.0, 2.0, 2.0, 7.0]","['low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high']","['C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F']","['W', 'E', 'E', 'W', 'E', 'E', 'W', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E']","['high', 'low', 'low', 'high']",255,"['W_C', 'E_F', 'E_C', 'W_F', 'E_C', 'E_F', 'W_C', 'W_F', 'W_C', 'E_F', 'W_F', 'E_C', 'E_C', 'W_F', 'W_C', 'E_F']",1,7.0,2.0,feet,stripes,F,E,W,C,Yes,Webbed,7.0,Yes,Webbed,7.0,No,,,No,,
137,"[7.0, 6.0, 4.0, 6.0, 1.0, 3.0, 7.0, 8.0, 4.0, 8.0, 6.0, 5.0, 7.0, 3.0, 6.0, 5.0]","[7.0, 4.0, 6.0, 1.0, 3.0, 7.0, 8.0, 1.0, 6.0, 2.0, 3.0, 7.0, 8.0, 6.0, 7.0, 5.0]","[0.0, 2.0, 2.0, 5.0, 2.0, 4.0, 1.0, 7.0, 2.0, 6.0, 3.0, 2.0, 1.0, 3.0, 1.0, 0.0]","['I found this very confusing, because the instructions made it sound like real reptiles would be pictured and I became nervous. The variations in appearance were not drastic enough that I could automatically notice the difference in the beginning.']",373.4946,"['W_F', 'E_C', 'W_C', 'E_F']","[6.0, 3.0, 8.0, 2.0]","['high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'high', 'low', 'low']","['C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'C', 'F', 'F']","['E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E']","['low', 'high', 'high', 'low']",137,"['E_C', 'W_F', 'W_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_F', 'W_F', 'E_C', 'E_F', 'W_C', 'W_C', 'E_C', 'W_F', 'E_F']",1,1.0,6.0,feet,stripes,C,E,W,F,Yes,Webbed,5.0,Yes, Curved/Pointy,4.0,Yes,Up/Left,4.0,Yes, Up/Right,4.0
098,"[7.0, 9.0, 1.0, 7.0, 4.0, 3.0, 4.0, 3.0, 4.0, 6.0, 6.0, 5.0, 4.0, 3.0, 3.0, 7.0]","[1.0, 7.0, 5.0, 6.0, 7.0, 8.0, 8.0, 4.0, 4.0, 2.0, 7.0, 1.0, 8.0, 3.0, 5.0, 4.0]","[6.0, 2.0, 4.0, 1.0, 3.0, 5.0, 4.0, 1.0, 0.0, 4.0, 1.0, 4.0, 4.0, 0.0, 2.0, 3.0]",[],376.1457,"['E_C', 'W_F', 'W_C', 'E_F']","[2.0, 3.0, 7.0, 1.0]","['low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high']","['F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C']","['E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W']","['low', 'high', 'high', 'low']",98,"['E_F', 'W_C', 'E_C', 'W_F', 'W_C', 'E_C', 'W_F', 'E_F', 'E_C', 'W_F', 'W_C', 'E_F', 'E_C', 'E_F', 'W_F', 'W_C']",1,7.0,6.0,stripes,feet,C,E,W,F,Yes, Curved/Pointy,3.0,Yes, Curved/Pointy,3.0,Yes,Up/Left,2.0,Yes,Up/Left,2.0
021,"[5.0, 3.0, 7.0, 6.0, 4.0, 7.0, 3.0, 8.0, 6.0, 2.0, 4.0, 7.0, 7.0, 8.0, 3.0, 2.0]","[2.0, 10.0, 3.0, 6.0, 2.0, 4.0, 4.0, 6.0, 8.0, 2.0, 3.0, 9.0, 9.0, 7.0, 2.0, 6.0]","[3.0, 7.0, 4.0, 0.0, 2.0, 3.0, 1.0, 2.0, 2.0, 0.0, 1.0, 2.0, 2.0, 1.0, 1.0, 4.0]",[],459.808,"['W_F', 'W_C', 'E_C', 'E_F']","[3.0, 7.0, 8.0, 3.0]","['low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low']","['F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F']","['E', 'E', 'W', 'W', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'W', 'W', 'E']","['low', 'high', 'high', 'low']",21,"['E_F', 'E_C', 'W_F', 'W_C', 'E_F', 'W_C', 'W_F', 'E_C', 'E_C', 'E_F', 'W_F', 'W_C', 'E_C', 'W_C', 'W_F', 'E_F']",1,6.0,5.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,6.0,Yes, Curved/Pointy,5.0,No,,,No,,
