StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q4,Q8,pdirection_1,rdirection_1,fdirection,fdirectionnone,porientation_1,rorientation_1,forientation,forientationone,pclaw_1,rclaw_1,fclaw,fclawnone,pwebbed_1,rwebbed_1,fwebbed,fwebbednone,pthin_1,rthin_1,fthin,fthinnone,psticky_1,rsticky_1,fsticky,fstickynone,pnail_1,rnail_1,fnail,fnailnone,pridge_1,rridge_1,fridge,fridgenone,Q_RecaptchaStatus,Q_RecaptchaError,PROLIFIC_PID
2026-04-23 13:15:55,2026-04-23 13:27:30,IP Address,*******,100,694,True,2026-04-23 13:27:30,R_531hbFbvhAqz0V5,*******,*******,*******,*******,*******,*******,anonymous,EN,1,"Yes, I consent",6737de14dd04abff960e1376,70,50,It is possible the stripes change colors or patterns during mating season,,71,51,It is possible the stripes change for mating season to signal the mate,,3,50,I don't see how foot type would affect fertility unless it makes them more mobile to find their mate,,73,8,Webbed feet would allow more water mobility and maybe could be more fertile as they would be able to access more water areas easily,,3,50,I don't think foot shape would relate to fertility unless it helps them in different terrains to find a mate,,3,50,I don't think foot type would have anything to do with fertility,,11,22,The nails could help with mobility in finding a mate,,1,51,,I can't think of any,complete,,6737de14dd04abff960e1376
2026-04-23 13:23:19,2026-04-23 13:27:58,IP Address,*******,100,279,True,2026-04-23 13:27:59,R_6ziEv0szGDFH1Lv,*******,*******,*******,*******,*******,*******,anonymous,EN,1,"Yes, I consent",699cc81dfe512adf908498ce,0,50,,I can't think of any,0,50,,I can't think of any,0,49,,I can't think of any,0,50,,I can't think of any,0,51,,I can't think of any,0,50,,I can't think of any,0,50,,I can't think of any,0,50,,I can't think of any,complete,,699cc81dfe512adf908498ce
2026-04-23 13:04:23,2026-04-23 13:28:05,IP Address,*******,100,1422,True,2026-04-23 13:28:06,R_6dXGkySt1L69Fke,*******,*******,*******,*******,*******,*******,anonymous,EN,1,"Yes, I consent",69d95f3f08867331c4b96358,100,,"I'd say that stripe direction definitely relates to fertility. Ther reason why I say this is because camouflage is a big thing amongst reptiles. The vertical stripes just don't look natural in my opinion which is why I think Horizontal is the best choice for a partner. ",,100,,Back to what I was saying in one of the previous answers camouflage is very important amongst reptiles. I think that the pattern that goes up and to the right looks the most natural and would therefore be the reptile that has a better chance at mating.,,50,77,"Another reason as to why foot shape might relate to fertility is attraction as well. Reptiles might have a certain preference for which kind of foot shape their partner has. ",,50,50,Foot shape might relate to fertility in the sense that the potential partner is looking for a mate with webbed feet which would make their potential offspring a good swimmer. Or probably the other way around. The potential partner is looking for a mate that has the best kind of feet for climbing.,,93,,"I think that the thin long feet are the type of feet a potential partner is going to look for. The reason for this is because small reptiles sometimes need to run away from danger. If an offspring has longer legs, they can run faster and have a better chance of surviving.",,51,50,,I can't think of any,100,,"Some reptiles have their habitat below ground and having nails would be of good help when it comes to digging. If a partner can provide good shelter, it can increase his chances at mating.",,100,100,"I don't have a solid explanation as to why I chose upper back ridges except the fact that it is the one that looks the most natural to me. The lower ridges just don't look natural to me, and it almost looks like a birth defect. Potential partners do not want birth defects on their mate.",,complete,,69d95f3f08867331c4b96358
2026-04-23 13:21:10,2026-04-23 13:28:13,IP Address,*******,100,423,True,2026-04-23 13:28:14,R_15dxpzSJUEr0mJz,*******,*******,*******,*******,*******,*******,anonymous,EN,1,"Yes, I consent",62fc68b4f44b013950b67b11,0,50,,I can't think of any,0,50,,I can't think of any,0,50,Hormonal balances causing changes to the physiology of the animal.,,0,50,,I can't think of any,0,50,,I can't think of any,0,50,,I can't think of any,0,50,,I can't think of any,0,50,,I can't think of any,complete,,62fc68b4f44b013950b67b11
2026-04-23 13:21:14,2026-04-23 13:33:01,IP Address,*******,100,707,True,2026-04-23 13:33:01,R_52xayTt2uVLFaKC,*******,*******,*******,*******,*******,*******,anonymous,EN,1,"Yes, I consent",69c091d4964b71312d5cd988,62,76,"I mentioned it in a previous answer, but for camouflage, vertical seems the way to go.  It feels like all stripes I think of offhand are vertical.",,73,21,"Again, this feels like a gut feeling.  My mind went to the stripes being used for camouflage and the stripes going up and to the left just feel off.  When I think of stripes in an animal, they are either straight vertical or up and to the right.  Maybe it's just the way leaves are growing here, but it feels better for camouflage to go up and right as leaves don't tend to grow up and left from a trunk.  They grow to the right.",,50,29,"My thoughts were the rounded feet are more akin to flippers, allowing the frog to move better through the water and thus would be more desirable to pass on as a trait.",,80,12,"The webbed feet feel like they would be really good for movement in water, hence they would be retained as a characteristic to be passed down.  They might not be as useful in trees, but in water, this seems like an ideal adaptation.",,70,23,"Looking at the thin frog feet, my thoughts went immediately to ""this looks like most frogs I've seen.""  So clearly it's a trait that gets passed down.  Also, if it's a tree frog the long thin sticky toes might allow for grasping better to tree branches while not hurting movement that I'm wondering if claws would.",,50,23,Rounded pads make me think of grasping onto branches more or for skipping along water.,,51,58,"Neither of these adaptations seems ideal, but I can't come up with any reason for nails to lead to more fertility.  They would be better for living on the ground and that isn't what I associate with frogs.  I can't see a lot of good use in water or trees.",,36,49,"I'm not sure on this one at all and can't really think of a compelling reason either way, hence why I put the slider right in the middle.  Maybe the upper back ridges allow for more movement in water like a dorsal fin?  The ridges on the tail just seems really odd and something looks off about it.",,complete,,69c091d4964b71312d5cd988
2026-04-23 13:27:24,2026-04-23 13:35:09,IP Address,*******,100,465,True,2026-04-23 13:35:10,R_1pupvdLQO5NTS9a,*******,*******,*******,*******,*******,*******,anonymous,EN,1,"Yes, I consent",69e6846a59937a7adc0ddd61,2,49,,I can't think of any,0,50,,I can't think of any,7,77,,I can't think of any,11,50,,I can't think of any,4,49,,I can't think of any,19,69,,I can't think of any,27,37,"I think nails would give the animal more of an ability to survive, which to me means they would be more likely to reproduce ",,4,65,"Thinking of the mating process, I think lower spikes would make it harder for reproduction ",,complete,,69e6846a59937a7adc0ddd61
2026-04-23 13:27:27,2026-04-23 13:36:55,IP Address,*******,100,568,True,2026-04-23 13:36:56,R_1OiThwquEv6X4My,*******,*******,*******,*******,*******,*******,anonymous,EN,1,"Yes, I consent",69df9d13a2dd0c8a6985298c,80,100,"Vertical stripes feel more natural and common. From an appearance perspective, if it’s more desirable, it’s probably more fertile.",,83,93,"Up and to the left, again, feels more natural to me. I think the opposite would feel “against the grain” and not scream high fertility.",,81,100,"Same as before, I think curved feet would be better at abilities needed to raise young. Collecting food, preparing nests, etc.",,50,50,Webbed feet vs. curved feet feel like two different species to me and I’m not sure at that point if one would be more fertile than the other. Possible webbed feet over curved slightly due to how many eggs frogs will lay.,,80,100,The curved feet might be better at digging nests or foraging for food. I’d imagine that reptiles that are better at those abilities are more fertile and desirable than others.,,100,100,At this point I’m fully convinced that curved feet might be the best option for reptiles. I think it is linked to raising young and providing food.,,84,10,"Nails are naturally more useful than the curved feet. Based on my previous answers, nails are an upgrade and would be better in most cases.",,60,70,"The ridges to me scream self-defense from predators, making it more likely the animal has something to protect, if not just itself. Reptiles with that feature might be protecting young, and thus, more fertile.",,complete,,69df9d13a2dd0c8a6985298c
2026-04-23 13:35:18,2026-04-23 13:39:16,IP Address,*******,100,237,True,2026-04-23 13:39:16,R_3CVHDo23LhfsMYp,*******,*******,*******,*******,*******,*******,anonymous,EN,1,"Yes, I consent",663e3f9f91031227e8943a33,4,50,It wouldn't have,,0,50,,I can't think of any,5,50,,I can't think of any,0,50,,I can't think of any,0,50,,I can't think of any,0,50,,I can't think of any,5,50,,I can't think of any,0,50,,I can't think of any,complete,,663e3f9f91031227e8943a33
2026-04-23 13:21:53,2026-04-23 13:40:57,IP Address,*******,100,1143,True,2026-04-23 13:40:57,R_70qS0t1qHvkdyin,*******,*******,*******,*******,*******,*******,anonymous,EN,1,"Yes, I consent",5f1b55267edce210c08134de,2,51,,I can't think of any,4,52,,I can't think of any,67,100,The flat toes could also be a sign of maturation. Curved feet mean that the reptile is older,,7,50,The hormones in there body are making their feet webbed? I guess? I'd assume it has something to do with hormones.,,69,39,,I can't think of any,0,51,,I can't think of any,34,37,The nails are a sign of maturation. If you have nails you are probably an adult lizard. I'd assume anyways.,,0,54,,I can't think of any,complete,,5f1b55267edce210c08134de
2026-04-23 13:44:50,2026-04-23 13:49:07,IP Address,*******,100,257,True,2026-04-23 13:49:08,R_1dRM2DnxL9J7vqH,*******,*******,*******,*******,*******,*******,anonymous,EN,1,"Yes, I consent",65c296837d9cf28c3bbd5eda,0,50,,I can't think of any,0,50,,I can't think of any,50,50,,I can't think of any,50,50,,I can't think of any,50,50,,I can't think of any,50,50,,I can't think of any,50,50,,I can't think of any,50,50,,I can't think of any,complete,,65c296837d9cf28c3bbd5eda
2026-04-23 13:53:40,2026-04-23 13:57:16,IP Address,*******,100,215,True,2026-04-23 13:57:16,R_691cFBVqyjNnzH3,*******,*******,*******,*******,*******,*******,anonymous,EN,1,"Yes, I consent",69d058a8581394754c3b7fc9,64,79,Makes sense that appearance may influence fertility.,,56,12,,I can't think of any,46,74,,I can't think of any,25,50,,I can't think of any,55,27,,I can't think of any,42,76,,I can't think of any,43,50,,I can't think of any,56,49,,I can't think of any,complete,,69d058a8581394754c3b7fc9
2026-04-23 13:03:24,2026-04-23 13:58:29,IP Address,*******,100,3305,True,2026-04-23 13:58:30,R_19n2ZCn1dm8fgCl,*******,*******,*******,*******,*******,*******,anonymous,EN,1,"Yes, I consent",6999d1e5ae69c8f94de1e1c9,50,91,Stripe direction could be an indirect signal tied to traits that do influence reproductive success,,35,18,Stripe direction may be an indirect signal tied to traits that influence reproductive success,,81,96,Foot shape doesnt directly affect fertility like egg or sperm production but it can strongly influence the ability to mate,,52,50,Feet are mostly for mobility. I am not sure whether it makes  any difference when it comes to mating,,67,,Males with well adapted feet have a higher chance of mating hence higher  chance of fertility,,35,51,,I can't think of any,47,84,Foot structure may have indirect effect in mating ability hence affecting fertility,,26,50,The structure may have to do more with attraction to the female species during mating,,complete,,6999d1e5ae69c8f94de1e1c9
2026-04-23 13:55:34,2026-04-23 14:10:04,IP Address,*******,100,870,True,2026-04-23 14:10:05,R_6zSDgGxUHKvwe7Q,*******,*******,*******,*******,*******,*******,anonymous,EN,1,"Yes, I consent",6475f1d696be138189f68303,63,61,,I can't think of any,65,35,,I can't think of any,62,38,,I can't think of any,62,38,,I can't think of any,61,36,,I can't think of any,62,38,,I can't think of any,64,64,,I can't think of any,64,36,,I can't think of any,complete,,6475f1d696be138189f68303
2026-04-23 14:16:08,2026-04-23 14:26:30,IP Address,*******,100,621,True,2026-04-23 14:26:31,R_1kz8YUc63MVVGx1,*******,*******,*******,*******,*******,*******,anonymous,EN,1,"Yes, I consent",640168ed11cae91527326eea,50,50,Maybe the direction of their stripes affects the affection they get from females of the same species. One could be more attractive than the other.,,20,50,"Well if both are the same reptile, maybe one of the directions is a sign of a birth defect, that might or might not decrease their fertility",,20,60,,I can't think of any,50,0,"Well the left one, gives me  a more aquatic feeling. I think aquatic animals tend to have more babies?",,0,50,,I can't think of any,40,60,,I can't think of any,30,10,,I can't think of any,0,50,,I can't think of any,complete,,640168ed11cae91527326eea
