participant,training_responses,food_amount,error,feedback,trial_stop_time,testing_image_order,testing_responses,training_categories,training_tail,training_wing,training_color,testing_categories,conditionOrder,training_image_order,attention_check,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,wing_high,wing_low,tail_high,tail_low,wing_discrete_slider.response,wing_direction_slider.response,wing_continuous_slider.response,color_discrete_slider.response,color_direction_slider.response,color_continuous_slider.response,tail_discrete_slider.response,tail_direction_slider.response,tail_continuous_slider.response
074,"[7.0, 6.0, 5.0, 4.0, 6.0, 6.0, 6.0, 5.0, 3.0, 6.0, 4.0, 5.0, 4.0, 7.0, 6.0, 8.0, 8.0, 6.0, 8.0, 8.0, 6.0, 2.0, 6.0, 5.0]","[9.0, 6.0, 2.0, 4.0, 3.0, 5.0, 5.0, 8.0, 3.0, 8.0, 8.0, 6.0, 4.0, 3.0, 6.0, 8.0, 8.0, 4.0, 9.0, 6.0, 4.0, 6.0, 2.0, 3.0]","[2.0, 0.0, 3.0, 0.0, 3.0, 1.0, 1.0, 3.0, 0.0, 2.0, 4.0, 1.0, 0.0, 4.0, 0.0, 0.0, 0.0, 2.0, 1.0, 2.0, 2.0, 4.0, 4.0, 2.0]",[],376.991,"['N_Y_C', 'T_Y_S', 'T_B_S', 'T_B_C', 'N_B_S', 'T_Y_C', 'N_Y_S', 'N_B_C']","[4.0, 6.0, 6.0, 8.0, 6.0, 7.0, 7.0, 5.0]","['high', 'medium', 'low', 'low', 'medium', 'medium', 'medium', 'high', 'low', 'medium', 'high', 'medium', 'medium', 'medium', 'low', 'high', 'high', 'low', 'high', 'medium', 'medium', 'medium', 'medium', 'low']","['H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2']","['I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1']","['H1', 'L1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1']","['low', 'medium', 'high', 'medium', 'high', 'low', 'medium', 'medium']",74,"['N_B_S', 'N_Y_S', 'N_Y_C', 'T_Y_C', 'T_Y_S', 'T_B_C', 'N_B_C', 'T_B_S', 'N_Y_C', 'T_B_C', 'T_B_S', 'N_Y_S', 'T_Y_S', 'N_B_C', 'T_Y_C', 'N_B_S', 'N_B_S', 'T_Y_C', 'T_B_S', 'T_B_C', 'N_Y_S', 'T_Y_S', 'N_B_C', 'N_Y_C']",1,color,tail,wing,B,Y,T,N,S,C,Yes,Wings,3.0,No,,,Yes, Straight,2.0
089,"[5.0, 6.0, 6.0, 6.0, 2.0, 3.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 6.0, 6.0, 6.0, 4.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]","[6.0, 8.0, 7.0, 2.0, 6.0, 6.0, 6.0, 6.0, 5.0, 7.0, 6.0, 9.0, 8.0, 1.0, 6.0, 6.0, 7.0, 6.0, 2.0, 5.0, 5.0, 7.0, 6.0, 7.0]","[1.0, 2.0, 1.0, 4.0, 4.0, 3.0, 0.0, 0.0, 1.0, 1.0, 0.0, 2.0, 2.0, 5.0, 0.0, 2.0, 1.0, 0.0, 4.0, 1.0, 1.0, 1.0, 0.0, 1.0]",[],341.7035,"['N_Y_S', 'T_Y_S', 'T_B_S', 'N_B_S', 'T_B_C', 'N_Y_C', 'T_Y_C', 'N_B_C']","[2.0, 7.0, 6.0, 6.0, 6.0, 6.0, 7.0, 6.0]","['medium', 'high', 'high', 'low', 'medium', 'medium', 'medium', 'low', 'medium', 'medium', 'medium', 'high', 'high', 'low', 'low', 'medium', 'medium', 'high', 'low', 'medium', 'medium', 'medium', 'low', 'high']","['L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1']","['H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2']","['I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2']","['low', 'medium', 'medium', 'low', 'high', 'medium', 'high', 'medium']",89,"['T_B_S', 'T_Y_C', 'T_B_C', 'N_Y_S', 'N_Y_C', 'N_B_C', 'T_Y_S', 'N_B_S', 'T_B_S', 'T_Y_S', 'N_B_C', 'T_Y_C', 'T_B_C', 'N_Y_S', 'N_B_S', 'N_Y_C', 'N_B_C', 'T_B_C', 'N_Y_S', 'N_Y_C', 'T_B_S', 'T_Y_S', 'N_B_S', 'T_Y_C']",1,tail,wing,color,B,Y,T,N,C,S,No,,,No,,,Yes, Straight,4.0
110,"[3.0, 6.0, 4.0, 4.0, 4.0, 6.0, 8.0, 3.0, 7.0, 4.0, 6.0, 5.0, 4.0, 3.0, 6.0, 7.0, 5.0, 7.0, 3.0, 5.0, 4.0, 5.0, 7.0, 4.0]","[7.0, 4.0, 4.0, 8.0, 3.0, 5.0, 5.0, 7.0, 8.0, 2.0, 7.0, 7.0, 5.0, 5.0, 5.0, 2.0, 4.0, 4.0, 4.0, 4.0, 3.0, 8.0, 4.0, 6.0]","[4.0, 2.0, 0.0, 4.0, 1.0, 1.0, 3.0, 4.0, 1.0, 2.0, 1.0, 2.0, 1.0, 2.0, 1.0, 5.0, 1.0, 3.0, 1.0, 1.0, 1.0, 3.0, 3.0, 2.0]",[],825.3159,"['T_B_S', 'N_Y_C', 'T_Y_C', 'N_Y_S', 'N_B_S', 'N_B_C', 'T_B_C', 'T_Y_S']","[6.0, 4.0, 5.0, 3.0, 4.0, 5.0, 8.0, 8.0]","['medium', 'low', 'medium', 'high', 'low', 'medium', 'medium', 'high', 'high', 'low', 'high', 'medium', 'medium', 'medium', 'medium', 'low', 'medium', 'high', 'low', 'medium', 'low', 'high', 'medium', 'medium']","['H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1']","['I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I2', 'I1']","['L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2']","['high', 'low', 'low', 'medium', 'high', 'medium', 'medium', 'medium']",110,"['T_Y_S', 'T_Y_C', 'N_B_C', 'N_B_S', 'N_Y_C', 'T_B_C', 'N_Y_S', 'T_B_S', 'T_B_S', 'T_Y_C', 'N_B_S', 'T_Y_S', 'N_Y_S', 'T_B_C', 'N_B_C', 'N_Y_C', 'N_B_C', 'N_B_S', 'N_Y_C', 'T_Y_S', 'T_Y_C', 'T_B_S', 'T_B_C', 'N_Y_S']",1,tail,color,wing,B,Y,T,N,S,C,Yes,Wings,4.0,No,,,Yes,Curly,3.0
173,"[5.0, 5.0, 3.0, 3.0, 4.0, 6.0, 7.0, 5.0, 4.0, 6.0, 6.0, 3.0, 6.0, 6.0, 4.0, 4.0, 3.0, 7.0, 6.0, 5.0, 5.0, 4.0, 5.0, 5.0]","[6.0, 3.0, 3.0, 5.0, 2.0, 5.0, 7.0, 7.0, 2.0, 4.0, 7.0, 3.0, 5.0, 5.0, 5.0, 5.0, 3.0, 6.0, 8.0, 7.0, 5.0, 2.0, 5.0, 8.0]","[1.0, 2.0, 0.0, 2.0, 2.0, 1.0, 0.0, 2.0, 2.0, 2.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 2.0, 2.0, 0.0, 2.0, 0.0, 3.0]",[],440.395,"['T_Y_S', 'N_B_S', 'T_B_S', 'N_Y_C', 'N_Y_S', 'T_B_C', 'T_Y_C', 'N_B_C']","[5.0, 5.0, 7.0, 5.0, 2.0, 8.0, 7.0, 6.0]","['high', 'medium', 'low', 'medium', 'low', 'medium', 'high', 'medium', 'low', 'high', 'high', 'low', 'medium', 'medium', 'medium', 'medium', 'low', 'high', 'high', 'medium', 'medium', 'low', 'medium', 'medium']","['H1', 'L1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1']","['H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2']","['I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2']","['medium', 'low', 'medium', 'medium', 'low', 'high', 'high', 'medium']",173,"['T_B_C', 'T_B_S', 'N_B_S', 'T_Y_S', 'N_Y_S', 'N_B_C', 'T_Y_C', 'N_Y_C', 'N_B_S', 'T_Y_C', 'T_B_C', 'N_Y_S', 'N_B_C', 'N_Y_C', 'T_B_S', 'T_Y_S', 'N_Y_S', 'T_B_C', 'T_Y_C', 'T_B_S', 'N_Y_C', 'N_B_S', 'N_B_C', 'T_Y_S']",1,tail,wing,color,Y,B,T,N,C,S,No,,,Yes, Yellow,5.0,Yes,Curly,6.0
051,"[5.0, 6.0, 5.0, 3.0, 6.0, 3.0, 8.0, 8.0, 7.0, 6.0, 7.0, 4.0, 6.0, 3.0, 4.0, 3.0, 5.0, 3.0, 5.0, 6.0, 2.0, 2.0, 3.0, 6.0]","[6.0, 6.0, 3.0, 4.0, 2.0, 8.0, 6.0, 7.0, 5.0, 2.0, 7.0, 4.0, 6.0, 6.0, 5.0, 8.0, 3.0, 5.0, 7.0, 2.0, 4.0, 3.0, 4.0, 6.0]","[1.0, 0.0, 2.0, 1.0, 4.0, 5.0, 2.0, 1.0, 2.0, 4.0, 0.0, 0.0, 0.0, 3.0, 1.0, 5.0, 2.0, 2.0, 2.0, 4.0, 2.0, 1.0, 1.0, 0.0]","['I really tried my best! It got confusing for sure, just when I felt like I thought I had it down i felt it would change on me!\xa0']",535.908,"['T_B_C', 'N_Y_C', 'N_Y_S', 'T_Y_C', 'N_B_S', 'T_B_S', 'N_B_C', 'T_Y_S']","[5.0, 4.0, 4.0, 6.0, 5.0, 5.0, 3.0, 5.0]","['medium', 'low', 'medium', 'medium', 'low', 'high', 'medium', 'high', 'high', 'low', 'high', 'low', 'medium', 'medium', 'medium', 'medium', 'medium', 'high', 'high', 'low', 'medium', 'low', 'medium', 'medium']","['I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1']","['H1', 'L1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'L1', 'H1']","['L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2']","['low', 'high', 'high', 'medium', 'medium', 'low', 'medium', 'medium']",51,"['N_B_S', 'T_B_S', 'T_Y_S', 'T_Y_C', 'T_B_C', 'N_Y_S', 'N_B_C', 'N_Y_C', 'N_Y_S', 'T_B_S', 'N_Y_C', 'T_B_C', 'N_B_C', 'T_Y_S', 'N_B_S', 'T_Y_C', 'N_B_S', 'N_Y_S', 'N_Y_C', 'T_B_C', 'T_Y_S', 'T_B_S', 'T_Y_C', 'N_B_C']",1,wing,color,tail,Y,B,N,T,C,S,Yes, Paws,5.0,Yes,Blue,5.0,Yes, Straight,4.0
149,"[8.0, 5.0, 7.0, 2.0, 5.0, 6.0, 5.0, 5.0, 4.0, 6.0, 4.0, 8.0, 5.0, 8.0, 3.0, 5.0, 1.0, 5.0, 8.0, 8.0, 6.0, 6.0, 3.0, 6.0]","[7.0, 1.0, 6.0, 4.0, 8.0, 6.0, 4.0, 6.0, 2.0, 4.0, 6.0, 8.0, 5.0, 5.0, 1.0, 5.0, 3.0, 5.0, 9.0, 8.0, 3.0, 7.0, 1.0, 8.0]","[1.0, 4.0, 1.0, 2.0, 3.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 0.0, 0.0, 3.0, 2.0, 0.0, 2.0, 0.0, 1.0, 0.0, 3.0, 1.0, 2.0, 2.0]",[],352.083,"['N_B_C', 'T_B_C', 'N_Y_C', 'T_Y_S', 'N_B_S', 'T_B_S', 'T_Y_C', 'N_Y_S']","[5.0, 8.0, 5.0, 6.0, 3.0, 6.0, 8.0, 3.0]","['high', 'low', 'medium', 'low', 'high', 'medium', 'medium', 'medium', 'low', 'medium', 'medium', 'high', 'medium', 'high', 'low', 'medium', 'low', 'medium', 'high', 'high', 'medium', 'medium', 'low', 'medium']","['H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1']","['H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2']","['I1', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2']","['medium', 'high', 'medium', 'medium', 'low', 'medium', 'high', 'low']",149,"['T_B_C', 'N_Y_S', 'T_B_S', 'N_B_S', 'T_Y_C', 'N_B_C', 'T_Y_S', 'N_Y_C', 'N_Y_S', 'N_Y_C', 'N_B_C', 'T_Y_C', 'T_B_S', 'T_B_C', 'N_B_S', 'T_Y_S', 'N_B_S', 'N_B_C', 'T_B_C', 'T_Y_C', 'N_Y_C', 'T_B_S', 'N_Y_S', 'T_Y_S']",1,tail,wing,color,B,Y,T,N,C,S,Yes,Wings,6.0,No,,,Yes,Curly,3.0
219,"[4.0, 6.0, 5.0, 8.0, 2.0, 2.0, 8.0, 2.0, 8.0, 8.0, 8.0, 4.0, 5.0, 6.0, 4.0, 6.0, 4.0, 4.0, 4.0, 4.0, 3.0, 4.0, 6.0, 8.0]","[8.0, 2.0, 2.0, 3.0, 5.0, 4.0, 9.0, 4.0, 7.0, 8.0, 4.0, 6.0, 3.0, 9.0, 7.0, 6.0, 5.0, 5.0, 5.0, 2.0, 6.0, 2.0, 9.0, 6.0]","[4.0, 4.0, 3.0, 5.0, 3.0, 2.0, 1.0, 2.0, 1.0, 0.0, 4.0, 2.0, 2.0, 3.0, 3.0, 0.0, 1.0, 1.0, 1.0, 2.0, 3.0, 2.0, 3.0, 2.0]",[],344.157,"['N_B_C', 'T_Y_S', 'T_B_C', 'N_Y_C', 'T_Y_C', 'N_B_S', 'N_Y_S', 'T_B_S']","[4.0, 5.0, 5.0, 9.0, 5.0, 6.0, 7.0, 4.0]","['high', 'medium', 'low', 'medium', 'medium', 'low', 'high', 'medium', 'medium', 'high', 'medium', 'low', 'low', 'high', 'medium', 'medium', 'medium', 'low', 'medium', 'medium', 'medium', 'low', 'high', 'high']","['I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2']","['H1', 'H1', 'L1', 'L1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1']","['H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2']","['medium', 'medium', 'low', 'high', 'medium', 'medium', 'high', 'low']",219,"['N_Y_C', 'N_B_S', 'T_B_C', 'T_Y_C', 'T_Y_S', 'T_B_S', 'N_Y_S', 'N_B_C', 'T_Y_S', 'N_Y_S', 'T_Y_C', 'T_B_C', 'T_B_S', 'N_Y_C', 'N_B_C', 'N_B_S', 'N_B_C', 'T_B_C', 'T_Y_C', 'T_Y_S', 'N_B_S', 'T_B_S', 'N_Y_C', 'N_Y_S']",1,wing,color,tail,Y,B,N,T,C,S,Yes,Wings,3.0,No,,,No,,
120,"[4.0, 4.0, 4.0, 8.0, 4.0, 5.0, 4.0, 4.0, 6.0, 2.0, 4.0, 6.0, 8.0, 3.0, 7.0, 5.0, 6.0, 4.0, 8.0, 7.0, 5.0, 6.0, 3.0, 5.0]","[2.0, 8.0, 8.0, 4.0, 3.0, 5.0, 2.0, 8.0, 4.0, 3.0, 6.0, 7.0, 5.0, 3.0, 4.0, 6.0, 2.0, 6.0, 2.0, 7.0, 7.0, 5.0, 7.0, 6.0]","[2.0, 4.0, 4.0, 4.0, 1.0, 0.0, 2.0, 4.0, 2.0, 1.0, 2.0, 1.0, 3.0, 0.0, 3.0, 1.0, 4.0, 2.0, 6.0, 0.0, 2.0, 1.0, 4.0, 1.0]",[],867.257,"['T_Y_C', 'N_B_C', 'N_Y_S', 'N_Y_C', 'T_B_C', 'T_B_S', 'T_Y_S', 'N_B_S']","[6.0, 6.0, 5.0, 4.0, 5.0, 6.0, 6.0, 7.0]","['low', 'high', 'high', 'medium', 'medium', 'medium', 'low', 'medium', 'low', 'low', 'medium', 'medium', 'medium', 'medium', 'high', 'high', 'low', 'low', 'medium', 'high', 'high', 'medium', 'medium', 'medium']","['L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2']","['I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2']","['L1', 'H1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'L1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'H1', 'H1', 'H1', 'L1', 'L1']","['low', 'medium', 'medium', 'low', 'medium', 'high', 'medium', 'high']",120,"['N_Y_C', 'T_B_S', 'N_B_S', 'T_B_C', 'N_B_C', 'T_Y_S', 'T_Y_C', 'N_Y_S', 'T_Y_C', 'N_Y_C', 'T_Y_S', 'N_B_C', 'T_B_C', 'N_Y_S', 'N_B_S', 'T_B_S', 'T_Y_C', 'N_Y_C', 'T_B_C', 'N_B_S', 'T_B_S', 'N_B_C', 'N_Y_S', 'T_Y_S']",1,color,tail,wing,B,Y,N,T,S,C,No,,,Yes,Blue,3.0,Yes,Curly,3.0
128,"[6.0, 4.0, 6.0, 8.0, 6.0, 4.0, 6.0, 9.0, 9.0, 6.0, 3.0, 6.0, 3.0, 4.0, 4.0, 6.0, 4.0, 6.0, 2.0, 7.0, 7.0, 5.0, 4.0, 5.0]","[6.0, 4.0, 2.0, 4.0, 6.0, 8.0, 9.0, 3.0, 3.0, 2.0, 7.0, 7.0, 5.0, 5.0, 5.0, 3.0, 2.0, 5.0, 7.0, 7.0, 9.0, 7.0, 2.0, 5.0]","[0.0, 0.0, 4.0, 4.0, 0.0, 4.0, 3.0, 6.0, 6.0, 4.0, 4.0, 1.0, 2.0, 1.0, 1.0, 3.0, 2.0, 1.0, 5.0, 0.0, 2.0, 2.0, 2.0, 0.0]",[],387.2646,"['T_B_C', 'N_Y_C', 'T_B_S', 'T_Y_C', 'N_B_C', 'T_Y_S', 'N_B_S', 'N_Y_S']","[6.0, 5.0, 6.0, 7.0, 5.0, 5.0, 4.0, 2.0]","['high', 'medium', 'low', 'low', 'medium', 'high', 'medium', 'medium', 'medium', 'medium', 'medium', 'high', 'medium', 'low', 'high', 'low', 'medium', 'high', 'medium', 'medium', 'high', 'medium', 'low', 'low']","['H2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2']","['I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2']","['H1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1']","['medium', 'low', 'high', 'low', 'medium', 'medium', 'high', 'medium']",128,"['T_B_S', 'N_B_C', 'N_Y_C', 'T_Y_C', 'T_B_C', 'N_B_S', 'T_Y_S', 'N_Y_S', 'T_Y_S', 'N_B_C', 'T_B_C', 'T_B_S', 'N_Y_S', 'T_Y_C', 'N_B_S', 'N_Y_C', 'N_Y_S', 'T_B_S', 'N_B_C', 'T_Y_S', 'N_B_S', 'T_B_C', 'N_Y_C', 'T_Y_C']",1,color,tail,wing,B,Y,T,N,S,C,Yes,Wings,3.0,Yes,Blue,6.0,Yes,Curly,4.0
017,"[3.0, 4.0, 6.0, 5.0, 7.0, 6.0, 6.0, 9.0, 6.0, 6.0, 5.0, 4.0, 6.0, 8.0, 3.0, 7.0, 4.0, 9.0, 5.0, 5.0, 6.0, 7.0, 5.0, 3.0]","[4.0, 6.0, 2.0, 9.0, 6.0, 5.0, 6.0, 6.0, 3.0, 5.0, 6.0, 2.0, 8.0, 7.0, 3.0, 9.0, 3.0, 7.0, 2.0, 5.0, 5.0, 7.0, 5.0, 2.0]","[1.0, 2.0, 4.0, 4.0, 1.0, 1.0, 0.0, 3.0, 3.0, 1.0, 1.0, 2.0, 2.0, 1.0, 0.0, 2.0, 1.0, 2.0, 3.0, 0.0, 1.0, 0.0, 0.0, 1.0]","['It was interesting! I deduced that color was not meaningful, not sure if I was accurate on that. Thanks for a fun experiment!']",639.0711,"['N_Y_C', 'T_B_C', 'N_B_S', 'T_Y_C', 'N_B_C', 'N_Y_S', 'T_Y_S', 'T_B_S']","[6.0, 9.0, 3.0, 9.0, 6.0, 3.0, 5.0, 5.0]","['low', 'medium', 'low', 'high', 'medium', 'medium', 'medium', 'high', 'medium', 'medium', 'medium', 'low', 'medium', 'high', 'low', 'high', 'low', 'high', 'medium', 'medium', 'medium', 'high', 'medium', 'low']","['L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2']","['L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1']","['I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I1']","['medium', 'high', 'low', 'high', 'medium', 'low', 'medium', 'medium']",17,"['N_B_S', 'N_Y_C', 'N_Y_S', 'T_B_C', 'T_B_S', 'T_Y_S', 'N_B_C', 'T_Y_C', 'N_Y_C', 'T_Y_S', 'T_B_S', 'N_Y_S', 'N_B_C', 'T_B_C', 'N_B_S', 'T_Y_C', 'N_B_S', 'T_B_C', 'T_Y_S', 'T_B_S', 'N_Y_C', 'T_Y_C', 'N_B_C', 'N_Y_S']",1,wing,tail,color,B,Y,T,N,C,S,Yes,Wings,4.0,No,,,Yes,Curly,6.0
