participant,training_responses,fertility_score,error,feedback,trial_stop_time,testing_image_order,testing_responses,training_categories,training_feet,training_stripes,testing_categories,conditionOrder,training_image_order,attention_check,cogpro_predict,cogpro_explain,relevant_dim,irrelevant_dim,feet_high,stripes_low,stripes_high,feet_low,feet_discrete_slider.response,feet_direction_slider.response,feet_continuous_slider.response,stripes_discrete_slider.response,stripes_direction_slider.response,stripes_continuous_slider.response
023,"[6.0, 7.0, 7.0, 2.0, 4.0, 7.0, 6.0, 2.0, 2.0, 4.0, 6.0, 9.0, 4.0, 4.0, 7.0, 5.0]","[7.0, 1.0, 8.0, 5.0, 5.0, 9.0, 7.0, 3.0, 2.0, 4.0, 6.0, 5.0, 2.0, 6.0, 2.0, 5.0]","[1.0, 6.0, 1.0, 3.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 4.0, 2.0, 2.0, 5.0, 0.0]",[],353.291,"['E_F', 'W_C', 'W_F', 'E_C']","[9.0, 2.0, 7.0, 6.0]","['high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high']","['F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F']","['E', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W']","['high', 'low', 'high', 'low']",23,"['E_F', 'W_C', 'W_F', 'E_C', 'E_C', 'E_F', 'W_F', 'W_C', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C', 'E_F', 'W_F']",1,6.0,4.0,feet,stripes,F,W,E,C,Yes,Webbed,5.0,Yes, Up/Right,5.0
146,"[4.0, 3.0, 6.0, 8.0, 6.0, 9.0, 4.0, 2.0, 2.0, 5.0, 6.0, 3.0, 7.0, 6.0, 6.0, 8.0]","[3.0, 6.0, 7.0, 3.0, 8.0, 7.0, 3.0, 1.0, 3.0, 5.0, 1.0, 10.0, 5.0, 9.0, 4.0, 9.0]","[1.0, 3.0, 1.0, 5.0, 2.0, 2.0, 1.0, 1.0, 1.0, 0.0, 5.0, 7.0, 2.0, 3.0, 2.0, 1.0]",[],264.2342,"['W_C', 'W_F', 'E_F', 'E_C']","[9.0, 7.0, 6.0, 4.0]","['low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high']","['C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F']","['E', 'W', 'W', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W']","['high', 'high', 'low', 'low']",146,"['E_C', 'W_F', 'W_C', 'E_F', 'W_C', 'W_F', 'E_F', 'E_C', 'E_C', 'W_C', 'E_F', 'W_F', 'E_F', 'W_C', 'E_C', 'W_F']",1,5.0,6.0,stripes,feet,F,E,W,C,Yes,Webbed,5.0,Yes,Up/Left,6.0
179,"[6.0, 6.0, 6.0, 8.0, 5.0, 6.0, 9.0, 6.0, 8.0, 5.0, 8.0, 8.0, 6.0, 7.0, 7.0, 8.0]","[5.0, 7.0, 10.0, 2.0, 4.0, 7.0, 4.0, 6.0, 6.0, 10.0, 5.0, 1.0, 3.0, 8.0, 5.0, 10.0]","[1.0, 1.0, 4.0, 6.0, 1.0, 1.0, 5.0, 0.0, 2.0, 5.0, 3.0, 7.0, 3.0, 1.0, 2.0, 2.0]",['The study was well detailed.'],506.8198,"['E_C', 'E_F', 'W_C', 'W_F']","[7.0, 8.0, 2.0, 5.0]","['low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'high', 'low', 'high']","['C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'F', 'C', 'C', 'C', 'F', 'C', 'F']","['W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E']","['low', 'high', 'low', 'high']",179,"['W_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_F', 'E_C', 'W_F', 'E_F', 'W_F', 'W_C', 'E_C', 'E_C', 'W_F', 'W_C', 'E_F']",1,5.0,5.0,feet,stripes,F,E,W,C,Yes,Webbed,6.0,Yes,Up/Left,2.0
077,"[5.0, 7.0, 7.0, 8.0, 8.0, 8.0, 5.0, 5.0, 8.0, 5.0, 5.0, 8.0, 8.0, 8.0, 4.0, 5.0]","[7.0, 8.0, 10.0, 4.0, 9.0, 7.0, 6.0, 7.0, 9.0, 5.0, 4.0, 8.0, 8.0, 10.0, 5.0, 3.0]","[2.0, 1.0, 3.0, 4.0, 1.0, 1.0, 1.0, 2.0, 1.0, 0.0, 1.0, 0.0, 0.0, 2.0, 1.0, 2.0]",['Thank you\xa0'],235.8477,"['E_C', 'W_C', 'W_F', 'E_F']","[9.0, 8.0, 4.0, 5.0]","['low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low']","['F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F']","['W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'E']","['high', 'high', 'low', 'low']",77,"['W_F', 'W_C', 'E_C', 'E_F', 'W_C', 'E_C', 'E_F', 'W_F', 'E_C', 'W_F', 'E_F', 'W_C', 'W_C', 'E_C', 'W_F', 'E_F']",1,7.0,7.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,7.0,No,,
117,"[4.0, 8.0, 9.0, 2.0, 2.0, 10.0, 2.0, 6.0, 2.0, 10.0, 5.0, 7.0, 8.0, 10.0, 7.0, 4.0]","[9.0, 10.0, 4.0, 1.0, 3.0, 7.0, 7.0, 3.0, 7.0, 9.0, 1.0, 6.0, 9.0, 7.0, 7.0, 1.0]","[5.0, 2.0, 5.0, 1.0, 1.0, 3.0, 5.0, 3.0, 5.0, 1.0, 4.0, 1.0, 1.0, 3.0, 0.0, 3.0]",[],395.228,"['E_C', 'W_F', 'E_F', 'W_C']","[9.0, 1.0, 7.0, 5.0]","['high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'high', 'low', 'low']","['C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'C', 'F', 'F']","['W', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W']","['high', 'low', 'low', 'high']",117,"['W_C', 'E_C', 'E_F', 'W_F', 'W_F', 'E_C', 'W_C', 'E_F', 'W_F', 'E_C', 'E_F', 'W_C', 'W_C', 'E_C', 'E_F', 'W_F']",1,7.0,3.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,5.0,No,,
105,"[7.0, 6.0, 5.0, 8.0, 5.0, 3.0, 5.0, 6.0, 8.0, 5.0, 3.0, 5.0, 8.0, 5.0, 4.0, 5.0]","[6.0, 10.0, 5.0, 3.0, 5.0, 10.0, 10.0, 7.0, 10.0, 4.0, 1.0, 3.0, 4.0, 1.0, 9.0, 4.0]","[1.0, 4.0, 0.0, 5.0, 0.0, 7.0, 5.0, 1.0, 2.0, 1.0, 2.0, 2.0, 4.0, 4.0, 5.0, 1.0]",[],275.143,"['W_C', 'E_F', 'E_C', 'W_F']","[5.0, 9.0, 2.0, 6.0]","['low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'low', 'high', 'high']","['F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'F', 'C', 'C']","['W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W']","['high', 'low', 'high', 'low']",105,"['W_F', 'E_C', 'W_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_F', 'E_C', 'W_C', 'E_F', 'W_F', 'E_F', 'W_F', 'E_C', 'W_C']",1,7.0,1.0,feet,stripes,C,W,E,F,Yes,Webbed,3.0,No,,
045,"[10.0, 1.0, 6.0, 7.0, 3.0, 2.0, 4.0, 9.0, 3.0, 7.0, 9.0, 6.0, 8.0, 5.0, 7.0, 3.0]","[1.0, 10.0, 1.0, 10.0, 1.0, 4.0, 5.0, 7.0, 2.0, 7.0, 6.0, 8.0, 3.0, 7.0, 4.0, 4.0]","[9.0, 9.0, 5.0, 3.0, 2.0, 2.0, 1.0, 2.0, 1.0, 0.0, 3.0, 2.0, 5.0, 2.0, 3.0, 1.0]","['At first, I looked for patterns. I noticed some animals tended to have darker stripes and others had stuff around their eyes. I was trying to see if any made a difference']",389.7794,"['E_C', 'E_F', 'W_F', 'W_C']","[7.0, 9.0, 2.0, 6.0]","['low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'high', 'low', 'low']","['F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'C', 'F', 'F']","['E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E']","['high', 'low', 'low', 'high']",45,"['E_F', 'W_C', 'W_F', 'E_C', 'E_F', 'W_C', 'W_F', 'E_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_C', 'W_C', 'W_F', 'E_F']",1,4.0,2.0,feet,stripes,C,E,W,F,No,,,Yes, Up/Right,3.0
205,"[5.0, 10.0, 5.0, 10.0, 10.0, 4.0, 5.0, 10.0, 5.0, 10.0, 5.0, 7.0, 4.0, 8.0, 4.0, 6.0]","[10.0, 5.0, 10.0, 4.0, 6.0, 5.0, 7.0, 5.0, 3.0, 2.0, 10.0, 6.0, 4.0, 8.0, 7.0, 4.0]","[5.0, 5.0, 5.0, 6.0, 4.0, 1.0, 2.0, 5.0, 2.0, 8.0, 5.0, 1.0, 0.0, 0.0, 3.0, 2.0]","[""Everything was fine :) I just didn't notice the different paws of the reptiles but I understand that can be part of the study, I did noticed the lines and how the form affected the fertility""]",720.4319,"['E_F', 'W_F', 'W_C', 'E_C']","[6.0, 4.0, 4.0, 8.0]","['high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low']","['C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'C', 'F']","['E', 'E', 'W', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E']","['low', 'low', 'high', 'high']",205,"['E_C', 'E_F', 'W_C', 'W_F', 'E_C', 'W_F', 'W_C', 'E_F', 'W_F', 'E_F', 'W_C', 'E_C', 'W_F', 'E_C', 'W_C', 'E_F']",1,7.0,1.0,feet,stripes,C,E,W,F,No,,,Yes, Up/Right,6.0
120,"[5.0, 5.0, 6.0, 5.0, 5.0, 1.0, 5.0, 5.0, 5.0, 7.0, 7.0, 10.0, 3.0, 5.0, 7.0, 6.0]","[5.0, 1.0, 5.0, 5.0, 6.0, 1.0, 4.0, 6.0, 9.0, 8.0, 4.0, 4.0, 4.0, 8.0, 6.0, 9.0]","[0.0, 4.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 4.0, 1.0, 3.0, 6.0, 1.0, 3.0, 1.0, 3.0]",['The survey was informative and interesting. Thank you.'],434.6229,"['E_C', 'E_F', 'W_F', 'W_C']","[5.0, 5.0, 6.0, 9.0]","['high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'high', 'low', 'high']","['F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F']","['E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'W', 'E', 'W', 'E']","['high', 'high', 'low', 'low']",120,"['E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'E_C', 'W_F', 'W_C', 'W_F', 'E_C', 'W_C', 'E_F']",1,7.0,7.0,stripes,feet,C,W,E,F,No,,,No,,
108,"[6.0, 8.0, 6.0, 6.0, 7.0, 4.0, 9.0, 3.0, 6.0, 5.0, 2.0, 5.0, 3.0, 10.0, 5.0, 8.0]","[10.0, 2.0, 8.0, 8.0, 10.0, 3.0, 8.0, 2.0, 2.0, 10.0, 7.0, 5.0, 6.0, 8.0, 5.0, 9.0]","[4.0, 6.0, 2.0, 2.0, 3.0, 1.0, 1.0, 1.0, 4.0, 5.0, 5.0, 0.0, 3.0, 2.0, 0.0, 1.0]",[],429.3534,"['W_C', 'E_F', 'W_F', 'E_C']","[4.0, 6.0, 3.0, 10.0]","['high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high']","['C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'F', 'C', 'C', 'C', 'F', 'F']","['E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E']","['low', 'high', 'low', 'high']",108,"['E_C', 'W_F', 'W_C', 'E_F', 'E_C', 'W_C', 'E_F', 'W_F', 'W_F', 'E_C', 'E_F', 'W_C', 'W_C', 'E_C', 'W_F', 'E_F']",1,7.0,6.0,stripes,feet,C,W,E,F,Yes, Curved/Pointy,7.0,Yes, Up/Right,5.0
149,"[8.0, 4.0, 6.0, 4.0, 6.0, 4.0, 8.0, 9.0, 2.0, 5.0, 8.0, 10.0, 2.0, 9.0, 9.0, 5.0]","[4.0, 6.0, 4.0, 1.0, 9.0, 2.0, 8.0, 9.0, 5.0, 2.0, 5.0, 8.0, 3.0, 3.0, 10.0, 6.0]","[4.0, 2.0, 2.0, 3.0, 3.0, 2.0, 0.0, 0.0, 3.0, 3.0, 3.0, 2.0, 1.0, 6.0, 1.0, 1.0]",['Nothing was confusing and no errors.'],587.8023,"['W_F', 'E_F', 'W_C', 'E_C']","[5.0, 2.0, 8.0, 9.0]","['low', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low']","['F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'C', 'F']","['W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W']","['low', 'low', 'high', 'high']",149,"['W_F', 'W_C', 'E_C', 'E_F', 'W_F', 'E_F', 'W_C', 'E_C', 'W_F', 'E_F', 'E_C', 'W_C', 'E_F', 'W_C', 'E_C', 'W_F']",1,4.0,6.0,feet,stripes,C,E,W,F,Yes,Webbed,7.0,Yes,Up/Left,7.0
035,"[6.0, 7.0, 1.0, 8.0, 5.0, 2.0, 7.0, 5.0, 1.0, 6.0, 9.0, 5.0, 4.0, 9.0, 4.0, 9.0]","[7.0, 1.0, 8.0, 5.0, 2.0, 7.0, 5.0, 1.0, 6.0, 9.0, 3.0, 4.0, 10.0, 6.0, 5.0, 1.0]","[1.0, 6.0, 7.0, 3.0, 3.0, 5.0, 2.0, 4.0, 5.0, 3.0, 6.0, 1.0, 6.0, 3.0, 1.0, 8.0]",['The task was fun!!Abit tricky at the start but got the hung of it as i progressed'],527.1279,"['W_F', 'E_C', 'W_C', 'E_F']","[4.0, 9.0, 1.0, 7.0]","['high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low']","['F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C']","['W', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'E']","['high', 'low', 'low', 'high']",35,"['W_F', 'E_C', 'E_F', 'W_C', 'W_C', 'E_F', 'W_F', 'E_C', 'E_F', 'W_F', 'E_C', 'W_C', 'W_F', 'E_F', 'W_C', 'E_C']",1,5.0,6.0,feet,stripes,F,E,W,C,No,,,Yes, Up/Right,6.0
186,"[3.0, 7.0, 5.0, 6.0, 3.0, 5.0, 6.0, 6.0, 6.0, 6.0, 5.0, 6.0, 5.0, 6.0, 5.0, 6.0]","[8.0, 4.0, 9.0, 2.0, 2.0, 10.0, 8.0, 5.0, 7.0, 6.0, 10.0, 6.0, 6.0, 5.0, 5.0, 10.0]","[5.0, 3.0, 4.0, 4.0, 1.0, 5.0, 2.0, 1.0, 1.0, 0.0, 5.0, 0.0, 1.0, 1.0, 0.0, 4.0]","['I thought it was the same picture over and over again, which is why I was alternating between 5 and 6 at the end. Since I thought it was the same picture and the fertility rates were so varied, I just chose the middle options as an average.']",332.8131,"['W_C', 'E_F', 'W_F', 'E_C']","[6.0, 6.0, 6.0, 6.0]","['high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high']","['C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C']","['W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'W']","['high', 'low', 'high', 'low']",186,"['W_C', 'E_F', 'W_F', 'E_C', 'E_C', 'W_F', 'W_C', 'E_F', 'E_C', 'E_F', 'W_F', 'W_C', 'E_F', 'W_F', 'E_C', 'W_C']",1,1.0,1.0,stripes,feet,F,E,W,C,No,,,No,,
018,"[5.0, 3.0, 4.0, 4.0, 4.0, 9.0, 4.0, 8.0, 9.0, 6.0, 9.0, 6.0, 9.0, 5.0, 4.0, 9.0]","[3.0, 4.0, 9.0, 3.0, 7.0, 8.0, 6.0, 10.0, 9.0, 7.0, 8.0, 6.0, 7.0, 1.0, 7.0, 8.0]","[2.0, 1.0, 5.0, 1.0, 3.0, 1.0, 2.0, 2.0, 0.0, 1.0, 1.0, 0.0, 2.0, 4.0, 3.0, 1.0]","['I saw the stripe difference, but missed the web foot difference, in a true study I would have been able to see all the picture as a group, and not just one at a time, so the differences would be easier to pick out.']",571.7767,"['E_C', 'W_F', 'E_F', 'W_C']","[6.0, 7.0, 4.0, 9.0]","['low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high']","['C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F']","['E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W']","['low', 'high', 'low', 'high']",18,"['E_C', 'W_C', 'W_F', 'E_F', 'E_C', 'W_C', 'E_F', 'W_F', 'W_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_C', 'E_F', 'W_F']",1,7.0,2.0,stripes,feet,F,E,W,C,No,,,Yes,Up/Left,6.0
126,"[5.0, 5.0, 10.0, 5.0, 5.0, 10.0, 7.0, 2.0, 3.0, 6.0, 7.0, 2.0, 2.0, 4.0, 10.0, 7.0]","[5.0, 10.0, 1.0, 4.0, 2.0, 7.0, 10.0, 3.0, 7.0, 10.0, 8.0, 1.0, 4.0, 2.0, 7.0, 6.0]","[0.0, 5.0, 9.0, 1.0, 3.0, 3.0, 3.0, 1.0, 4.0, 4.0, 1.0, 1.0, 2.0, 2.0, 3.0, 1.0]",['Images were very small.\xa0'],551.27,"['E_C', 'E_F', 'W_C', 'W_F']","[4.0, 3.0, 8.0, 9.0]","['low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high']","['F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'C', 'F', 'C']","['E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W']","['low', 'low', 'high', 'high']",126,"['E_F', 'W_C', 'E_C', 'W_F', 'E_F', 'W_F', 'W_C', 'E_C', 'E_C', 'W_C', 'W_F', 'E_F', 'E_F', 'E_C', 'W_F', 'W_C']",1,2.0,2.0,stripes,feet,C,E,W,F,Yes,Webbed,3.0,Yes,Up/Left,6.0
180,"[5.0, 8.0, 7.0, 3.0, 3.0, 7.0, 9.0, 4.0, 2.0, 8.0, 8.0, 2.0, 9.0, 9.0, 8.0, 7.0]","[5.0, 7.0, 3.0, 3.0, 3.0, 10.0, 8.0, 2.0, 9.0, 10.0, 9.0, 6.0, 5.0, 4.0, 6.0, 8.0]","[0.0, 1.0, 4.0, 0.0, 0.0, 3.0, 1.0, 2.0, 7.0, 2.0, 1.0, 4.0, 4.0, 5.0, 2.0, 1.0]","[""This was fun! I did want to mention a couple things... I did feel like the mouth color changed from a cream/yellow to white on some of the images, and it also seemed like the belly color changed from yellow to green on some of the images. There were no other questions about either of these features, so maybe I was manufacturing their importance in my head.. But if they WERE important, I do think maybe making the color difference more distinct would've helped. Other than that, I love these types of studies!""]",424.3987,"['E_C', 'W_C', 'W_F', 'E_F']","[8.0, 4.0, 5.0, 8.0]","['high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low']","['F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'C', 'F', 'F']","['E', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W']","['high', 'low', 'low', 'high']",180,"['E_F', 'E_C', 'W_C', 'W_F', 'W_F', 'E_C', 'E_F', 'W_C', 'W_F', 'E_F', 'E_C', 'W_C', 'E_C', 'W_C', 'E_F', 'W_F']",1,7.0,3.0,stripes,feet,F,W,E,C,No,,,Yes, Up/Right,5.0
215,"[3.0, 1.0, 5.0, 9.0, 10.0, 8.0, 7.0, 8.0, 3.0, 5.0, 9.0, 8.0, 7.0, 7.0, 5.0, 4.0]","[1.0, 10.0, 8.0, 7.0, 8.0, 3.0, 8.0, 3.0, 9.0, 8.0, 4.0, 5.0, 8.0, 6.0, 8.0, 4.0]","[2.0, 9.0, 3.0, 2.0, 2.0, 5.0, 1.0, 5.0, 6.0, 3.0, 5.0, 3.0, 1.0, 1.0, 3.0, 0.0]",['the fertile ones also had a slightly more vibrant shade of green and slightly larger eyes'],406.5482,"['W_C', 'E_C', 'W_F', 'E_F']","[3.0, 3.0, 8.0, 7.0]","['low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low']","['C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C']","['W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'W']","['low', 'low', 'high', 'high']",215,"['W_C', 'W_F', 'E_F', 'E_C', 'W_F', 'W_C', 'E_F', 'E_C', 'E_F', 'W_F', 'W_C', 'E_C', 'E_C', 'W_F', 'E_F', 'W_C']",1,1.0,2.0,feet,stripes,F,W,E,C,No,,,No,,
133,"[5.0, 9.0, 6.0, 3.0, 7.0, 3.0, 8.0, 3.0, 3.0, 3.0, 7.0, 7.0, 5.0, 3.0, 8.0, 3.0]","[10.0, 4.0, 2.0, 4.0, 4.0, 9.0, 3.0, 2.0, 3.0, 6.0, 8.0, 3.0, 9.0, 2.0, 3.0, 6.0]","[5.0, 5.0, 4.0, 1.0, 3.0, 6.0, 5.0, 1.0, 0.0, 3.0, 1.0, 4.0, 4.0, 1.0, 5.0, 3.0]","[""I didn't even notice the feet, i was too focused on the stripes, good job.""]",266.442,"['W_C', 'E_F', 'E_C', 'W_F']","[5.0, 7.0, 4.0, 4.0]","['high', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high']","['C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C']","['W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'E', 'W', 'E', 'W']","['high', 'low', 'high', 'low']",133,"['W_C', 'W_F', 'E_F', 'E_C', 'W_C', 'E_C', 'E_F', 'W_F', 'W_F', 'W_C', 'E_C', 'E_F', 'E_C', 'W_F', 'E_F', 'W_C']",1,5.0,5.0,feet,stripes,C,W,E,F,No,,,Yes, Up/Right,6.0
087,"[4.0, 7.0, 6.0, 7.0, 5.0, 6.0, 6.0, 7.0, 5.0, 6.0, 5.0, 6.0, 4.0, 5.0, 6.0, 6.0]","[6.0, 6.0, 7.0, 3.0, 4.0, 5.0, 6.0, 1.0, 3.0, 4.0, 9.0, 1.0, 5.0, 8.0, 5.0, 4.0]","[2.0, 1.0, 1.0, 4.0, 1.0, 1.0, 0.0, 6.0, 2.0, 2.0, 4.0, 5.0, 1.0, 3.0, 1.0, 2.0]",['good survey'],356.0758,"['W_C', 'E_C', 'W_F', 'E_F']","[5.0, 7.0, 4.0, 5.0]","['low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low']","['C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C']","['E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E']","['low', 'low', 'high', 'high']",87,"['E_C', 'W_F', 'E_F', 'W_C', 'W_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_F', 'W_F', 'E_C', 'W_C', 'W_F', 'E_F', 'E_C']",1,6.0,5.0,feet,stripes,F,E,W,C,No,,,Yes, Up/Right,2.0
181,"[5.0, 7.0, 2.0, 5.0, 4.0, 5.0, 4.0, 8.0, 4.0, 4.0, 5.0, 10.0, 9.0, 7.0, 7.0, 2.0]","[7.0, 2.0, 7.0, 3.0, 7.0, 3.0, 4.0, 4.0, 4.0, 9.0, 10.0, 8.0, 5.0, 7.0, 4.0, 5.0]","[2.0, 5.0, 5.0, 2.0, 3.0, 2.0, 0.0, 4.0, 0.0, 5.0, 5.0, 2.0, 4.0, 0.0, 3.0, 3.0]","[""I stared at the first few frogs and then assumed they were all the same frog :'( I was looking at the outlines of the eye shapes and the area of which the shading continued - not the direction of the shading - so then I was wondering if the fertility had something to do with the other frogs around it instead. T_T Totally off and now I feel stupid\xa0""]",315.3475,"['W_C', 'E_F', 'E_C', 'W_F']","[4.0, 8.0, 3.0, 4.0]","['high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low']","['C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'C', 'F']","['E', 'E', 'W', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E']","['high', 'low', 'high', 'low']",181,"['E_C', 'E_F', 'W_C', 'W_F', 'W_C', 'E_F', 'W_F', 'E_C', 'W_F', 'E_F', 'E_C', 'W_C', 'W_F', 'E_C', 'W_C', 'E_F']",1,3.0,7.0,feet,stripes,C,W,E,F,No,,,No,,
