participant,training_responses,food_amount,error,feedback,trial_stop_time,testing_image_order,testing_responses,training_categories,training_tail,training_shape,training_color,testing_categories,conditionOrder,training_image_order,attention_check,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,shape_high,shape_low,tail_high,tail_low,shape_discrete_slider.response,shape_direction_slider.response,shape_continuous_slider.response,color_discrete_slider.response,color_direction_slider.response,color_continuous_slider.response,tail_discrete_slider.response,tail_direction_slider.response,tail_continuous_slider.response
066,"[7.0, 5.0, 7.0, 4.0, 7.0, 7.0, 3.0, 7.0, 7.0, 4.0, 4.0, 4.0, 7.0, 6.0, 8.0, 6.0, 4.0, 6.0, 6.0, 7.0, 5.0, 1.0, 3.0, 6.0]","[3.0, 4.0, 3.0, 7.0, 8.0, 1.0, 4.0, 5.0, 1.0, 3.0, 3.0, 3.0, 3.0, 8.0, 6.0, 4.0, 5.0, 4.0, 3.0, 6.0, 5.0, 4.0, 6.0, 8.0]","[4.0, 1.0, 4.0, 3.0, 1.0, 6.0, 1.0, 2.0, 6.0, 1.0, 1.0, 1.0, 4.0, 2.0, 2.0, 2.0, 1.0, 2.0, 3.0, 1.0, 0.0, 3.0, 3.0, 2.0]",[],425.5227,"['N_Y_S', 'T_Y_S', 'T_B_S', 'N_B_C', 'N_Y_C', 'N_B_S', 'T_Y_C', 'T_B_C']","[6.0, 4.0, 5.0, 5.0, 3.0, 4.0, 6.0, 7.0]","['medium', 'low', 'medium', 'high', 'high', 'low', 'medium', 'medium', 'low', 'low', 'medium', 'medium', 'medium', 'high', 'high', 'medium', 'medium', 'medium', 'low', 'high', 'medium', 'low', 'medium', 'high']","['H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2']","['L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1']","['I2', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1']","['low', 'medium', 'medium', 'medium', 'medium', 'low', 'high', 'high']",66,"['T_Y_S', 'N_Y_S', 'N_Y_C', 'T_Y_C', 'T_B_C', 'N_B_S', 'T_B_S', 'N_B_C', 'N_Y_S', 'N_B_S', 'T_Y_S', 'T_B_S', 'N_Y_C', 'T_B_C', 'T_Y_C', 'N_B_C', 'T_B_S', 'N_B_C', 'N_Y_S', 'T_Y_C', 'N_Y_C', 'N_B_S', 'T_Y_S', 'T_B_C']",1,shape,tail,color,B,Y,C,S,T,N,Yes, Circular,4.0,Yes,Blue,3.0,Yes,Curly,4.0
079,"[4.0, 6.0, 3.0, 2.0, 6.0, 8.0, 4.0, 5.0, 9.0, 5.0, 6.0, 3.0, 5.0, 6.0, 5.0, 8.0, 4.0, 7.0, 9.0, 7.0, 4.0, 6.0, 8.0, 5.0]","[2.0, 5.0, 8.0, 4.0, 6.0, 8.0, 4.0, 4.0, 8.0, 5.0, 4.0, 4.0, 4.0, 6.0, 6.0, 8.0, 6.0, 8.0, 7.0, 5.0, 2.0, 4.0, 4.0, 1.0]","[2.0, 1.0, 5.0, 2.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 2.0, 1.0, 1.0, 0.0, 1.0, 0.0, 2.0, 1.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]",[],375.1693,"['N_B_C', 'N_Y_C', 'T_B_C', 'N_B_S', 'T_Y_C', 'T_Y_S', 'T_B_S', 'N_Y_S']","[6.0, 2.0, 8.0, 4.0, 3.0, 6.0, 7.0, 2.0]","['low', 'medium', 'high', 'low', 'medium', 'high', 'medium', 'medium', 'high', 'medium', 'medium', 'low', 'low', 'medium', 'medium', 'high', 'medium', 'high', 'high', 'medium', 'low', 'medium', 'medium', 'low']","['L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2']","['I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1']","['L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1']","['medium', 'low', 'high', 'medium', 'medium', 'medium', 'high', 'low']",79,"['N_Y_S', 'N_B_C', 'T_B_C', 'N_Y_C', 'T_Y_S', 'T_B_S', 'T_Y_C', 'N_B_S', 'T_B_S', 'N_B_S', 'N_B_C', 'N_Y_S', 'N_Y_C', 'T_Y_C', 'T_Y_S', 'T_B_C', 'T_Y_S', 'T_B_S', 'T_B_C', 'N_B_C', 'N_Y_S', 'T_Y_C', 'N_B_S', 'N_Y_C']",1,color,tail,shape,B,Y,S,C,T,N,Yes,Square,3.0,Yes,Blue,4.0,Yes,Curly,3.0
098,"[6.0, 3.0, 5.0, 5.0, 4.0, 5.0, 6.0, 4.0, 6.0, 4.0, 6.0, 4.0, 3.0, 6.0, 6.0, 4.0, 6.0, 3.0, 6.0, 6.0, 5.0, 3.0, 4.0, 7.0]","[4.0, 4.0, 5.0, 5.0, 3.0, 6.0, 5.0, 7.0, 6.0, 3.0, 4.0, 4.0, 6.0, 4.0, 7.0, 3.0, 2.0, 5.0, 4.0, 6.0, 5.0, 3.0, 5.0, 5.0]","[2.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 3.0, 0.0, 1.0, 2.0, 0.0, 3.0, 2.0, 1.0, 1.0, 4.0, 2.0, 2.0, 0.0, 0.0, 0.0, 1.0, 2.0]",[],596.2573,"['N_B_C', 'N_Y_S', 'T_Y_C', 'T_B_C', 'T_Y_S', 'N_B_S', 'T_B_S', 'N_Y_C']","[4.0, 4.0, 6.0, 6.0, 5.0, 4.0, 4.0, 6.0]","['low', 'medium', 'medium', 'medium', 'low', 'high', 'high', 'medium', 'medium', 'low', 'high', 'medium', 'high', 'medium', 'medium', 'low', 'medium', 'high', 'low', 'high', 'medium', 'low', 'medium', 'medium']","['L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2']","['L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1']","['I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2']","['high', 'medium', 'medium', 'medium', 'low', 'medium', 'low', 'high']",98,"['T_B_S', 'N_Y_S', 'T_B_C', 'T_Y_C', 'T_Y_S', 'N_Y_C', 'N_B_C', 'N_B_S', 'T_Y_C', 'T_Y_S', 'N_Y_C', 'N_Y_S', 'N_B_C', 'N_B_S', 'T_B_C', 'T_B_S', 'T_Y_C', 'N_B_C', 'T_Y_S', 'N_Y_C', 'T_B_C', 'T_B_S', 'N_B_S', 'N_Y_S']",1,shape,tail,color,B,Y,C,S,N,T,Yes,Square,4.0,No,,,No,,
106,"[3.0, 5.0, 3.0, 4.0, 6.0, 4.0, 4.0, 7.0, 5.0, 3.0, 6.0, 7.0, 3.0, 4.0, 5.0, 7.0, 5.0, 3.0, 7.0, 5.0, 6.0, 3.0, 7.0, 3.0]","[5.0, 3.0, 2.0, 4.0, 4.0, 8.0, 5.0, 4.0, 5.0, 4.0, 6.0, 6.0, 6.0, 3.0, 2.0, 5.0, 6.0, 2.0, 6.0, 5.0, 6.0, 5.0, 7.0, 2.0]","[2.0, 2.0, 1.0, 0.0, 2.0, 4.0, 1.0, 3.0, 0.0, 1.0, 0.0, 1.0, 3.0, 1.0, 3.0, 2.0, 1.0, 1.0, 1.0, 0.0, 0.0, 2.0, 0.0, 1.0]",[],500.2034,"['T_B_C', 'N_Y_C', 'N_B_S', 'N_Y_S', 'T_Y_C', 'T_B_S', 'T_Y_S', 'N_B_C']","[7.0, 3.0, 4.0, 4.0, 8.0, 7.0, 6.0, 3.0]","['high', 'low', 'low', 'medium', 'medium', 'high', 'medium', 'medium', 'medium', 'medium', 'high', 'high', 'medium', 'low', 'low', 'medium', 'high', 'low', 'medium', 'medium', 'medium', 'medium', 'high', 'low']","['H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1']","['I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1']","['H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2']","['high', 'low', 'medium', 'low', 'medium', 'high', 'medium', 'medium']",106,"['T_B_C', 'N_Y_S', 'N_Y_C', 'N_B_C', 'T_Y_C', 'T_B_S', 'N_B_S', 'T_Y_S', 'T_Y_S', 'N_B_C', 'T_B_S', 'T_B_C', 'N_B_S', 'N_Y_C', 'N_Y_S', 'T_Y_C', 'T_B_S', 'N_Y_C', 'T_Y_S', 'N_B_C', 'T_Y_C', 'N_B_S', 'T_B_C', 'N_Y_S']",1,tail,color,shape,B,Y,S,C,T,N,Yes,Square,4.0,Yes,Blue,3.0,Yes,Curly,5.0
017,"[3.0, 7.0, 6.0, 5.0, 5.0, 6.0, 5.0, 4.0, 4.0, 3.0, 5.0, 7.0, 4.0, 6.0, 3.0, 6.0, 3.0, 3.0, 4.0, 3.0, 6.0, 5.0, 5.0, 7.0]","[8.0, 5.0, 4.0, 5.0, 2.0, 4.0, 3.0, 4.0, 4.0, 3.0, 9.0, 2.0, 3.0, 7.0, 4.0, 4.0, 3.0, 5.0, 3.0, 4.0, 6.0, 5.0, 8.0, 6.0]","[5.0, 2.0, 2.0, 0.0, 3.0, 2.0, 2.0, 0.0, 0.0, 0.0, 4.0, 5.0, 1.0, 1.0, 1.0, 2.0, 0.0, 2.0, 1.0, 1.0, 0.0, 0.0, 3.0, 1.0]",['Thank you!\xa0'],574.2084,"['T_Y_C', 'N_Y_S', 'N_B_C', 'T_B_S', 'T_B_C', 'T_Y_S', 'N_B_S', 'N_Y_C']","[5.0, 7.0, 4.0, 6.0, 5.0, 7.0, 7.0, 5.0]","['high', 'medium', 'medium', 'high', 'low', 'medium', 'medium', 'low', 'medium', 'low', 'high', 'medium', 'low', 'high', 'medium', 'medium', 'low', 'medium', 'low', 'medium', 'high', 'medium', 'high', 'medium']","['H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2']","['I1', 'I2', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I1', 'I2', 'I2']","['H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'H1']","['medium', 'low', 'medium', 'high', 'high', 'medium', 'medium', 'low']",17,"['T_B_S', 'T_Y_C', 'N_B_C', 'T_B_C', 'N_Y_C', 'T_Y_S', 'N_B_S', 'N_Y_S', 'T_Y_S', 'N_Y_C', 'T_B_C', 'N_B_C', 'N_Y_S', 'T_B_S', 'T_Y_C', 'N_B_S', 'N_Y_C', 'T_Y_C', 'N_Y_S', 'T_Y_S', 'T_B_S', 'N_B_S', 'T_B_C', 'N_B_C']",1,color,tail,shape,B,Y,C,S,T,N,No,,,No,,,Yes,Curly,5.0
064,"[3.0, 4.0, 3.0, 4.0, 2.0, 6.0, 6.0, 3.0, 5.0, 7.0, 5.0, 5.0, 2.0, 6.0, 3.0, 10.0, 5.0, 10.0, 5.0, 4.0, 4.0, 9.0, 9.0, 4.0]","[2.0, 4.0, 7.0, 3.0, 6.0, 7.0, 4.0, 5.0, 3.0, 4.0, 4.0, 6.0, 5.0, 10.0, 7.0, 5.0, 5.0, 4.0, 4.0, 5.0, 3.0, 8.0, 5.0, 6.0]","[1.0, 0.0, 4.0, 1.0, 4.0, 1.0, 2.0, 2.0, 2.0, 3.0, 1.0, 1.0, 3.0, 4.0, 4.0, 5.0, 0.0, 6.0, 1.0, 1.0, 1.0, 1.0, 4.0, 2.0]",[],427.801,"['N_B_S', 'N_B_C', 'T_B_C', 'T_B_S', 'T_Y_C', 'N_Y_S', 'N_Y_C', 'T_Y_S']","[6.0, 5.0, 8.0, 9.0, 3.0, 4.0, 6.0, 6.0]","['low', 'low', 'high', 'medium', 'medium', 'high', 'medium', 'medium', 'medium', 'high', 'medium', 'medium', 'low', 'high', 'low', 'medium', 'medium', 'medium', 'medium', 'medium', 'low', 'high', 'high', 'low']","['I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1']","['L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2']","['L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'L1']","['high', 'medium', 'medium', 'high', 'low', 'medium', 'low', 'medium']",64,"['N_Y_C', 'T_Y_C', 'N_B_S', 'T_B_C', 'N_Y_S', 'T_B_S', 'T_Y_S', 'N_B_C', 'N_B_C', 'T_B_S', 'N_Y_S', 'T_Y_S', 'N_Y_C', 'N_B_S', 'T_Y_C', 'T_B_C', 'N_B_C', 'T_B_C', 'T_Y_S', 'N_Y_S', 'T_Y_C', 'N_B_S', 'T_B_S', 'N_Y_C']",1,color,shape,tail,B,Y,S,C,N,T,Yes,Square,4.0,Yes,Blue,5.0,Yes,Curly,3.0
032,"[5.0, 7.0, 2.0, 9.0, 7.0, 2.0, 4.0, 7.0, 4.0, 2.0, 6.0, 4.0, 4.0, 4.0, 2.0, 2.0, 6.0, 4.0, 8.0, 6.0, 3.0, 3.0, 1.0, 6.0]","[4.0, 7.0, 2.0, 7.0, 6.0, 8.0, 6.0, 6.0, 2.0, 5.0, 6.0, 8.0, 3.0, 8.0, 3.0, 7.0, 5.0, 6.0, 6.0, 7.0, 1.0, 3.0, 3.0, 5.0]","[1.0, 0.0, 0.0, 2.0, 1.0, 6.0, 2.0, 1.0, 2.0, 3.0, 0.0, 4.0, 1.0, 4.0, 1.0, 5.0, 1.0, 2.0, 2.0, 1.0, 2.0, 0.0, 2.0, 1.0]",[],510.2601,"['T_B_C', 'T_Y_C', 'T_B_S', 'N_Y_C', 'N_B_S', 'T_Y_S', 'N_B_C', 'N_Y_S']","[7.0, 8.0, 4.0, 7.0, 1.0, 5.0, 3.0, 3.0]","['low', 'high', 'low', 'medium', 'medium', 'medium', 'medium', 'high', 'low', 'medium', 'medium', 'high', 'medium', 'high', 'low', 'medium', 'medium', 'medium', 'high', 'high', 'low', 'medium', 'low', 'medium']","['L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1']","['I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2']","['L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2']","['low', 'medium', 'low', 'high', 'medium', 'medium', 'medium', 'high']",32,"['T_B_S', 'N_Y_C', 'T_B_C', 'T_Y_S', 'T_Y_C', 'N_B_S', 'N_B_C', 'N_Y_S', 'T_B_S', 'T_Y_S', 'N_B_C', 'N_Y_S', 'T_Y_C', 'N_Y_C', 'T_B_C', 'N_B_S', 'N_B_C', 'T_Y_C', 'N_Y_S', 'N_Y_C', 'T_B_S', 'N_B_S', 'T_B_C', 'T_Y_S']",1,tail,color,shape,Y,B,S,C,N,T,Yes, Circular,2.0,No,,,Yes,Curly,5.0
036,"[5.0, 7.0, 3.0, 8.0, 2.0, 6.0, 4.0, 8.0, 5.0, 6.0, 6.0, 4.0, 5.0, 8.0, 4.0, 3.0, 3.0, 4.0, 3.0, 8.0, 7.0, 4.0, 7.0, 6.0]","[6.0, 4.0, 2.0, 3.0, 4.0, 6.0, 8.0, 5.0, 4.0, 7.0, 1.0, 7.0, 4.0, 9.0, 1.0, 6.0, 8.0, 4.0, 5.0, 4.0, 7.0, 3.0, 7.0, 3.0]","[1.0, 3.0, 1.0, 5.0, 2.0, 0.0, 4.0, 3.0, 1.0, 1.0, 5.0, 3.0, 1.0, 1.0, 3.0, 3.0, 5.0, 0.0, 2.0, 4.0, 0.0, 1.0, 0.0, 3.0]",[],460.5806,"['N_Y_C', 'T_Y_S', 'T_B_S', 'N_B_C', 'T_Y_C', 'N_Y_S', 'T_B_C', 'N_B_S']","[5.0, 6.0, 7.0, 3.0, 7.0, 5.0, 6.0, 3.0]","['medium', 'low', 'low', 'medium', 'high', 'medium', 'high', 'medium', 'medium', 'high', 'low', 'medium', 'medium', 'high', 'low', 'medium', 'high', 'medium', 'medium', 'high', 'medium', 'low', 'medium', 'low']","['I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1']","['H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1']","['L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'L2']","['low', 'medium', 'high', 'medium', 'low', 'medium', 'medium', 'high']",36,"['T_Y_S', 'N_Y_C', 'T_Y_C', 'T_B_C', 'T_B_S', 'N_B_C', 'N_B_S', 'N_Y_S', 'T_Y_S', 'N_B_S', 'T_Y_C', 'T_B_C', 'N_B_C', 'T_B_S', 'N_Y_C', 'N_Y_S', 'N_B_S', 'T_B_C', 'N_B_C', 'T_B_S', 'T_Y_S', 'T_Y_C', 'N_Y_S', 'N_Y_C']",1,shape,color,tail,B,Y,S,C,N,T,Yes,Square,5.0,No,,,Yes,Curly,6.0
146,"[4.0, 8.0, 8.0, 4.0, 3.0, 4.0, 4.0, 6.0, 4.0, 4.0, 3.0, 7.0, 5.0, 8.0, 2.0, 4.0, 3.0, 7.0, 3.0, 4.0, 2.0, 7.0, 8.0, 6.0]","[3.0, 4.0, 3.0, 3.0, 5.0, 5.0, 8.0, 7.0, 4.0, 5.0, 2.0, 6.0, 5.0, 7.0, 3.0, 6.0, 4.0, 9.0, 4.0, 5.0, 3.0, 4.0, 10.0, 5.0]","[1.0, 4.0, 5.0, 1.0, 2.0, 1.0, 4.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 3.0, 2.0, 1.0]",[],742.0682,"['T_B_C', 'T_Y_C', 'T_Y_S', 'N_B_S', 'T_B_S', 'N_Y_C', 'N_B_C', 'N_Y_S']","[3.0, 5.0, 6.0, 5.0, 4.0, 4.0, 3.0, 8.0]","['low', 'medium', 'medium', 'low', 'medium', 'medium', 'high', 'high', 'medium', 'medium', 'low', 'high', 'medium', 'high', 'low', 'medium', 'low', 'high', 'low', 'medium', 'medium', 'medium', 'high', 'medium']","['I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I1', 'I1', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2']","['L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2']","['L1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1']","['low', 'medium', 'high', 'medium', 'medium', 'medium', 'low', 'high']",146,"['T_B_C', 'N_B_S', 'T_Y_C', 'N_B_C', 'N_Y_C', 'T_B_S', 'N_Y_S', 'T_Y_S', 'T_B_S', 'T_Y_C', 'T_B_C', 'T_Y_S', 'N_Y_C', 'N_Y_S', 'N_B_C', 'N_B_S', 'N_B_C', 'N_Y_S', 'T_B_C', 'N_B_S', 'N_Y_C', 'T_B_S', 'T_Y_S', 'T_Y_C']",1,color,shape,tail,Y,B,S,C,N,T,Yes,Square,6.0,Yes, Yellow,5.0,No,,
011,"[4.0, 6.0, 6.0, 2.0, 5.0, 4.0, 7.0, 6.0, 4.0, 6.0, 6.0, 7.0, 4.0, 4.0, 6.0, 6.0, 6.0, 5.0, 4.0, 6.0, 6.0, 4.0, 6.0, 5.0]","[3.0, 6.0, 4.0, 4.0, 6.0, 4.0, 6.0, 7.0, 3.0, 2.0, 5.0, 4.0, 4.0, 5.0, 5.0, 7.0, 4.0, 3.0, 3.0, 5.0, 4.0, 3.0, 5.0, 8.0]","[1.0, 0.0, 2.0, 2.0, 1.0, 0.0, 1.0, 1.0, 1.0, 4.0, 1.0, 3.0, 0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 3.0]",[],293.2462,"['N_Y_C', 'T_Y_C', 'N_B_S', 'N_Y_S', 'T_B_C', 'T_B_S', 'N_B_C', 'T_Y_S']","[4.0, 6.0, 6.0, 6.0, 6.0, 6.0, 4.0, 7.0]","['low', 'medium', 'low', 'medium', 'medium', 'medium', 'high', 'high', 'low', 'medium', 'medium', 'high', 'medium', 'low', 'medium', 'high', 'medium', 'medium', 'low', 'high', 'medium', 'low', 'medium', 'high']","['L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1']","['L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2']","['I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I1']","['low', 'medium', 'medium', 'medium', 'medium', 'high', 'low', 'high']",11,"['N_Y_C', 'N_B_S', 'N_B_C', 'T_Y_C', 'N_Y_S', 'T_B_C', 'T_B_S', 'T_Y_S', 'N_B_C', 'N_Y_S', 'N_B_S', 'T_Y_S', 'T_Y_C', 'N_Y_C', 'T_B_C', 'T_B_S', 'T_Y_C', 'N_Y_S', 'N_Y_C', 'T_Y_S', 'N_B_S', 'N_B_C', 'T_B_C', 'T_B_S']",1,tail,shape,color,B,Y,S,C,T,N,Yes,Square,4.0,No,,,Yes,Curly,4.0
041,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 1.0, 6.0, 6.0, 5.0, 3.0, 4.0, 5.0, 4.0, 1.0, 5.0, 7.0, 6.0, 4.0, 4.0, 4.0, 4.0]","[4.0, 4.0, 3.0, 6.0, 1.0, 4.0, 6.0, 5.0, 3.0, 7.0, 7.0, 7.0, 4.0, 5.0, 4.0, 5.0, 3.0, 6.0, 5.0, 5.0, 9.0, 2.0, 4.0, 4.0]","[1.0, 1.0, 2.0, 1.0, 4.0, 1.0, 1.0, 0.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 5.0, 2.0, 0.0, 0.0]",[],482.8251,"['N_B_S', 'T_B_C', 'N_Y_C', 'T_Y_C', 'T_B_S', 'N_Y_S', 'N_B_C', 'T_Y_S']","[4.0, 5.0, 6.0, 5.0, 6.0, 2.0, 4.0, 4.0]","['medium', 'high', 'low', 'medium', 'low', 'medium', 'medium', 'high', 'low', 'medium', 'medium', 'high', 'low', 'high', 'medium', 'medium', 'low', 'high', 'medium', 'medium', 'high', 'low', 'medium', 'medium']","['H1', 'H1', 'L1', 'L1', 'L1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1']","['L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2']","['I1', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2']","['low', 'high', 'medium', 'high', 'medium', 'low', 'medium', 'medium']",41,"['T_Y_S', 'T_Y_C', 'N_B_S', 'N_Y_C', 'N_Y_S', 'N_B_C', 'T_B_S', 'T_B_C', 'N_Y_S', 'N_Y_C', 'T_B_S', 'T_B_C', 'N_B_S', 'T_Y_C', 'T_Y_S', 'N_B_C', 'N_Y_S', 'T_B_C', 'T_B_S', 'N_Y_C', 'T_Y_C', 'N_B_S', 'T_Y_S', 'N_B_C']",1,tail,shape,color,B,Y,C,S,T,N,Yes, Circular,4.0,No,,,No,,
